,지점명,지점번호,월,0시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,위도,경도,주소,하루평균
126,경부고속도로(양재IC),B-11,7,1623.0,1069.0,809.0,795.0,1374.0,3513.0,5792.0,4966.0,4812.0,4646.0,4635.0,4511.0,4486.0,4438.0,4445.0,4520.0,4696.0,4841.0,4770.0,4683.0,4485.0,4736.0,4182.0,2717.0,37.465083,127.038643,서울시 서초구 양재동 227-4,3814.3333333333335
138,경인고속국도(신월IC),B-28,7,1513.0,1004.0,774.0,771.0,1209.0,3226.0,4608.0,4852.0,4495.0,4726.0,4723.0,4599.0,4691.0,4784.0,4716.0,4679.0,4931.0,5043.0,4893.0,4537.0,4146.0,3962.0,3563.0,2332.0,37.524875,126.831933,서울시 양천구 신월동 904-1,3699.0416666666665
150,경인로(거리공원입구교차로),D-23,7,334.0,196.0,137.0,134.0,287.0,866.0,1158.0,1232.0,1260.0,1308.0,1319.0,1289.0,1283.0,1270.0,1275.0,1270.0,1311.0,1354.0,1275.0,1165.0,1040.0,960.0,766.0,516.0,37.50644,126.884382,서울시 구로구 신도림동 435-17,958.5416666666666
162,경인로(서울교),D-28,7,593.0,380.0,268.0,223.0,326.0,762.0,1568.0,2459.0,2588.0,2447.0,2407.0,2409.0,2316.0,2393.0,2399.0,2449.0,2505.0,2670.0,2603.0,2245.0,1940.0,1783.0,1457.0,930.0,37.52019,126.914903,서울시 영등포구 영등포동2가 97-1,1755.0
174,경인로(오류IC),D-22,7,497.0,304.0,209.0,178.0,290.0,670.0,969.0,1034.0,1037.0,1152.0,1236.0,1263.0,1302.0,1287.0,1317.0,1315.0,1382.0,1383.0,1360.0,1288.0,1239.0,1166.0,1032.0,707.0,37.498246,126.851219,서울시 구로구 개봉동 80-22,984.0416666666666
186,경인로(유한공고),B-29,7,277.0,174.0,117.0,106.0,208.0,440.0,636.0,814.0,855.0,832.0,775.0,784.0,790.0,786.0,796.0,803.0,891.0,957.0,974.0,831.0,712.0,649.0,578.0,386.0,37.488614,126.822789,경기도 부천시 소사구 괴안동 206-5,632.125
198,경춘북로(중랑경찰서),B-05,7,245.0,162.0,121.0,115.0,226.0,567.0,1003.0,1347.0,1455.0,1334.0,1211.0,1192.0,1221.0,1253.0,1254.0,1274.0,1419.0,1534.0,1582.0,1271.0,990.0,842.0,702.0,395.0,37.619942,127.105325,서울시 중랑구 신내동 271-1,946.4583333333334
210,공항대로(발산역),D-21,7,358.0,243.0,181.0,165.0,276.0,510.0,781.0,1215.0,1436.0,1407.0,1409.0,1423.0,1428.0,1442.0,1479.0,1439.0,1465.0,1463.0,1464.0,1232.0,1042.0,936.0,806.0,524.0,37.559251,126.831069,서울시 강서구 마곡동 727-1154,1005.1666666666666
222,과천대로(남태령역),B-15,7,422.0,236.0,148.0,151.0,263.0,761.0,1617.0,1867.0,1858.0,1733.0,1648.0,1603.0,1598.0,1639.0,1617.0,1637.0,1729.0,1750.0,1711.0,1468.0,1353.0,1252.0,1072.0,711.0,37.463288,126.988151,서울시 서초구 방배동 산190-1 ,1243.5
234,광명대교(광명시계),B-22,7,147.0,94.0,67.0,66.0,136.0,327.0,492.0,764.0,704.0,768.0,760.0,669.0,657.0,688.0,686.0,701.0,714.0,736.0,734.0,671.0,519.0,431.0,360.0,225.0,37.485044,126.873297,서울시 금천구 가산동 535-121,504.8333333333333
246,광진교,C-21,7,88.0,59.0,45.0,41.0,51.0,126.0,233.0,379.0,523.0,449.0,438.0,423.0,397.0,405.0,425.0,453.0,492.0,607.0,660.0,461.0,320.0,269.0,204.0,124.0,37.54412,127.115274,서울시 강동구 천호동 484-9,319.6666666666667
258,국회대로(여의2교),D-27,7,469.0,299.0,197.0,148.0,166.0,300.0,516.0,793.0,1164.0,1147.0,1272.0,1469.0,1485.0,1569.0,1644.0,1746.0,1892.0,1866.0,1839.0,1611.0,1513.0,1350.0,1233.0,734.0,37.526003,126.910953,서울시 영등포구 영등포동7가 94-411,1100.9166666666667
270,금오로(광명시계),B-19,7,41.0,22.0,16.0,20.0,42.0,140.0,231.0,296.0,308.0,307.0,270.0,263.0,262.0,277.0,276.0,301.0,326.0,371.0,347.0,288.0,201.0,143.0,105.0,67.0,37.482431,126.841891,서울시 구로구 천왕동 24-2,205.0
282,금천교(광명시계),B-24,7,322.0,204.0,150.0,152.0,258.0,646.0,1104.0,1483.0,1519.0,1518.0,1538.0,1531.0,1469.0,1562.0,1575.0,1588.0,1627.0,1653.0,1554.0,1386.0,1123.0,946.0,777.0,499.0,37.465046,126.884245,서울시 금천구 독산동 668-54,1091.0
294,금하로(광명시계),B-25,7,171.0,94.0,69.0,68.0,133.0,315.0,613.0,905.0,901.0,944.0,899.0,867.0,866.0,910.0,906.0,944.0,977.0,1025.0,1024.0,867.0,672.0,555.0,418.0,248.0,37.4514,126.891627,경기도 광명시 소하동 31-25,641.2916666666666
306,김포대로(개화교),B-31,7,248.0,148.0,110.0,115.0,251.0,612.0,1166.0,1528.0,1539.0,1444.0,1293.0,1222.0,1228.0,1268.0,1294.0,1321.0,1415.0,1668.0,1656.0,1260.0,976.0,848.0,727.0,427.0,37.585313,126.795571,경기도 김포시 고촌읍 전호리 436-3,990.1666666666666
318,남부순환로(낙성대역),D-33,7,1056.0,709.0,505.0,410.0,529.0,1016.0,1607.0,2218.0,2339.0,2349.0,2317.0,2251.0,2217.0,2280.0,2330.0,2358.0,2459.0,2464.0,2360.0,2251.0,2060.0,2002.0,1945.0,1424.0,37.477711,126.962242,서울시 관악구 봉천동 1685-32,1810.6666666666667
330,남부순환로(수서IC),D-39,7,776.0,667.0,495.0,507.0,640.0,1171.0,1985.0,2939.0,2923.0,3039.0,2874.0,2716.0,2635.0,2829.0,2642.0,2656.0,2622.0,2653.0,2494.0,2127.0,2018.0,2156.0,1768.0,1136.0,37.495912,127.090903,서울시 강남구 일원동 3-16,2019.5
342,남부순환로(신월IC),D-19,7,780.0,522.0,405.0,403.0,711.0,1758.0,2562.0,2691.0,2781.0,2884.0,2863.0,2804.0,2800.0,2821.0,2840.0,2774.0,2776.0,2868.0,2836.0,2653.0,2457.0,2266.0,2020.0,1234.0,37.524081,126.835862,서울시 양천구 신월동 838 ,2146.2083333333335
354,남부순환로(예술의전당),D-34,7,621.0,412.0,284.0,240.0,377.0,850.0,1498.0,2100.0,2238.0,2278.0,2196.0,2068.0,1987.0,2111.0,2117.0,2163.0,2264.0,2385.0,2309.0,2022.0,1680.0,1688.0,1524.0,950.0,37.476405,127.00445,서울시 서초구 방배동 1009-3,1598.4166666666667
366,남부순환로(화곡로입구 교차로),D-18,7,472.0,337.0,256.0,259.0,476.0,1073.0,1687.0,1925.0,2092.0,2019.0,1987.0,1931.0,1881.0,1909.0,1937.0,1934.0,1936.0,1929.0,1863.0,1747.0,1527.0,1393.0,1247.0,755.0,37.540163,126.825453,서울시 양천구 신월동 29-7,1440.5
378,남산1호터널,A-20,7,516.0,321.0,231.0,200.0,268.0,652.0,1581.0,1629.0,1792.0,1801.0,1722.0,1776.0,1719.0,1788.0,1704.0,1613.0,1564.0,1581.0,1527.0,1345.0,1229.0,1530.0,1281.0,849.0,37.542406,127.001356,서울시 용산구 한남동 산 10-33,1259.125
390,남산2호터널,A-21,7,95.0,65.0,55.0,48.0,74.0,122.0,229.0,471.0,572.0,530.0,536.0,553.0,549.0,562.0,583.0,596.0,592.0,611.0,588.0,441.0,334.0,287.0,240.0,140.0,37.544301,126.989767,서울시 용산구 이태원동 262-35,369.7083333333333
402,남산3호터널,A-22,7,202.0,127.0,90.0,76.0,83.0,202.0,556.0,713.0,921.0,896.0,853.0,875.0,827.0,919.0,922.0,919.0,890.0,927.0,892.0,691.0,530.0,625.0,532.0,306.0,37.544496,126.98835,서울시 용산구 용산동2가 5-432,607.25
414,내부순환로,F-03,7,1244.0,833.0,618.0,588.0,1027.0,2475.0,3599.0,3604.0,3535.0,3586.0,3541.0,3528.0,3479.0,3483.0,3490.0,3579.0,3639.0,3579.0,3451.0,3296.0,3207.0,3195.0,3060.0,2035.0,37.608679,126.998878,서울시 성북구 정릉동 590-16,2819.625
426,노들로,D-41,7,400.0,265.0,200.0,178.0,260.0,470.0,923.0,1394.0,1594.0,1417.0,1329.0,1337.0,1265.0,1367.0,1413.0,1441.0,1611.0,1600.0,1408.0,1257.0,1246.0,1118.0,1001.0,594.0,37.529712,126.909281,서울시 영등포구 당산동 364 ,1045.3333333333333
438,대사관로(삼청터널),A-04,7,36.0,19.0,11.0,10.0,16.0,52.0,184.0,365.0,354.0,345.0,300.0,286.0,278.0,290.0,304.0,331.0,391.0,423.0,384.0,317.0,238.0,189.0,140.0,65.0,37.596359,126.984209,서울시 성북구 성북동 산25-148,222.0
450,대학로(한국방송통신대학교),A-07,7,323.0,211.0,156.0,128.0,154.0,261.0,495.0,713.0,825.0,860.0,891.0,943.0,956.0,975.0,999.0,969.0,942.0,938.0,906.0,797.0,718.0,698.0,645.0,474.0,37.578188,127.002053,서울시 종로구 연건동 72-3,665.7083333333334
462,도봉로(도봉산역),B-01,7,322.0,234.0,180.0,187.0,301.0,568.0,943.0,1508.0,1683.0,1379.0,1260.0,1200.0,1235.0,1253.0,1257.0,1291.0,1415.0,1618.0,1692.0,1380.0,957.0,812.0,711.0,478.0,37.691792,127.045087,서울시 도봉구 도봉동 378-1,994.3333333333334
474,도봉로(쌍문역),D-11,7,400.0,284.0,220.0,200.0,270.0,511.0,785.0,1015.0,1185.0,1135.0,1146.0,1111.0,1097.0,1129.0,1129.0,1138.0,1189.0,1177.0,1198.0,1041.0,950.0,839.0,796.0,566.0,37.645707,127.033171,서울시 도봉구 창동 650-46,854.625
486,동부간선도로,F-05,7,1485.0,989.0,724.0,702.0,1093.0,2633.0,3358.0,3100.0,3174.0,3226.0,3234.0,3470.0,3606.0,3584.0,3606.0,3652.0,3660.0,3383.0,3101.0,3024.0,3233.0,3415.0,3257.0,2255.0,37.568685,127.076023,서울시 동대문구 장안동 19-7,2790.1666666666665
498,동부간선도로(월계1교),D-12,7,1318.0,917.0,698.0,696.0,1172.0,2646.0,2864.0,2792.0,2897.0,3017.0,2914.0,2903.0,3022.0,3078.0,3064.0,3088.0,3133.0,3058.0,2895.0,2901.0,2915.0,2984.0,2815.0,1983.0,37.631579,127.063432,서울시 노원구 월계동 247-17,2490.4166666666665
510,동소문로(길음교사거리),D-09,7,631.0,413.0,299.0,263.0,393.0,648.0,1007.0,1223.0,1339.0,1429.0,1470.0,1503.0,1487.0,1504.0,1480.0,1506.0,1456.0,1415.0,1329.0,1281.0,1263.0,1266.0,1203.0,851.0,37.599755,127.021693,서울시 성북구 돈암동 32-31,1110.7916666666667
522,동일로(군자교),D-07,7,661.0,475.0,347.0,277.0,343.0,724.0,1162.0,1219.0,1347.0,1420.0,1638.0,1697.0,1670.0,1722.0,1738.0,1793.0,1867.0,1916.0,1921.0,1733.0,1540.0,1472.0,1317.0,932.0,37.553809,127.070504,서울시 성동구 송정동 83,1288.7916666666667
534,동일로(노원역),D-13,7,253.0,154.0,115.0,92.0,126.0,246.0,519.0,841.0,1011.0,1047.0,1110.0,1117.0,1093.0,1126.0,1157.0,1177.0,1189.0,1170.0,1143.0,968.0,760.0,676.0,589.0,374.0,37.652409,127.061032,서울시 노원구 상계동 729,752.2083333333334
546,동일로(의정부IC),B-02,7,408.0,289.0,214.0,219.0,370.0,970.0,1716.0,2501.0,2706.0,2406.0,2300.0,2225.0,2226.0,2298.0,2361.0,2442.0,2645.0,2857.0,2765.0,2319.0,1772.0,1475.0,1187.0,685.0,37.688571,127.055376,서울시 노원구 상계동 1311-3,1723.1666666666667
558,동작대교,C-10,7,274.0,163.0,111.0,93.0,131.0,457.0,979.0,1406.0,1728.0,1594.0,1577.0,1568.0,1525.0,1570.0,1617.0,1658.0,1775.0,1836.0,1820.0,1405.0,1004.0,915.0,794.0,456.0,37.509936,126.981814,서울시 용산구 이촌동 385,1102.3333333333333
570,동작대로(총신대입구역),D-31,7,742.0,464.0,336.0,289.0,435.0,1093.0,1955.0,2241.0,2290.0,2355.0,2338.0,2261.0,2230.0,2240.0,2209.0,2201.0,2246.0,2106.0,2040.0,1879.0,1890.0,1881.0,1752.0,1168.0,37.494352,126.982914,서울시 서초구 방배동 1255,1693.375
582,동호대교,C-14,7,503.0,371.0,287.0,238.0,296.0,503.0,1000.0,1834.0,2042.0,2068.0,2088.0,1967.0,1908.0,1927.0,1904.0,1858.0,1878.0,1987.0,1940.0,1689.0,1419.0,1284.0,1108.0,709.0,37.538207,127.019882,서울시 성동구 옥수동 86,1367.0
594,동호로(금호터널),D-03,7,467.0,350.0,276.0,232.0,286.0,446.0,896.0,1553.0,1674.0,1674.0,1695.0,1714.0,1687.0,1737.0,1740.0,1685.0,1654.0,1685.0,1621.0,1418.0,1260.0,1093.0,976.0,647.0,37.551919,127.012977,서울시 중구 신당동 349-202,1186.0833333333333
606,동호로(장충체육관),A-10,7,301.0,221.0,160.0,139.0,173.0,291.0,638.0,1239.0,1430.0,1397.0,1466.0,1471.0,1438.0,1517.0,1544.0,1523.0,1496.0,1505.0,1449.0,1205.0,1015.0,808.0,671.0,425.0,37.558563,127.007101,서울시 중구 장충동2가 200-99,980.0833333333334
618,뚝섬로(용비교),D-06,7,449.0,290.0,202.0,178.0,227.0,497.0,1120.0,1623.0,1850.0,1920.0,1896.0,1843.0,1779.0,1824.0,1841.0,1866.0,1791.0,1820.0,1773.0,1560.0,1330.0,1236.0,1142.0,674.0,37.542006,127.020674,서울시 성동구 옥수동 산 1-11 ,1280.4583333333333
630,마포대교,C-07,7,693.0,460.0,333.0,268.0,372.0,794.0,1891.0,3012.0,3236.0,2927.0,2850.0,2882.0,2692.0,2853.0,2880.0,2929.0,3070.0,3246.0,2959.0,2399.0,2467.0,2235.0,1845.0,1085.0,37.533628,126.936512,서울시 영등포구 여의도동 85-2,2099.0833333333335
642,망우로(망우리공원),B-04,7,179.0,119.0,85.0,89.0,133.0,334.0,614.0,909.0,1035.0,897.0,819.0,815.0,810.0,838.0,846.0,860.0,939.0,1067.0,1126.0,888.0,638.0,537.0,446.0,268.0,37.601476,127.115674,경기도 구리시 교문동 346-3,637.125
654,문성로(난곡터널),D-32,7,141.0,98.0,76.0,64.0,86.0,153.0,230.0,364.0,419.0,409.0,416.0,414.0,405.0,420.0,428.0,450.0,472.0,483.0,491.0,426.0,363.0,319.0,284.0,195.0,37.479046,126.924252,서울시 관악구 신림동 438-44,316.9166666666667
666,반포대교,C-11,7,554.0,339.0,230.0,184.0,242.0,738.0,1641.0,2262.0,2453.0,2412.0,2380.0,2444.0,2387.0,2403.0,2387.0,2391.0,2373.0,2378.0,2350.0,2139.0,1797.0,1745.0,1581.0,912.0,37.514431,126.996663,서울시 서초구 반포동 647,1696.75
678,반포대로(서초역),D-37,7,440.0,269.0,185.0,141.0,195.0,523.0,1422.0,2063.0,2147.0,2351.0,2400.0,2367.0,2260.0,2390.0,2383.0,2311.0,2310.0,2171.0,2182.0,2010.0,1706.0,1624.0,1407.0,782.0,37.49624,127.005554,서울시 서초구 서초동 산 183-3 ,1584.9583333333333
690,반포대로(우면산터널),B-17,7,225.0,127.0,90.0,81.0,121.0,353.0,912.0,1448.0,1639.0,1504.0,1534.0,1595.0,1578.0,1604.0,1641.0,1759.0,1929.0,2101.0,2174.0,1804.0,1337.0,1020.0,879.0,418.0,37.483905,127.011416,서울시 서초구 서초동 1460-6,1161.375
702,밤고개로(세곡동사거리),B-13,7,118.0,79.0,55.0,56.0,93.0,254.0,612.0,1320.0,1502.0,1276.0,1125.0,1068.0,1020.0,1011.0,1027.0,1054.0,1226.0,1547.0,1605.0,1058.0,688.0,543.0,420.0,229.0,37.462416,127.107883,서울시 강남구 세곡동 130-6,791.0833333333334
714,백제고분로(종합운동장),D-44,7,193.0,124.0,90.0,69.0,74.0,190.0,433.0,839.0,972.0,1010.0,942.0,882.0,929.0,926.0,931.0,964.0,1017.0,1078.0,1014.0,812.0,657.0,725.0,488.0,291.0,37.510639,127.078559,서울시 송파구 잠실동 124,652.0833333333334
726,북부간선도로(신내IC),B-07,7,854.0,582.0,470.0,558.0,936.0,2159.0,2855.0,3038.0,3052.0,3101.0,3139.0,3147.0,3228.0,3243.0,3267.0,3315.0,3413.0,3377.0,3264.0,3056.0,2931.0,2716.0,2372.0,1375.0,37.613824,127.1087,서울시 중랑구 신내동 122-3,2477.0
738,북부간선로,F-04,7,1005.0,681.0,520.0,539.0,980.0,2259.0,2690.0,2690.0,2699.0,2727.0,2690.0,2680.0,2720.0,2699.0,2692.0,2701.0,2732.0,2677.0,2628.0,2565.0,2556.0,2529.0,2379.0,1596.0,37.608556,127.052577,서울시 성북구 장위동 65-175 ,2193.0833333333335
750,분당수서로,F-07,7,1041.0,710.0,536.0,508.0,789.0,2178.0,3439.0,3448.0,3473.0,3490.0,3495.0,3493.0,3502.0,3511.0,3492.0,3525.0,3596.0,3575.0,3505.0,3268.0,3088.0,2992.0,2706.0,1701.0,37.497648,127.087195,서울시 강남구 일원동 467-1,2710.875
762,분당수서로(성남시계),B-14,7,735.0,479.0,362.0,351.0,601.0,1696.0,2811.0,2725.0,2536.0,2540.0,2599.0,2626.0,2639.0,2660.0,2654.0,2707.0,2754.0,2704.0,2643.0,2431.0,2366.0,2284.0,2036.0,1255.0,37.471129,127.123078,서울시 송파구 장지동 698-5,2049.75
774,사직로(사직터널),A-02,7,500.0,322.0,238.0,202.0,270.0,540.0,1152.0,1724.0,1931.0,1801.0,1773.0,1803.0,1767.0,1761.0,1765.0,1801.0,1853.0,1926.0,1821.0,1524.0,1347.0,1282.0,1106.0,736.0,37.572298,126.962853,서울시 종로구 행촌동 1-186,1289.375
786,사평대로(고속터미널역),D-36,7,635.0,419.0,298.0,241.0,321.0,745.0,1490.0,2011.0,2066.0,2163.0,2162.0,2193.0,2213.0,2270.0,2288.0,2286.0,2247.0,2176.0,2227.0,2148.0,1868.0,1827.0,1657.0,941.0,37.503742,127.007779,서울시 서초구 반포동 60-2,1620.5
798,새문안로(서울역사박물관),A-14,7,358.0,237.0,176.0,148.0,184.0,381.0,724.0,1075.0,1206.0,1164.0,1199.0,1221.0,1200.0,1313.0,1282.0,1272.0,1271.0,1319.0,1303.0,1101.0,958.0,876.0,752.0,525.0,37.569776,126.971354,서울시 종로구 신문로2가 1-2,885.2083333333334
810,서강대교,C-06,7,213.0,142.0,100.0,83.0,123.0,253.0,590.0,1136.0,1286.0,1161.0,1101.0,1133.0,1060.0,1168.0,1169.0,1201.0,1308.0,1489.0,1562.0,1095.0,815.0,738.0,627.0,342.0,37.537537,126.925341,서울시 영등포구 여의도동 83-1,828.9583333333334
822,서부간선도로,F-09,7,1470.0,967.0,703.0,686.0,1281.0,2262.0,2481.0,2178.0,1959.0,2162.0,2245.0,2266.0,2320.0,2264.0,2287.0,2256.0,2157.0,1956.0,1924.0,2116.0,2458.0,2605.0,2561.0,2117.0,37.520965,126.881826,서울시 영등포구 문래동6가 52,1986.7083333333333
834,서빙고로(한남역),D-04,7,710.0,472.0,333.0,281.0,341.0,618.0,1276.0,1930.0,2236.0,2296.0,2316.0,2353.0,2366.0,2385.0,2452.0,2527.0,2590.0,2598.0,2446.0,2120.0,1935.0,1892.0,1753.0,1050.0,37.527197,127.004697,서울시 용산구 한남동 542-10,1719.8333333333333
846,서소문로(시청역),A-16,7,315.0,212.0,160.0,130.0,166.0,328.0,640.0,856.0,928.0,954.0,968.0,1040.0,1028.0,1077.0,1047.0,1099.0,1134.0,1253.0,1173.0,1021.0,821.0,773.0,671.0,474.0,37.562819,126.972716,서울시 중구 서소문동 72-2,761.1666666666666
858,서오릉로(고양시계),B-34,7,275.0,174.0,143.0,141.0,206.0,443.0,850.0,1161.0,1253.0,1163.0,1127.0,1153.0,1184.0,1194.0,1188.0,1189.0,1258.0,1385.0,1368.0,1196.0,923.0,791.0,650.0,370.0,37.617883,126.90626,서울시 은평구 구산동 304-15,866.0416666666666
870,서하남로(서하남IC),B-08,7,476.0,362.0,302.0,306.0,480.0,1290.0,2331.0,2918.0,2869.0,2879.0,2892.0,2815.0,2806.0,2856.0,2879.0,2930.0,3011.0,3022.0,2868.0,2453.0,1959.0,1663.0,1299.0,767.0,37.516777,127.146728,경기도 하남시 감북동 442-15,2018.0416666666667
882,성산대교,C-04,7,1555.0,1007.0,734.0,704.0,1256.0,2718.0,3617.0,3844.0,4039.0,3956.0,3908.0,3891.0,3870.0,3865.0,3925.0,3903.0,3966.0,4071.0,4012.0,3805.0,3688.0,3729.0,3495.0,2362.0,37.55268,126.891564,서울시 마포구 망원동 306-53,3163.3333333333335
894,성산로(금화터널),A-01,7,422.0,269.0,199.0,163.0,220.0,476.0,1038.0,1578.0,1682.0,1578.0,1583.0,1604.0,1565.0,1575.0,1582.0,1647.0,1721.0,1851.0,1775.0,1503.0,1220.0,1138.0,988.0,665.0,37.568588,126.948436,서울시 서대문구 신촌동 1-142,1168.4166666666667
906,성산로(연희IC),D-16,7,557.0,352.0,253.0,224.0,312.0,736.0,1299.0,1541.0,1580.0,1821.0,1937.0,1982.0,2026.0,1999.0,2037.0,2100.0,2099.0,2160.0,2116.0,1863.0,1553.0,1454.0,1276.0,870.0,37.563506,126.9301,서울시 서대문구 연희동 341-41,1422.7916666666667
918,성수대교,C-15,7,1246.0,836.0,646.0,596.0,882.0,1693.0,2557.0,2964.0,3321.0,3264.0,3220.0,3178.0,3247.0,3375.0,3272.0,3335.0,3491.0,3506.0,3288.0,2846.0,2718.0,2921.0,2753.0,1853.0,37.536768,127.034972,서울시 성동구 옥수동 484,2542.0
930,세종대로(서울역),A-13,7,315.0,185.0,120.0,95.0,149.0,394.0,839.0,1331.0,1536.0,1511.0,1552.0,1587.0,1534.0,1598.0,1592.0,1564.0,1527.0,1525.0,1452.0,1179.0,1004.0,874.0,759.0,595.0,37.558061,126.973439,서울시 중구 남대문로5가 84-15,1034.0416666666667
942,세종대로(시청역2),A-17,7,341.0,179.0,122.0,98.0,136.0,367.0,950.0,1534.0,1822.0,1808.0,1731.0,1753.0,1639.0,1736.0,1769.0,1739.0,1771.0,1702.0,1667.0,1325.0,1152.0,1101.0,866.0,572.0,37.567496,126.977208,서울시 중구 태평로1가 61-29,1161.6666666666667
954,소월로(회현역),A-23,7,30.0,22.0,15.0,12.0,13.0,35.0,87.0,309.0,383.0,321.0,278.0,294.0,273.0,302.0,303.0,305.0,318.0,351.0,357.0,265.0,177.0,112.0,80.0,53.0,37.557044,126.976362,서울시 중구 남창동 217-1,195.625
966,소파로(숭의여자대학교),A-24,7,47.0,32.0,24.0,18.0,16.0,24.0,57.0,170.0,287.0,238.0,234.0,265.0,274.0,297.0,301.0,302.0,291.0,299.0,324.0,244.0,192.0,156.0,114.0,72.0,37.554896,126.983521,서울시 중구 회현동1가 산1-16,178.25
978,송파대로(복정역),B-12,7,406.0,287.0,202.0,192.0,296.0,625.0,1122.0,1599.0,1628.0,1631.0,1545.0,1470.0,1452.0,1478.0,1477.0,1495.0,1626.0,1736.0,1730.0,1342.0,1107.0,1073.0,905.0,581.0,37.468797,127.126419,서울시 송파구 장지동 697-14,1125.2083333333333
990,송파대로(송파역),D-45,7,609.0,453.0,326.0,278.0,353.0,621.0,1202.0,1791.0,2008.0,2031.0,2027.0,1994.0,1936.0,1974.0,1987.0,2014.0,2069.0,2112.0,2116.0,1807.0,1586.0,1457.0,1294.0,882.0,37.500537,127.111445,서울시 송파구 송파동 2-15 ,1455.2916666666667
1002,수색로(고양시계),B-35,7,414.0,208.0,134.0,137.0,271.0,619.0,1108.0,1247.0,1317.0,1415.0,1398.0,1377.0,1413.0,1426.0,1421.0,1436.0,1493.0,1536.0,1524.0,1306.0,1044.0,945.0,811.0,556.0,37.587472,126.886414,서울시 은평구 수색동 281-12,1023.1666666666666
1014,시흥대로(구로디지털단지역),D-26,7,462.0,305.0,234.0,227.0,414.0,926.0,1260.0,1809.0,1964.0,1894.0,1936.0,1865.0,1868.0,1833.0,1902.0,1902.0,2032.0,2164.0,2129.0,1851.0,1546.0,1357.0,1101.0,712.0,37.486787,126.904415,서울시 영등포구 대림동 993-57,1403.875
