,지점명,지점번호,월,0시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,위도,경도,주소,하루평균
277,금천교(광명시계),B-24,2,299.0,191.0,132.0,121.0,194.0,497.0,894.0,1345.0,1414.0,1446.0,1481.0,1499.0,1440.0,1559.0,1567.0,1579.0,1621.0,1567.0,1454.0,1290.0,1072.0,926.0,750.0,464.0,37.465046,126.884245,서울시 금천구 독산동 668-54,1033.4166666666667
289,금하로(광명시계),B-25,2,163.0,92.0,67.0,62.0,104.0,246.0,473.0,718.0,847.0,854.0,859.0,851.0,851.0,894.0,904.0,928.0,954.0,1026.0,1025.0,873.0,660.0,567.0,401.0,251.0,37.4514,126.891627,경기도 광명시 소하동 31-25,611.25
301,김포대로(개화교),B-31,2,226.0,139.0,105.0,104.0,185.0,432.0,978.0,1442.0,1428.0,1513.0,1461.0,1374.0,1334.0,1339.0,1354.0,1382.0,1479.0,1658.0,1593.0,1190.0,941.0,881.0,667.0,382.0,37.585313,126.795571,경기도 김포시 고촌읍 전호리 436-3,982.7916666666666
313,남부순환로(낙성대역),D-33,2,965.0,642.0,482.0,376.0,460.0,892.0,1440.0,2015.0,2227.0,2320.0,2378.0,2328.0,2348.0,2435.0,2451.0,2477.0,2479.0,2451.0,2318.0,2159.0,2042.0,1998.0,1705.0,1298.0,37.477711,126.962242,서울시 관악구 봉천동 1685-32,1778.5833333333333
325,남부순환로(수서IC),D-39,2,751.0,583.0,469.0,445.0,553.0,855.0,1412.0,2106.0,2491.0,2560.0,2551.0,2527.0,2527.0,2618.0,2548.0,2552.0,2542.0,2515.0,2297.0,2093.0,2065.0,2028.0,1617.0,1042.0,37.495912,127.090903,서울시 강남구 일원동 3-16,1822.7916666666667
337,남부순환로(신월IC),D-19,2,711.0,479.0,392.0,360.0,585.0,1463.0,2315.0,2679.0,2966.0,2880.0,2945.0,2949.0,2947.0,3037.0,3038.0,3053.0,3050.0,3126.0,2912.0,2697.0,2521.0,2363.0,1814.0,1103.0,37.524081,126.835862,서울시 양천구 신월동 838 ,2182.7083333333335
349,남부순환로(예술의전당),D-34,2,588.0,390.0,278.0,228.0,302.0,660.0,1252.0,1866.0,2105.0,2192.0,2168.0,2098.0,2081.0,2221.0,2239.0,2273.0,2297.0,2339.0,2202.0,1967.0,1714.0,1727.0,1370.0,895.0,37.476405,127.00445,서울시 서초구 방배동 1009-3,1560.5
361,남부순환로(화곡로입구 교차로),D-18,2,455.0,298.0,251.0,238.0,408.0,853.0,1432.0,1794.0,2109.0,2071.0,2043.0,2032.0,1993.0,1998.0,2002.0,2013.0,1984.0,1953.0,1781.0,1667.0,1506.0,1399.0,1134.0,695.0,37.540163,126.825453,서울시 양천구 신월동 29-7,1421.2083333333333
373,남산1호터널,A-20,2,485.0,305.0,213.0,181.0,218.0,487.0,1263.0,1445.0,1689.0,1717.0,1680.0,1772.0,1727.0,1813.0,1728.0,1611.0,1532.0,1538.0,1425.0,1333.0,1313.0,1583.0,1239.0,806.0,37.542406,127.001356,서울시 용산구 한남동 산 10-33,1212.625
385,남산2호터널,A-21,2,92.0,64.0,54.0,44.0,64.0,99.0,194.0,437.0,545.0,497.0,516.0,537.0,543.0,563.0,594.0,606.0,576.0,575.0,540.0,413.0,340.0,305.0,221.0,131.0,37.544301,126.989767,서울시 용산구 이태원동 262-35,356.25
397,남산3호터널,A-22,2,188.0,127.0,88.0,69.0,75.0,165.0,448.0,659.0,904.0,863.0,838.0,878.0,877.0,982.0,972.0,1008.0,981.0,953.0,886.0,707.0,614.0,710.0,471.0,287.0,37.544496,126.98835,서울시 용산구 용산동2가 5-432,614.5833333333334
409,내부순환로,F-03,2,1170.0,773.0,552.0,500.0,716.0,1789.0,3045.0,3294.0,3345.0,3553.0,3698.0,3689.0,3667.0,3614.0,3698.0,3782.0,3719.0,3528.0,3381.0,3371.0,3353.0,3384.0,2870.0,1888.0,37.608679,126.998878,서울시 성북구 정릉동 590-16,2765.7916666666665
421,노들로,D-41,2,365.0,247.0,182.0,168.0,218.0,383.0,799.0,1287.0,1536.0,1458.0,1388.0,1495.0,1482.0,1579.0,1619.0,1602.0,1652.0,1562.0,1485.0,1355.0,1288.0,1261.0,974.0,570.0,37.529712,126.909281,서울시 영등포구 당산동 364 ,1081.4583333333333
433,대사관로(삼청터널),A-04,2,28.0,17.0,9.0,8.0,12.0,34.0,138.0,326.0,356.0,360.0,326.0,301.0,294.0,314.0,329.0,358.0,419.0,433.0,353.0,280.0,227.0,195.0,113.0,54.0,37.596359,126.984209,서울시 성북구 성북동 산25-148,220.16666666666666
445,대학로(한국방송통신대학교),A-07,2,172.0,123.0,87.0,81.0,98.0,178.0,334.0,536.0,648.0,583.0,611.0,661.0,646.0,652.0,701.0,677.0,649.0,566.0,448.0,423.0,428.0,415.0,355.0,261.0,37.578188,127.002053,서울시 종로구 연건동 72-3,430.5416666666667
457,도봉로(도봉산역),B-01,2,300.0,220.0,160.0,156.0,238.0,417.0,754.0,1341.0,1651.0,1397.0,1298.0,1290.0,1306.0,1361.0,1379.0,1400.0,1477.0,1618.0,1636.0,1320.0,938.0,873.0,658.0,458.0,37.691792,127.045087,서울시 도봉구 도봉동 378-1,985.25
469,도봉로(쌍문역),D-11,2,391.0,280.0,213.0,187.0,245.0,409.0,661.0,929.0,1150.0,1120.0,1167.0,1167.0,1135.0,1173.0,1185.0,1187.0,1222.0,1205.0,1189.0,1049.0,961.0,894.0,769.0,547.0,37.645707,127.033171,서울시 도봉구 창동 650-46,851.4583333333334
481,동부간선도로,F-05,2,1379.0,907.0,646.0,584.0,832.0,1981.0,2825.0,2917.0,2976.0,3199.0,3363.0,3530.0,3669.0,3604.0,3576.0,3678.0,3622.0,3270.0,2926.0,2952.0,3231.0,3450.0,3021.0,2154.0,37.568685,127.076023,서울시 동대문구 장안동 19-7,2678.8333333333335
493,동부간선도로(월계1교),D-12,2,1207.0,821.0,605.0,550.0,864.0,1940.0,2573.0,2610.0,2831.0,2935.0,2936.0,2933.0,3032.0,2987.0,2970.0,3013.0,3064.0,2922.0,2812.0,2777.0,2796.0,2846.0,2489.0,1840.0,37.631579,127.063432,서울시 노원구 월계동 247-17,2348.0416666666665
505,동소문로(길음교사거리),D-09,2,511.0,332.0,247.0,217.0,371.0,596.0,1074.0,1355.0,1511.0,1551.0,1541.0,1523.0,1482.0,1511.0,1491.0,1486.0,1405.0,1358.0,1227.0,1154.0,1167.0,1180.0,970.0,734.0,37.599755,127.021693,서울시 성북구 돈암동 32-31,1083.0833333333333
517,동일로(군자교),D-07,2,607.0,436.0,322.0,261.0,299.0,573.0,985.0,1077.0,1287.0,1400.0,1570.0,1653.0,1701.0,1733.0,1769.0,1819.0,1827.0,1865.0,1791.0,1634.0,1534.0,1471.0,1188.0,842.0,37.553809,127.070504,서울시 성동구 송정동 83,1235.1666666666667
529,동일로(노원역),D-13,2,248.0,150.0,116.0,94.0,121.0,208.0,421.0,729.0,955.0,1015.0,1088.0,1138.0,1113.0,1168.0,1207.0,1206.0,1218.0,1189.0,1134.0,943.0,798.0,732.0,553.0,361.0,37.652409,127.061032,서울시 노원구 상계동 729,746.0416666666666
541,동일로(의정부IC),B-02,2,381.0,266.0,185.0,172.0,262.0,622.0,1312.0,2123.0,2568.0,2339.0,2345.0,2338.0,2349.0,2435.0,2470.0,2546.0,2728.0,2846.0,2655.0,2208.0,1762.0,1546.0,1082.0,624.0,37.688571,127.055376,서울시 노원구 상계동 1311-3,1673.5
553,동작대교,C-10,2,280.0,170.0,114.0,93.0,109.0,283.0,699.0,1220.0,1675.0,1534.0,1522.0,1553.0,1562.0,1618.0,1724.0,1768.0,1898.0,1917.0,1563.0,1247.0,1103.0,1082.0,760.0,450.0,37.509936,126.981814,서울시 용산구 이촌동 385,1081.0
565,동작대로(총신대입구역),D-31,2,673.0,415.0,296.0,252.0,341.0,787.0,1599.0,1985.0,2081.0,2254.0,2317.0,2233.0,2194.0,2168.0,2158.0,2157.0,2189.0,2047.0,1844.0,1801.0,1906.0,1926.0,1590.0,1054.0,37.494352,126.982914,서울시 서초구 방배동 1255,1594.4583333333333
577,동호대교,C-14,2,465.0,359.0,271.0,223.0,245.0,377.0,758.0,1607.0,1937.0,1993.0,2021.0,1963.0,1931.0,1943.0,1986.0,1949.0,1979.0,2018.0,1690.0,1441.0,1457.0,1295.0,1004.0,674.0,37.538207,127.019882,서울시 성동구 옥수동 86,1316.0833333333333
589,동호로(금호터널),D-03,2,426.0,331.0,258.0,220.0,246.0,373.0,726.0,1386.0,1562.0,1572.0,1626.0,1657.0,1676.0,1742.0,1741.0,1664.0,1642.0,1635.0,1556.0,1360.0,1280.0,1130.0,873.0,600.0,37.551919,127.012977,서울시 중구 신당동 349-202,1136.75
601,동호로(장충체육관),A-10,2,274.0,214.0,150.0,132.0,155.0,248.0,524.0,1121.0,1359.0,1336.0,1345.0,1402.0,1427.0,1504.0,1538.0,1508.0,1477.0,1442.0,1339.0,1139.0,1016.0,843.0,596.0,390.0,37.558563,127.007101,서울시 중구 장충동2가 200-99,936.625
613,뚝섬로(용비교),D-06,2,384.0,252.0,178.0,152.0,176.0,351.0,887.0,1429.0,1725.0,1886.0,1918.0,1894.0,1870.0,1915.0,1893.0,1878.0,1834.0,1874.0,1712.0,1479.0,1283.0,1277.0,997.0,572.0,37.542006,127.020674,서울시 성동구 옥수동 산 1-11 ,1242.3333333333333
625,마포대교,C-07,2,569.0,383.0,267.0,208.0,281.0,610.0,1435.0,2449.0,2742.0,2535.0,2475.0,2641.0,2523.0,2719.0,2687.0,2661.0,2741.0,2805.0,2696.0,2364.0,2115.0,2036.0,1461.0,892.0,37.533628,126.936512,서울시 영등포구 여의도동 85-2,1845.625
637,망우로(망우리공원),B-04,2,161.0,113.0,81.0,73.0,106.0,225.0,456.0,723.0,955.0,844.0,780.0,793.0,796.0,827.0,854.0,866.0,913.0,1015.0,1021.0,793.0,587.0,523.0,384.0,244.0,37.601476,127.115674,경기도 구리시 교문동 346-3,588.875
649,문성로(난곡터널),D-32,2,131.0,92.0,72.0,62.0,74.0,124.0,194.0,310.0,397.0,384.0,394.0,399.0,395.0,413.0,424.0,439.0,452.0,458.0,452.0,389.0,338.0,320.0,255.0,182.0,37.479046,126.924252,서울시 관악구 신림동 438-44,297.9166666666667
661,반포대교,C-11,2,602.0,388.0,263.0,201.0,223.0,500.0,1246.0,2102.0,2377.0,2426.0,2452.0,2510.0,2503.0,2504.0,2484.0,2539.0,2488.0,2357.0,2130.0,1942.0,2007.0,1994.0,1545.0,966.0,37.514431,126.996663,서울시 서초구 반포동 647,1697.875
673,반포대로(서초역),D-37,2,411.0,259.0,170.0,129.0,156.0,387.0,1131.0,1863.0,1944.0,2203.0,2330.0,2378.0,2319.0,2399.0,2392.0,2334.0,2340.0,2126.0,2126.0,1921.0,1779.0,1741.0,1290.0,744.0,37.49624,127.005554,서울시 서초구 서초동 산 183-3 ,1536.3333333333333
685,반포대로(우면산터널),B-17,2,263.0,159.0,109.0,84.0,117.0,304.0,956.0,1592.0,1786.0,1799.0,1883.0,1950.0,1934.0,1976.0,1967.0,2010.0,2038.0,2086.0,2040.0,1736.0,1426.0,1279.0,912.0,486.0,37.483905,127.011416,서울시 서초구 서초동 1460-6,1287.1666666666667
697,밤고개로(세곡동사거리),B-13,2,109.0,70.0,51.0,47.0,70.0,173.0,476.0,1162.0,1463.0,1235.0,1166.0,1104.0,1072.0,1086.0,1082.0,1123.0,1269.0,1575.0,1549.0,1059.0,655.0,539.0,358.0,202.0,37.462416,127.107883,서울시 강남구 세곡동 130-6,778.9583333333334
709,백제고분로(종합운동장),D-44,2,330.0,218.0,166.0,124.0,120.0,214.0,393.0,755.0,958.0,1013.0,1007.0,1060.0,1088.0,1117.0,1092.0,1062.0,1057.0,1094.0,996.0,894.0,920.0,943.0,728.0,463.0,37.510639,127.078559,서울시 송파구 잠실동 124,742.1666666666666
721,북부간선도로(신내IC),B-07,2,792.0,557.0,444.0,477.0,637.0,1509.0,2478.0,2692.0,2726.0,2835.0,2937.0,2972.0,3046.0,3099.0,3177.0,3291.0,3427.0,3209.0,3107.0,3006.0,2944.0,2834.0,2144.0,1270.0,37.613824,127.1087,서울시 중랑구 신내동 122-3,2317.0833333333335
733,북부간선로,F-04,2,933.0,636.0,484.0,450.0,669.0,1593.0,2362.0,2535.0,2580.0,2737.0,2757.0,2708.0,2729.0,2716.0,2736.0,2758.0,2708.0,2590.0,2565.0,2601.0,2632.0,2618.0,2214.0,1465.0,37.608556,127.052577,서울시 성북구 장위동 65-175 ,2115.6666666666665
745,분당수서로,F-07,2,974.0,674.0,480.0,423.0,550.0,1505.0,2831.0,3074.0,3312.0,3533.0,3658.0,3615.0,3625.0,3630.0,3582.0,3586.0,3622.0,3592.0,3405.0,3181.0,3193.0,3136.0,2577.0,1581.0,37.497648,127.087195,서울시 강남구 일원동 467-1,2639.125
757,분당수서로(성남시계),B-14,2,691.0,434.0,312.0,299.0,408.0,1132.0,2230.0,2398.0,2472.0,2677.0,2786.0,2768.0,2756.0,2722.0,2743.0,2768.0,2836.0,2676.0,2562.0,2426.0,2388.0,2382.0,1894.0,1142.0,37.471129,127.123078,서울시 송파구 장지동 698-5,1995.9166666666667
769,사직로(사직터널),A-02,2,480.0,307.0,220.0,187.0,238.0,451.0,948.0,1559.0,1899.0,1829.0,1777.0,1843.0,1820.0,1857.0,1883.0,1905.0,1928.0,1942.0,1756.0,1558.0,1443.0,1365.0,1069.0,702.0,37.572298,126.962853,서울시 종로구 행촌동 1-186,1290.25
781,사평대로(고속터미널역),D-36,2,573.0,395.0,274.0,214.0,253.0,560.0,1329.0,1888.0,1976.0,2162.0,2196.0,2236.0,2227.0,2262.0,2281.0,2286.0,2248.0,2158.0,2059.0,1986.0,1883.0,1823.0,1421.0,855.0,37.503742,127.007779,서울시 서초구 반포동 60-2,1564.375
793,새문안로(서울역사박물관),A-14,2,388.0,268.0,199.0,156.0,171.0,333.0,631.0,1009.0,1170.0,1115.0,1133.0,1214.0,1274.0,1390.0,1381.0,1357.0,1387.0,1422.0,1382.0,1237.0,1107.0,1003.0,763.0,525.0,37.569776,126.971354,서울시 종로구 신문로2가 1-2,917.2916666666666
805,서강대교,C-06,2,194.0,131.0,86.0,74.0,99.0,198.0,461.0,1013.0,1282.0,1132.0,1070.0,1158.0,1150.0,1264.0,1305.0,1357.0,1449.0,1582.0,1397.0,1004.0,796.0,788.0,522.0,317.0,37.537537,126.925341,서울시 영등포구 여의도동 83-1,826.2083333333334
817,서부간선도로,F-09,2,1433.0,915.0,651.0,591.0,905.0,2006.0,2307.0,2266.0,2098.0,2394.0,2461.0,2406.0,2337.0,2314.0,2214.0,2230.0,2214.0,2043.0,1967.0,2247.0,2514.0,2522.0,2471.0,2025.0,37.520965,126.881826,서울시 영등포구 문래동6가 52,1980.4583333333333
829,서빙고로(한남역),D-04,2,602.0,400.0,284.0,227.0,260.0,465.0,1038.0,1691.0,2051.0,2130.0,2233.0,2334.0,2373.0,2428.0,2445.0,2490.0,2580.0,2521.0,2371.0,2078.0,1844.0,1889.0,1465.0,894.0,37.527197,127.004697,서울시 용산구 한남동 542-10,1628.875
841,서소문로(시청역),A-16,2,316.0,214.0,155.0,127.0,173.0,320.0,620.0,884.0,948.0,995.0,1022.0,1076.0,1048.0,1103.0,1101.0,1142.0,1161.0,1197.0,1083.0,954.0,869.0,804.0,655.0,464.0,37.562819,126.972716,서울시 중구 서소문동 72-2,767.9583333333334
853,서오릉로(고양시계),B-34,2,242.0,164.0,126.0,120.0,158.0,300.0,612.0,970.0,1140.0,1100.0,1104.0,1143.0,1195.0,1235.0,1236.0,1229.0,1282.0,1371.0,1291.0,1099.0,863.0,773.0,575.0,330.0,37.617883,126.90626,서울시 은평구 구산동 304-15,819.0833333333334
865,서하남로(서하남IC),B-08,2,435.0,335.0,269.0,255.0,337.0,866.0,1817.0,2554.0,2685.0,2772.0,2856.0,2828.0,2819.0,2926.0,2936.0,2956.0,2985.0,2930.0,2734.0,2352.0,1945.0,1708.0,1170.0,676.0,37.516777,127.146728,경기도 하남시 감북동 442-15,1922.75
877,성산대교,C-04,2,1148.0,709.0,490.0,432.0,652.0,1595.0,2565.0,3503.0,3912.0,4059.0,4072.0,4037.0,4041.0,3956.0,3895.0,3994.0,4050.0,4014.0,3374.0,3176.0,3207.0,3233.0,2667.0,1780.0,37.55268,126.891564,서울시 마포구 망원동 306-53,2856.7083333333335
889,성산로(금화터널),A-01,2,377.0,238.0,168.0,140.0,185.0,385.0,829.0,1406.0,1623.0,1572.0,1553.0,1612.0,1639.0,1697.0,1715.0,1752.0,1785.0,1832.0,1694.0,1494.0,1297.0,1210.0,920.0,608.0,37.568588,126.948436,서울시 서대문구 신촌동 1-142,1155.4583333333333
901,성산로(연희IC),D-16,2,521.0,327.0,234.0,201.0,293.0,631.0,1101.0,1436.0,1466.0,1740.0,1875.0,2006.0,2059.0,2060.0,2082.0,2165.0,2165.0,2172.0,2085.0,1854.0,1618.0,1543.0,1205.0,813.0,37.563506,126.9301,서울시 서대문구 연희동 341-41,1402.1666666666667
913,성수대교,C-15,2,1074.0,723.0,545.0,471.0,613.0,1209.0,1995.0,2688.0,3237.0,3216.0,3196.0,3212.0,3272.0,3368.0,3350.0,3399.0,3500.0,3478.0,2757.0,2358.0,2501.0,2620.0,2285.0,1611.0,37.536768,127.034972,서울시 성동구 옥수동 484,2361.5833333333335
925,세종대로(서울역),A-13,2,,,,,,,,,,,,,,,,,,,,,,,,,37.558061,126.973439,서울시 중구 남대문로5가 84-15,
937,세종대로(시청역2),A-17,2,,,,,,,,,,,,,,,,,,,,,,,,,37.567496,126.977208,서울시 중구 태평로1가 61-29,
949,소월로(회현역),A-23,2,27.0,20.0,11.0,10.0,11.0,27.0,63.0,266.0,342.0,314.0,261.0,274.0,271.0,314.0,325.0,326.0,340.0,356.0,339.0,248.0,176.0,108.0,67.0,43.0,37.557044,126.976362,서울시 중구 남창동 217-1,189.125
961,소파로(숭의여자대학교),A-24,2,34.0,23.0,17.0,12.0,11.0,18.0,40.0,119.0,255.0,223.0,216.0,245.0,289.0,330.0,333.0,348.0,339.0,334.0,334.0,236.0,174.0,126.0,79.0,51.0,37.554896,126.983521,서울시 중구 회현동1가 산1-16,174.41666666666666
973,송파대로(복정역),B-12,2,401.0,292.0,197.0,179.0,260.0,543.0,1074.0,1671.0,1687.0,1709.0,1707.0,1640.0,1588.0,1604.0,1622.0,1651.0,1762.0,1828.0,1791.0,1417.0,1169.0,1134.0,865.0,566.0,37.468797,127.126419,서울시 송파구 장지동 697-14,1181.5416666666667
985,송파대로(송파역),D-45,2,588.0,455.0,313.0,267.0,313.0,504.0,1016.0,1624.0,1908.0,1932.0,1971.0,2017.0,1983.0,2027.0,1998.0,2047.0,2070.0,2093.0,2046.0,1799.0,1646.0,1516.0,1247.0,847.0,37.500537,127.111445,서울시 송파구 송파동 2-15 ,1426.125
997,수색로(고양시계),B-35,2,,,,,,,,,,,,,,,,,,,,,,,,,37.587472,126.886414,서울시 은평구 수색동 281-12,
1009,시흥대로(구로디지털단지역),D-26,2,441.0,295.0,217.0,186.0,309.0,733.0,1083.0,1591.0,1816.0,1806.0,1930.0,1917.0,1956.0,1940.0,1987.0,1986.0,2090.0,2149.0,2061.0,1795.0,1556.0,1417.0,1039.0,669.0,37.486787,126.904415,서울시 영등포구 대림동 993-57,1373.7083333333333
1021,시흥대로(석수역),B-18,2,478.0,269.0,182.0,174.0,298.0,820.0,1458.0,1908.0,1931.0,2032.0,2141.0,2136.0,2109.0,2149.0,2160.0,2241.0,2290.0,2393.0,2346.0,2104.0,1741.0,1554.0,1113.0,691.0,37.437013,126.902811,서울시 금천구 시흥동 1001-34,1529.9166666666667
1033,시흥대로(시흥IC),D-24,2,332.0,237.0,161.0,142.0,332.0,829.0,1237.0,2033.0,2191.0,2099.0,2109.0,2075.0,2050.0,2132.0,2133.0,2123.0,2174.0,2220.0,2052.0,1837.0,1587.0,1359.0,885.0,557.0,37.477189,126.898532,서울시 금천구 독산동 142-7,1453.5833333333333
