,지점명,지점번호,월,0시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,위도,경도,주소,하루평균
374,남산1호터널,A-20,3,545.0,338.0,243.0,200.0,251.0,592.0,1500.0,1622.0,1848.0,1816.0,1774.0,1833.0,1719.0,1835.0,1748.0,1651.0,1576.0,1629.0,1548.0,1385.0,1326.0,1695.0,1463.0,920.0,37.542406,127.001356,서울시 용산구 한남동 산 10-33,1294.0416666666667
386,남산2호터널,A-21,3,107.0,77.0,61.0,52.0,79.0,119.0,240.0,518.0,609.0,553.0,550.0,564.0,552.0,572.0,595.0,601.0,605.0,623.0,594.0,444.0,345.0,320.0,268.0,163.0,37.544301,126.989767,서울시 용산구 이태원동 262-35,383.7916666666667
398,남산3호터널,A-22,3,209.0,133.0,96.0,78.0,87.0,194.0,530.0,751.0,986.0,928.0,875.0,892.0,850.0,966.0,986.0,991.0,966.0,984.0,922.0,706.0,583.0,703.0,556.0,325.0,37.544496,126.98835,서울시 용산구 용산동2가 5-432,637.375
410,내부순환로,F-03,3,1276.0,846.0,616.0,568.0,876.0,2289.0,3548.0,3606.0,3487.0,3606.0,3657.0,3663.0,3584.0,3593.0,3620.0,3667.0,3782.0,3715.0,3492.0,3468.0,3275.0,3258.0,3125.0,2098.0,37.608679,126.998878,서울시 성북구 정릉동 590-16,2863.125
422,노들로,D-41,3,432.0,283.0,211.0,185.0,252.0,462.0,934.0,1427.0,1722.0,1569.0,1517.0,1543.0,1485.0,1593.0,1659.0,1729.0,1763.0,1710.0,1567.0,1466.0,1317.0,1209.0,1151.0,707.0,37.529712,126.909281,서울시 영등포구 당산동 364 ,1162.2083333333333
434,대사관로(삼청터널),A-04,3,31.0,18.0,10.0,9.0,14.0,43.0,171.0,396.0,392.0,395.0,335.0,302.0,295.0,310.0,317.0,351.0,417.0,438.0,388.0,303.0,225.0,185.0,138.0,64.0,37.596359,126.984209,서울시 성북구 성북동 산25-148,231.125
446,대학로(한국방송통신대학교),A-07,3,193.0,127.0,102.0,88.0,112.0,217.0,404.0,648.0,723.0,651.0,687.0,698.0,677.0,692.0,698.0,683.0,657.0,553.0,456.0,441.0,437.0,448.0,390.0,282.0,37.578188,127.002053,서울시 종로구 연건동 72-3,461.0
458,도봉로(도봉산역),B-01,3,330.0,239.0,173.0,174.0,279.0,499.0,862.0,1542.0,1802.0,1460.0,1306.0,1247.0,1275.0,1301.0,1317.0,1361.0,1482.0,1717.0,1768.0,1409.0,960.0,838.0,735.0,500.0,37.691792,127.045087,서울시 도봉구 도봉동 378-1,1024.0
470,도봉로(쌍문역),D-11,3,434.0,305.0,238.0,208.0,273.0,470.0,764.0,1070.0,1237.0,1181.0,1179.0,1142.0,1099.0,1149.0,1171.0,1164.0,1221.0,1222.0,1216.0,1072.0,963.0,868.0,838.0,611.0,37.645707,127.033171,서울시 도봉구 창동 650-46,878.9583333333334
482,동부간선도로,F-05,3,1548.0,1014.0,728.0,664.0,985.0,2376.0,3176.0,3154.0,3087.0,3257.0,3287.0,3454.0,3554.0,3601.0,3561.0,3698.0,3712.0,3301.0,2998.0,3040.0,3256.0,3463.0,3336.0,2387.0,37.568685,127.076023,서울시 동대문구 장안동 19-7,2776.5416666666665
494,동부간선도로(월계1교),D-12,3,1343.0,921.0,680.0,639.0,1031.0,2354.0,2804.0,2717.0,2877.0,2978.0,2826.0,2820.0,2961.0,2996.0,2938.0,3021.0,3102.0,2983.0,2841.0,2867.0,2826.0,2855.0,2737.0,2050.0,37.631579,127.063432,서울시 노원구 월계동 247-17,2423.625
506,동소문로(길음교사거리),D-09,3,636.0,412.0,305.0,271.0,408.0,643.0,1103.0,1384.0,1513.0,1515.0,1525.0,1511.0,1458.0,1498.0,1482.0,1506.0,1472.0,1435.0,1334.0,1243.0,1251.0,1285.0,1202.0,904.0,37.599755,127.021693,서울시 성북구 돈암동 32-31,1137.3333333333333
518,동일로(군자교),D-07,3,684.0,491.0,356.0,289.0,343.0,668.0,1109.0,1213.0,1395.0,1503.0,1647.0,1672.0,1658.0,1701.0,1754.0,1815.0,1905.0,1965.0,1895.0,1693.0,1511.0,1474.0,1330.0,984.0,37.553809,127.070504,서울시 성동구 송정동 83,1293.9583333333333
530,동일로(노원역),D-13,3,275.0,169.0,123.0,100.0,132.0,231.0,497.0,924.0,1069.0,1068.0,1118.0,1126.0,1070.0,1123.0,1175.0,1192.0,1199.0,1199.0,1161.0,963.0,788.0,704.0,638.0,422.0,37.652409,127.061032,서울시 노원구 상계동 729,769.4166666666666
542,동일로(의정부IC),B-02,3,412.0,290.0,202.0,193.0,314.0,790.0,1607.0,2561.0,2958.0,2474.0,2341.0,2249.0,2248.0,2336.0,2392.0,2489.0,2719.0,2919.0,2725.0,2266.0,1718.0,1438.0,1174.0,687.0,37.688571,127.055376,서울시 노원구 상계동 1311-3,1729.25
554,동작대교,C-10,3,312.0,187.0,127.0,108.0,130.0,353.0,866.0,1488.0,1877.0,1658.0,1573.0,1571.0,1519.0,1578.0,1635.0,1740.0,1914.0,1961.0,1835.0,1276.0,1061.0,1018.0,885.0,500.0,37.509936,126.981814,서울시 용산구 이촌동 385,1132.1666666666667
566,동작대로(총신대입구역),D-31,3,755.0,464.0,331.0,281.0,392.0,940.0,1841.0,2211.0,2259.0,2358.0,2339.0,2224.0,2179.0,2192.0,2180.0,2176.0,2262.0,2126.0,1953.0,1849.0,1943.0,1944.0,1835.0,1180.0,37.494352,126.982914,서울시 서초구 방배동 1255,1675.5833333333333
578,동호대교,C-14,3,549.0,418.0,321.0,267.0,300.0,460.0,949.0,1904.0,2151.0,2161.0,2146.0,2033.0,1919.0,1984.0,1994.0,1996.0,2032.0,2093.0,1949.0,1521.0,1518.0,1405.0,1213.0,778.0,37.538207,127.019882,서울시 성동구 옥수동 86,1419.2083333333333
590,동호로(금호터널),D-03,3,482.0,374.0,295.0,248.0,293.0,437.0,865.0,1596.0,1713.0,1694.0,1733.0,1737.0,1697.0,1766.0,1785.0,1753.0,1754.0,1732.0,1622.0,1416.0,1311.0,1167.0,1025.0,679.0,37.551919,127.012977,서울시 중구 신당동 349-202,1215.5833333333333
602,동호로(장충체육관),A-10,3,312.0,239.0,175.0,150.0,186.0,284.0,623.0,1298.0,1498.0,1446.0,1481.0,1496.0,1468.0,1554.0,1573.0,1556.0,1574.0,1568.0,1433.0,1195.0,1047.0,867.0,703.0,449.0,37.558563,127.007101,서울시 중구 장충동2가 200-99,1007.2916666666666
614,뚝섬로(용비교),D-06,3,435.0,278.0,205.0,172.0,207.0,436.0,1056.0,1651.0,1888.0,1955.0,1961.0,1900.0,1768.0,1843.0,1912.0,1912.0,1896.0,1947.0,1786.0,1487.0,1230.0,1217.0,1206.0,705.0,37.542006,127.020674,서울시 성동구 옥수동 산 1-11 ,1293.875
626,마포대교,C-07,3,652.0,427.0,315.0,247.0,335.0,726.0,1587.0,2722.0,3032.0,2741.0,2620.0,2714.0,2494.0,2762.0,2742.0,2780.0,2834.0,2967.0,2800.0,2470.0,2229.0,2075.0,1727.0,1019.0,37.533628,126.936512,서울시 영등포구 여의도동 85-2,1959.0416666666667
638,망우로(망우리공원),B-04,3,182.0,120.0,88.0,83.0,126.0,273.0,561.0,910.0,1094.0,902.0,799.0,782.0,767.0,804.0,823.0,842.0,929.0,1079.0,1089.0,849.0,597.0,512.0,447.0,280.0,37.601476,127.115674,경기도 구리시 교문동 346-3,622.4166666666666
650,문성로(난곡터널),D-32,3,145.0,105.0,76.0,72.0,86.0,149.0,233.0,382.0,431.0,406.0,396.0,392.0,376.0,399.0,415.0,429.0,453.0,473.0,467.0,404.0,342.0,308.0,282.0,198.0,37.479046,126.924252,서울시 관악구 신림동 438-44,309.125
662,반포대교,C-11,3,667.0,418.0,291.0,220.0,264.0,604.0,1537.0,2422.0,2621.0,2568.0,2488.0,2564.0,2498.0,2536.0,2561.0,2562.0,2558.0,2569.0,2447.0,2062.0,2021.0,2029.0,1805.0,1084.0,37.514431,126.996663,서울시 서초구 반포동 647,1808.1666666666667
674,반포대로(서초역),D-37,3,466.0,287.0,191.0,145.0,180.0,484.0,1391.0,2181.0,2131.0,2369.0,2450.0,2430.0,2287.0,2447.0,2458.0,2365.0,2389.0,2283.0,2241.0,2007.0,1775.0,1759.0,1547.0,854.0,37.49624,127.005554,서울시 서초구 서초동 산 183-3 ,1629.875
686,반포대로(우면산터널),B-17,3,307.0,186.0,120.0,92.0,131.0,387.0,1240.0,1945.0,2070.0,2001.0,1977.0,2000.0,1862.0,1925.0,1932.0,1994.0,2076.0,2204.0,2193.0,1837.0,1398.0,1248.0,1068.0,584.0,37.483905,127.011416,서울시 서초구 서초동 1460-6,1365.7083333333333
698,밤고개로(세곡동사거리),B-13,3,119.0,80.0,58.0,51.0,84.0,215.0,593.0,1461.0,1724.0,1372.0,1227.0,1106.0,1043.0,1094.0,1078.0,1132.0,1315.0,1671.0,1656.0,1063.0,688.0,553.0,434.0,233.0,37.462416,127.107883,서울시 강남구 세곡동 130-6,835.4166666666666
710,백제고분로(종합운동장),D-44,3,378.0,260.0,190.0,136.0,138.0,272.0,482.0,902.0,1053.0,1044.0,1041.0,1065.0,1051.0,1113.0,1096.0,1084.0,1070.0,1129.0,1091.0,962.0,935.0,967.0,886.0,537.0,37.510639,127.078559,서울시 송파구 잠실동 124,786.75
722,북부간선도로(신내IC),B-07,3,834.0,575.0,467.0,527.0,745.0,1894.0,2730.0,2855.0,2804.0,2863.0,3008.0,2997.0,3089.0,3198.0,3210.0,3319.0,3472.0,3292.0,3048.0,2975.0,2893.0,2657.0,2330.0,1338.0,37.613824,127.1087,서울시 중랑구 신내동 122-3,2380.0
734,북부간선로,F-04,3,1019.0,689.0,531.0,513.0,809.0,2037.0,2704.0,2714.0,2651.0,2785.0,2790.0,2760.0,2814.0,2811.0,2792.0,2774.0,2811.0,2752.0,2619.0,2644.0,2647.0,2601.0,2451.0,1634.0,37.608556,127.052577,서울시 성북구 장위동 65-175 ,2223.0
746,분당수서로,F-07,3,1069.0,722.0,544.0,486.0,668.0,1895.0,3276.0,3464.0,3558.0,3663.0,3634.0,3628.0,3617.0,3620.0,3590.0,3615.0,3689.0,3665.0,3532.0,3324.0,3187.0,3125.0,2898.0,1796.0,37.497648,127.087195,서울시 강남구 일원동 467-1,2761.0416666666665
758,분당수서로(성남시계),B-14,3,758.0,481.0,354.0,341.0,501.0,1461.0,2662.0,2668.0,2596.0,2686.0,2699.0,2693.0,2704.0,2753.0,2701.0,2745.0,2823.0,2707.0,2570.0,2439.0,2491.0,2391.0,2206.0,1298.0,37.471129,127.123078,서울시 송파구 장지동 698-5,2072.0
770,사직로(사직터널),A-02,3,548.0,355.0,253.0,214.0,279.0,526.0,1107.0,1801.0,1876.0,1818.0,1777.0,1779.0,1727.0,1796.0,1842.0,1853.0,1922.0,1973.0,1872.0,1607.0,1400.0,1379.0,1158.0,806.0,37.572298,126.962853,서울시 종로구 행촌동 1-186,1319.5
782,사평대로(고속터미널역),D-36,3,693.0,468.0,325.0,253.0,293.0,632.0,1423.0,2094.0,2092.0,2183.0,2154.0,2228.0,2193.0,2304.0,2310.0,2346.0,2361.0,2308.0,2275.0,2113.0,1867.0,1946.0,1798.0,1025.0,37.503742,127.007779,서울시 서초구 반포동 60-2,1653.5
794,새문안로(서울역사박물관),A-14,3,388.0,263.0,188.0,156.0,191.0,374.0,702.0,1072.0,1213.0,1180.0,1180.0,1232.0,1216.0,1336.0,1307.0,1295.0,1280.0,1328.0,1305.0,1098.0,969.0,923.0,760.0,542.0,37.569776,126.971354,서울시 종로구 신문로2가 1-2,895.75
806,서강대교,C-06,3,218.0,144.0,102.0,83.0,115.0,228.0,554.0,1186.0,1405.0,1234.0,1140.0,1178.0,1099.0,1213.0,1249.0,1299.0,1418.0,1603.0,1592.0,1029.0,768.0,718.0,635.0,350.0,37.537537,126.925341,서울시 영등포구 여의도동 83-1,856.6666666666666
818,서부간선도로,F-09,3,1573.0,1005.0,725.0,669.0,1080.0,2323.0,2535.0,2316.0,2085.0,2268.0,2336.0,2396.0,2441.0,2392.0,2364.0,2345.0,2326.0,2105.0,2100.0,2334.0,2576.0,2698.0,2659.0,2263.0,37.520965,126.881826,서울시 영등포구 문래동6가 52,2079.75
830,서빙고로(한남역),D-04,3,678.0,445.0,327.0,263.0,313.0,574.0,1201.0,1957.0,2264.0,2286.0,2322.0,2393.0,2338.0,2386.0,2462.0,2567.0,2662.0,2666.0,2424.0,2043.0,1828.0,1854.0,1797.0,1057.0,37.527197,127.004697,서울시 용산구 한남동 542-10,1712.7916666666667
842,서소문로(시청역),A-16,3,325.0,217.0,157.0,129.0,174.0,323.0,607.0,904.0,982.0,1012.0,1017.0,1073.0,1029.0,1107.0,1105.0,1136.0,1178.0,1283.0,1192.0,1021.0,825.0,790.0,685.0,487.0,37.562819,126.972716,서울시 중구 서소문동 72-2,781.5833333333334
854,서오릉로(고양시계),B-34,3,269.0,181.0,140.0,134.0,183.0,358.0,748.0,1185.0,1279.0,1167.0,1142.0,1144.0,1184.0,1208.0,1216.0,1213.0,1281.0,1401.0,1360.0,1151.0,863.0,756.0,659.0,372.0,37.617883,126.90626,서울시 은평구 구산동 304-15,858.0833333333334
866,서하남로(서하남IC),B-08,3,468.0,364.0,297.0,280.0,404.0,1159.0,2241.0,2901.0,2905.0,2940.0,2964.0,2896.0,2822.0,2903.0,2939.0,2998.0,3088.0,2978.0,2774.0,2403.0,1955.0,1646.0,1350.0,751.0,37.516777,127.146728,경기도 하남시 감북동 442-15,2017.75
878,성산대교,C-04,3,1241.0,782.0,556.0,501.0,807.0,2010.0,3277.0,3749.0,3703.0,3797.0,3737.0,3766.0,3769.0,3791.0,3777.0,3839.0,4095.0,4084.0,3857.0,3319.0,3207.0,3266.0,3061.0,2061.0,37.55268,126.891564,서울시 마포구 망원동 306-53,2918.8333333333335
890,성산로(금화터널),A-01,3,439.0,280.0,198.0,168.0,225.0,447.0,979.0,1648.0,1768.0,1637.0,1585.0,1591.0,1566.0,1663.0,1684.0,1724.0,1782.0,1877.0,1807.0,1544.0,1269.0,1212.0,1012.0,697.0,37.568588,126.948436,서울시 서대문구 신촌동 1-142,1200.0833333333333
902,성산로(연희IC),D-16,3,574.0,373.0,263.0,233.0,344.0,730.0,1345.0,1626.0,1583.0,1923.0,2007.0,2042.0,2027.0,2090.0,2099.0,2153.0,2108.0,2148.0,2112.0,1804.0,1504.0,1484.0,1256.0,887.0,37.563506,126.9301,서울시 서대문구 연희동 341-41,1446.4583333333333
914,성수대교,C-15,3,1276.0,846.0,620.0,538.0,710.0,1410.0,2344.0,3085.0,3470.0,3328.0,3246.0,3201.0,3235.0,3390.0,3379.0,3492.0,3607.0,3641.0,3223.0,2681.0,2738.0,2924.0,2790.0,1918.0,37.536768,127.034972,서울시 성동구 옥수동 484,2545.5
926,세종대로(서울역),A-13,3,,,,,,,,,,,,,,,,,,,,,,,,,37.558061,126.973439,서울시 중구 남대문로5가 84-15,
938,세종대로(시청역2),A-17,3,,,,,,,,,,,,,,,,,,,,,,,,,37.567496,126.977208,서울시 중구 태평로1가 61-29,
950,소월로(회현역),A-23,3,28.0,21.0,13.0,10.0,12.0,30.0,76.0,316.0,392.0,344.0,287.0,299.0,275.0,318.0,332.0,330.0,340.0,370.0,354.0,252.0,167.0,106.0,72.0,44.0,37.557044,126.976362,서울시 중구 남창동 217-1,199.5
962,소파로(숭의여자대학교),A-24,3,36.0,25.0,21.0,14.0,15.0,22.0,48.0,165.0,361.0,253.0,238.0,266.0,295.0,346.0,339.0,351.0,319.0,314.0,317.0,228.0,170.0,132.0,89.0,59.0,37.554896,126.983521,서울시 중구 회현동1가 산1-16,184.29166666666666
974,송파대로(복정역),B-12,3,425.0,305.0,207.0,194.0,276.0,584.0,1124.0,1710.0,1669.0,1724.0,1681.0,1558.0,1520.0,1575.0,1566.0,1590.0,1715.0,1856.0,1754.0,1372.0,1150.0,1119.0,954.0,617.0,37.468797,127.126419,서울시 송파구 장지동 697-14,1176.875
986,송파대로(송파역),D-45,3,651.0,492.0,344.0,294.0,349.0,585.0,1177.0,1888.0,2074.0,2070.0,2038.0,2017.0,1944.0,1978.0,1989.0,2044.0,2097.0,2155.0,2126.0,1857.0,1644.0,1519.0,1391.0,951.0,37.500537,127.111445,서울시 송파구 송파동 2-15 ,1486.4166666666667
998,수색로(고양시계),B-35,3,,,,,,,,,,,,,,,,,,,,,,,,,37.587472,126.886414,서울시 은평구 수색동 281-12,
1010,시흥대로(구로디지털단지역),D-26,3,489.0,325.0,239.0,209.0,364.0,873.0,1241.0,1809.0,1966.0,1902.0,1975.0,1903.0,1888.0,1895.0,1961.0,1974.0,2103.0,2238.0,2152.0,1864.0,1547.0,1375.0,1137.0,740.0,37.486787,126.904415,서울시 영등포구 대림동 993-57,1423.7083333333333
1022,시흥대로(석수역),B-18,3,527.0,293.0,199.0,185.0,342.0,975.0,1665.0,2130.0,2075.0,2143.0,2178.0,2093.0,2040.0,2105.0,2133.0,2231.0,2323.0,2469.0,2477.0,2152.0,1721.0,1491.0,1236.0,779.0,37.437013,126.902811,서울시 금천구 시흥동 1001-34,1581.75
1034,시흥대로(시흥IC),D-24,3,399.0,263.0,188.0,165.0,401.0,1012.0,1421.0,2286.0,2413.0,2299.0,2286.0,2124.0,2010.0,2104.0,2139.0,2161.0,2202.0,2305.0,2167.0,1949.0,1603.0,1396.0,1012.0,673.0,37.477189,126.898532,서울시 금천구 독산동 142-7,1540.75
