,지점명,지점번호,월,0시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,위도,경도,주소,하루평균
197,경춘북로(중랑경찰서),B-05,6,279.0,182.0,132.0,123.0,231.0,589.0,1029.0,1411.0,1514.0,1394.0,1263.0,1216.0,1243.0,1281.0,1264.0,1316.0,1462.0,1604.0,1609.0,1310.0,1028.0,900.0,795.0,457.0,37.619942,127.105325,서울시 중랑구 신내동 271-1,984.6666666666666
209,공항대로(발산역),D-21,6,396.0,268.0,199.0,174.0,290.0,534.0,813.0,1252.0,1481.0,1432.0,1422.0,1428.0,1410.0,1444.0,1474.0,1473.0,1486.0,1492.0,1501.0,1267.0,1056.0,969.0,870.0,573.0,37.559251,126.831069,서울시 강서구 마곡동 727-1154,1029.3333333333333
221,과천대로(남태령역),B-15,6,496.0,281.0,182.0,162.0,267.0,807.0,1687.0,1898.0,1910.0,1807.0,1735.0,1684.0,1684.0,1751.0,1689.0,1714.0,1805.0,1842.0,1821.0,1559.0,1442.0,1395.0,1248.0,835.0,37.463288,126.988151,서울시 서초구 방배동 산190-1 ,1320.875
233,광명대교(광명시계),B-22,6,171.0,108.0,78.0,70.0,139.0,360.0,503.0,763.0,694.0,763.0,758.0,671.0,669.0,688.0,688.0,709.0,725.0,755.0,749.0,669.0,523.0,476.0,411.0,261.0,37.485044,126.873297,서울시 금천구 가산동 535-121,516.7083333333334
245,광진교,C-21,6,97.0,66.0,50.0,42.0,51.0,128.0,227.0,392.0,545.0,458.0,466.0,447.0,425.0,418.0,441.0,462.0,516.0,626.0,658.0,478.0,325.0,269.0,222.0,135.0,37.54412,127.115274,서울시 강동구 천호동 484-9,331.0
257,국회대로(여의2교),D-27,6,521.0,331.0,225.0,161.0,180.0,316.0,540.0,828.0,1228.0,1208.0,1290.0,1473.0,1496.0,1658.0,1749.0,1811.0,1939.0,1917.0,1906.0,1759.0,1617.0,1498.0,1316.0,856.0,37.526003,126.910953,서울시 영등포구 영등포동7가 94-411,1159.2916666666667
269,금오로(광명시계),B-19,6,46.0,24.0,16.0,20.0,43.0,142.0,242.0,312.0,333.0,329.0,287.0,273.0,270.0,292.0,298.0,316.0,341.0,381.0,354.0,293.0,204.0,148.0,109.0,72.0,37.482431,126.841891,서울시 구로구 천왕동 24-2,214.375
281,금천교(광명시계),B-24,6,365.0,233.0,170.0,157.0,250.0,689.0,1124.0,1539.0,1577.0,1579.0,1583.0,1559.0,1492.0,1585.0,1610.0,1630.0,1662.0,1688.0,1583.0,1399.0,1119.0,985.0,836.0,546.0,37.465046,126.884245,서울시 금천구 독산동 668-54,1123.3333333333333
293,금하로(광명시계),B-25,6,188.0,108.0,75.0,70.0,138.0,339.0,647.0,937.0,943.0,959.0,938.0,892.0,884.0,907.0,926.0,964.0,1014.0,1065.0,1047.0,885.0,678.0,588.0,452.0,279.0,37.4514,126.891627,경기도 광명시 소하동 31-25,663.4583333333334
305,김포대로(개화교),B-31,6,283.0,169.0,123.0,123.0,253.0,652.0,1256.0,1568.0,1558.0,1507.0,1353.0,1259.0,1258.0,1280.0,1297.0,1340.0,1476.0,1767.0,1701.0,1314.0,1006.0,908.0,825.0,502.0,37.585313,126.795571,경기도 김포시 고촌읍 전호리 436-3,1032.4166666666667
317,남부순환로(낙성대역),D-33,6,1202.0,806.0,577.0,457.0,546.0,1038.0,1606.0,2253.0,2368.0,2357.0,2313.0,2271.0,2224.0,2299.0,2332.0,2377.0,2491.0,2506.0,2397.0,2253.0,2048.0,2044.0,1995.0,1552.0,37.477711,126.962242,서울시 관악구 봉천동 1685-32,1846.3333333333333
329,남부순환로(수서IC),D-39,6,917.0,729.0,541.0,551.0,722.0,1225.0,2063.0,3002.0,2956.0,3111.0,3005.0,2797.0,2633.0,2844.0,2735.0,2777.0,2763.0,2732.0,2586.0,2253.0,2090.0,2254.0,1958.0,1345.0,37.495912,127.090903,서울시 강남구 일원동 3-16,2107.875
341,남부순환로(신월IC),D-19,6,875.0,591.0,464.0,426.0,724.0,1825.0,2603.0,2714.0,2800.0,2952.0,2924.0,2833.0,2814.0,2858.0,2839.0,2807.0,2804.0,2852.0,2906.0,2726.0,2518.0,2404.0,2197.0,1406.0,37.524081,126.835862,서울시 양천구 신월동 838 ,2202.5833333333335
353,남부순환로(예술의전당),D-34,6,715.0,474.0,326.0,260.0,380.0,888.0,1553.0,2204.0,2285.0,2329.0,2241.0,2104.0,2017.0,2173.0,2191.0,2246.0,2354.0,2453.0,2366.0,2025.0,1690.0,1756.0,1652.0,1076.0,37.476405,127.00445,서울시 서초구 방배동 1009-3,1656.5833333333333
365,남부순환로(화곡로입구 교차로),D-18,6,517.0,363.0,286.0,275.0,510.0,1120.0,1769.0,1996.0,2210.0,2090.0,2027.0,1926.0,1898.0,1947.0,1955.0,1979.0,1987.0,1984.0,1907.0,1763.0,1577.0,1475.0,1346.0,817.0,37.540163,126.825453,서울시 양천구 신월동 29-7,1488.5
377,남산1호터널,A-20,6,594.0,366.0,259.0,222.0,289.0,693.0,1650.0,1697.0,1910.0,1905.0,1822.0,1857.0,1744.0,1850.0,1754.0,1672.0,1598.0,1606.0,1559.0,1414.0,1341.0,1750.0,1503.0,1000.0,37.542406,127.001356,서울시 용산구 한남동 산 10-33,1335.625
389,남산2호터널,A-21,6,111.0,79.0,64.0,50.0,78.0,133.0,247.0,510.0,609.0,569.0,568.0,581.0,571.0,596.0,610.0,616.0,609.0,637.0,598.0,450.0,355.0,330.0,294.0,172.0,37.544301,126.989767,서울시 용산구 이태원동 262-35,393.2083333333333
401,남산3호터널,A-22,6,224.0,148.0,105.0,82.0,90.0,219.0,594.0,778.0,1003.0,969.0,929.0,941.0,888.0,1008.0,1017.0,1002.0,972.0,1008.0,956.0,725.0,597.0,743.0,618.0,350.0,37.544496,126.98835,서울시 용산구 용산동2가 5-432,665.25
413,내부순환로,F-03,6,1401.0,941.0,671.0,614.0,1023.0,2548.0,3632.0,3640.0,3578.0,3658.0,3648.0,3580.0,3540.0,3537.0,3582.0,3552.0,3614.0,3590.0,3524.0,3367.0,3179.0,3302.0,3295.0,2324.0,37.608679,126.998878,서울시 성북구 정릉동 590-16,2889.1666666666665
425,노들로,D-41,6,487.0,308.0,231.0,195.0,270.0,508.0,975.0,1449.0,1687.0,1518.0,1435.0,1436.0,1334.0,1473.0,1481.0,1522.0,1754.0,1751.0,1539.0,1376.0,1301.0,1246.0,1210.0,765.0,37.529712,126.909281,서울시 영등포구 당산동 364 ,1135.4583333333333
437,대사관로(삼청터널),A-04,6,38.0,21.0,12.0,11.0,15.0,56.0,201.0,393.0,385.0,391.0,334.0,312.0,300.0,314.0,317.0,356.0,426.0,441.0,386.0,317.0,252.0,212.0,162.0,77.0,37.596359,126.984209,서울시 성북구 성북동 산25-148,238.70833333333334
449,대학로(한국방송통신대학교),A-07,6,311.0,215.0,157.0,133.0,152.0,262.0,491.0,742.0,832.0,813.0,845.0,879.0,899.0,927.0,946.0,918.0,882.0,842.0,792.0,713.0,659.0,663.0,607.0,446.0,37.578188,127.002053,서울시 종로구 연건동 72-3,630.25
461,도봉로(도봉산역),B-01,6,353.0,264.0,200.0,197.0,293.0,575.0,942.0,1529.0,1728.0,1440.0,1309.0,1258.0,1276.0,1278.0,1294.0,1333.0,1442.0,1667.0,1698.0,1398.0,987.0,877.0,753.0,531.0,37.691792,127.045087,서울시 도봉구 도봉동 378-1,1025.9166666666667
473,도봉로(쌍문역),D-11,6,454.0,322.0,251.0,222.0,284.0,531.0,822.0,1066.0,1240.0,1168.0,1167.0,1117.0,1079.0,1128.0,1128.0,1150.0,1207.0,1196.0,1224.0,1066.0,967.0,881.0,841.0,626.0,37.645707,127.033171,서울시 도봉구 창동 650-46,880.7083333333334
485,동부간선도로,F-05,6,1718.0,1145.0,826.0,760.0,1126.0,2742.0,3419.0,3134.0,3161.0,3241.0,3235.0,3379.0,3511.0,3542.0,3522.0,3591.0,3572.0,3229.0,2954.0,3004.0,3237.0,3506.0,3470.0,2559.0,37.568685,127.076023,서울시 동대문구 장안동 19-7,2815.9583333333335
497,동부간선도로(월계1교),D-12,6,1495.0,1033.0,774.0,737.0,1192.0,2687.0,2885.0,2781.0,2853.0,2918.0,2865.0,2799.0,2935.0,2999.0,2971.0,2993.0,3027.0,2979.0,2833.0,2812.0,2887.0,3005.0,2908.0,2251.0,37.631579,127.063432,서울시 노원구 월계동 247-17,2484.125
509,동소문로(길음교사거리),D-09,6,707.0,470.0,338.0,296.0,411.0,679.0,1054.0,1298.0,1426.0,1446.0,1499.0,1503.0,1479.0,1513.0,1503.0,1532.0,1462.0,1416.0,1348.0,1288.0,1285.0,1325.0,1285.0,950.0,37.599755,127.021693,서울시 성북구 돈암동 32-31,1146.375
521,동일로(군자교),D-07,6,739.0,532.0,390.0,314.0,366.0,756.0,1166.0,1232.0,1391.0,1472.0,1664.0,1698.0,1687.0,1727.0,1784.0,1840.0,1911.0,1975.0,1947.0,1744.0,1523.0,1524.0,1382.0,1031.0,37.553809,127.070504,서울시 성동구 송정동 83,1324.7916666666667
533,동일로(노원역),D-13,6,294.0,175.0,127.0,105.0,137.0,258.0,550.0,934.0,1053.0,1060.0,1111.0,1106.0,1067.0,1112.0,1159.0,1175.0,1194.0,1178.0,1162.0,980.0,793.0,728.0,659.0,442.0,37.652409,127.061032,서울시 노원구 상계동 729,773.2916666666666
545,동일로(의정부IC),B-02,6,464.0,324.0,233.0,220.0,377.0,999.0,1770.0,2679.0,2911.0,2521.0,2401.0,2305.0,2260.0,2356.0,2427.0,2526.0,2758.0,2932.0,2823.0,2378.0,1826.0,1580.0,1333.0,771.0,37.688571,127.055376,서울시 노원구 상계동 1311-3,1798.9166666666667
557,동작대교,C-10,6,324.0,189.0,124.0,98.0,135.0,489.0,1023.0,1506.0,1833.0,1691.0,1649.0,1645.0,1576.0,1632.0,1717.0,1792.0,1893.0,1987.0,1889.0,1454.0,1065.0,1052.0,959.0,546.0,37.509936,126.981814,서울시 용산구 이촌동 385,1177.8333333333333
569,동작대로(총신대입구역),D-31,6,865.0,538.0,383.0,312.0,444.0,1114.0,2005.0,2292.0,2304.0,2361.0,2313.0,2204.0,2198.0,2211.0,2226.0,2215.0,2263.0,2191.0,2113.0,1965.0,1981.0,2033.0,1969.0,1332.0,37.494352,126.982914,서울시 서초구 방배동 1255,1743.0
581,동호대교,C-14,6,556.0,433.0,324.0,271.0,326.0,538.0,1055.0,1918.0,2104.0,2092.0,2115.0,2004.0,1891.0,1937.0,1921.0,1895.0,1920.0,2007.0,2003.0,1729.0,1458.0,1409.0,1248.0,790.0,37.538207,127.019882,서울시 성동구 옥수동 86,1414.3333333333333
593,동호로(금호터널),D-03,6,512.0,401.0,310.0,264.0,313.0,480.0,948.0,1625.0,1684.0,1689.0,1715.0,1745.0,1696.0,1749.0,1753.0,1694.0,1697.0,1689.0,1624.0,1433.0,1298.0,1195.0,1096.0,713.0,37.551919,127.012977,서울시 중구 신당동 349-202,1221.7916666666667
605,동호로(장충체육관),A-10,6,330.0,250.0,185.0,159.0,192.0,318.0,689.0,1311.0,1475.0,1456.0,1508.0,1521.0,1472.0,1561.0,1577.0,1549.0,1540.0,1555.0,1463.0,1240.0,1065.0,908.0,782.0,475.0,37.558563,127.007101,서울시 중구 장충동2가 200-99,1024.2083333333333
617,뚝섬로(용비교),D-06,6,496.0,320.0,227.0,192.0,236.0,522.0,1150.0,1692.0,1901.0,1995.0,1990.0,1928.0,1832.0,1898.0,1900.0,1921.0,1864.0,1926.0,1853.0,1593.0,1353.0,1366.0,1328.0,789.0,37.542006,127.020674,서울시 성동구 옥수동 산 1-11 ,1344.6666666666667
629,마포대교,C-07,6,728.0,505.0,360.0,277.0,358.0,815.0,1921.0,3044.0,3286.0,3079.0,2941.0,3029.0,2812.0,3016.0,3058.0,3100.0,3262.0,3401.0,3100.0,2479.0,2367.0,2273.0,1966.0,1132.0,37.533628,126.936512,서울시 영등포구 여의도동 85-2,2179.5416666666665
641,망우로(망우리공원),B-04,6,205.0,132.0,99.0,96.0,141.0,344.0,627.0,984.0,1095.0,950.0,860.0,845.0,815.0,848.0,874.0,890.0,991.0,1126.0,1159.0,904.0,663.0,566.0,493.0,309.0,37.601476,127.115674,경기도 구리시 교문동 346-3,667.3333333333334
653,문성로(난곡터널),D-32,6,144.0,108.0,80.0,69.0,89.0,159.0,251.0,385.0,431.0,406.0,397.0,391.0,388.0,395.0,409.0,426.0,459.0,472.0,470.0,409.0,343.0,311.0,285.0,199.0,37.479046,126.924252,서울시 관악구 신림동 438-44,311.5
665,반포대교,C-11,6,658.0,397.0,266.0,202.0,252.0,821.0,1735.0,2408.0,2609.0,2563.0,2514.0,2548.0,2500.0,2517.0,2517.0,2503.0,2468.0,2470.0,2460.0,2255.0,1917.0,1982.0,1797.0,1067.0,37.514431,126.996663,서울시 서초구 반포동 647,1809.4166666666667
677,반포대로(서초역),D-37,6,526.0,321.0,208.0,153.0,200.0,567.0,1516.0,2207.0,2124.0,2411.0,2480.0,2443.0,2317.0,2431.0,2423.0,2337.0,2336.0,2245.0,2314.0,2080.0,1816.0,1812.0,1594.0,901.0,37.49624,127.005554,서울시 서초구 서초동 산 183-3 ,1656.75
689,반포대로(우면산터널),B-17,6,324.0,196.0,134.0,106.0,148.0,433.0,1201.0,1808.0,1948.0,1933.0,1932.0,1941.0,1852.0,1896.0,1886.0,1928.0,2005.0,2156.0,2196.0,1812.0,1425.0,1324.0,1138.0,591.0,37.483905,127.011416,서울시 서초구 서초동 1460-6,1346.375
701,밤고개로(세곡동사거리),B-13,6,140.0,89.0,64.0,58.0,97.0,270.0,655.0,1466.0,1693.0,1383.0,1236.0,1151.0,1086.0,1098.0,1099.0,1172.0,1360.0,1696.0,1705.0,1140.0,740.0,609.0,487.0,264.0,37.462416,127.107883,서울시 강남구 세곡동 130-6,864.9166666666666
713,백제고분로(종합운동장),D-44,6,333.0,230.0,173.0,130.0,148.0,294.0,520.0,933.0,1042.0,1061.0,1030.0,1012.0,999.0,1040.0,1054.0,1088.0,1097.0,1141.0,1100.0,942.0,872.0,916.0,782.0,475.0,37.510639,127.078559,서울시 송파구 잠실동 124,767.1666666666666
725,북부간선도로(신내IC),B-07,6,948.0,634.0,499.0,572.0,916.0,2184.0,2875.0,2990.0,3013.0,3046.0,3141.0,3110.0,3219.0,3266.0,3302.0,3360.0,3434.0,3352.0,3257.0,3102.0,2966.0,2857.0,2611.0,1559.0,37.613824,127.1087,서울시 중랑구 신내동 122-3,2508.875
737,북부간선로,F-04,6,1113.0,752.0,557.0,562.0,948.0,2317.0,2721.0,2722.0,2699.0,2726.0,2699.0,2696.0,2709.0,2700.0,2694.0,2702.0,2739.0,2721.0,2655.0,2590.0,2587.0,2596.0,2541.0,1775.0,37.608556,127.052577,서울시 성북구 장위동 65-175 ,2230.0416666666665
749,분당수서로,F-07,6,1172.0,780.0,591.0,542.0,780.0,2237.0,3492.0,3538.0,3582.0,3597.0,3585.0,3554.0,3571.0,3539.0,3511.0,3552.0,3580.0,3667.0,3588.0,3335.0,3212.0,3222.0,3089.0,1963.0,37.497648,127.087195,서울시 강남구 일원동 467-1,2803.2916666666665
761,분당수서로(성남시계),B-14,6,831.0,540.0,401.0,377.0,585.0,1754.0,2853.0,2722.0,2584.0,2575.0,2634.0,2632.0,2640.0,2645.0,2673.0,2691.0,2772.0,2690.0,2647.0,2484.0,2462.0,2505.0,2329.0,1431.0,37.471129,127.123078,서울시 송파구 장지동 698-5,2102.375
773,사직로(사직터널),A-02,6,577.0,370.0,272.0,225.0,292.0,590.0,1214.0,1870.0,2048.0,1912.0,1852.0,1887.0,1813.0,1843.0,1864.0,1889.0,1939.0,1990.0,1934.0,1623.0,1405.0,1400.0,1218.0,830.0,37.572298,126.962853,서울시 종로구 행촌동 1-186,1369.0416666666667
785,사평대로(고속터미널역),D-36,6,756.0,503.0,352.0,267.0,336.0,786.0,1565.0,2134.0,2114.0,2201.0,2202.0,2219.0,2211.0,2308.0,2297.0,2333.0,2297.0,2260.0,2312.0,2226.0,1947.0,2036.0,1949.0,1140.0,37.503742,127.007779,서울시 서초구 반포동 60-2,1697.9583333333333
797,새문안로(서울역사박물관),A-14,6,465.0,330.0,250.0,198.0,213.0,396.0,763.0,1180.0,1293.0,1251.0,1300.0,1330.0,1369.0,1570.0,1577.0,1585.0,1581.0,1619.0,1626.0,1415.0,1273.0,1227.0,1012.0,649.0,37.569776,126.971354,서울시 종로구 신문로2가 1-2,1061.3333333333333
809,서강대교,C-06,6,227.0,146.0,106.0,83.0,123.0,268.0,598.0,1190.0,1341.0,1233.0,1157.0,1195.0,1114.0,1237.0,1249.0,1296.0,1383.0,1544.0,1610.0,1108.0,803.0,775.0,695.0,368.0,37.537537,126.925341,서울시 영등포구 여의도동 83-1,868.7083333333334
821,서부간선도로,F-09,6,1725.0,1113.0,805.0,737.0,1265.0,2364.0,2591.0,2151.0,2004.0,2154.0,2242.0,2272.0,2342.0,2270.0,2228.0,2238.0,2124.0,1926.0,1919.0,2181.0,2523.0,2640.0,2608.0,2404.0,37.520965,126.881826,서울시 영등포구 문래동6가 52,2034.4166666666667
833,서빙고로(한남역),D-04,6,759.0,516.0,369.0,302.0,354.0,652.0,1281.0,1984.0,2283.0,2346.0,2387.0,2425.0,2409.0,2445.0,2520.0,2606.0,2628.0,2705.0,2557.0,2118.0,1964.0,2010.0,1944.0,1179.0,37.527197,127.004697,서울시 용산구 한남동 542-10,1780.9583333333333
845,서소문로(시청역),A-16,6,381.0,265.0,193.0,155.0,201.0,385.0,772.0,1001.0,1074.0,1088.0,1092.0,1146.0,1109.0,1164.0,1149.0,1210.0,1225.0,1310.0,1209.0,1091.0,908.0,891.0,787.0,572.0,37.562819,126.972716,서울시 중구 서소문동 72-2,849.0833333333334
857,서오릉로(고양시계),B-34,6,293.0,194.0,151.0,148.0,204.0,441.0,843.0,1204.0,1306.0,1187.0,1158.0,1155.0,1179.0,1197.0,1200.0,1218.0,1286.0,1400.0,1396.0,1223.0,935.0,819.0,705.0,416.0,37.617883,126.90626,서울시 은평구 구산동 304-15,885.75
869,서하남로(서하남IC),B-08,6,520.0,382.0,320.0,310.0,458.0,1309.0,2345.0,2969.0,2928.0,2922.0,2929.0,2856.0,2821.0,2899.0,2935.0,2969.0,3087.0,3102.0,2987.0,2606.0,2132.0,1862.0,1514.0,862.0,37.516777,127.146728,경기도 하남시 감북동 442-15,2084.3333333333335
881,성산대교,C-04,6,1582.0,1004.0,708.0,639.0,1098.0,2781.0,3728.0,3855.0,3903.0,3933.0,3925.0,3887.0,3888.0,3926.0,3941.0,3917.0,4032.0,4063.0,3960.0,3798.0,3461.0,3543.0,3508.0,2470.0,37.55268,126.891564,서울시 마포구 망원동 306-53,3147.9166666666665
893,성산로(금화터널),A-01,6,479.0,305.0,223.0,181.0,234.0,513.0,1083.0,1705.0,1800.0,1705.0,1687.0,1695.0,1651.0,1684.0,1700.0,1757.0,1807.0,1925.0,1868.0,1569.0,1284.0,1247.0,1111.0,752.0,37.568588,126.948436,서울시 서대문구 신촌동 1-142,1248.5416666666667
905,성산로(연희IC),D-16,6,635.0,401.0,287.0,248.0,344.0,772.0,1355.0,1579.0,1591.0,1891.0,2013.0,2073.0,2069.0,2087.0,2100.0,2170.0,2164.0,2251.0,2190.0,1931.0,1592.0,1570.0,1406.0,981.0,37.563506,126.9301,서울시 서대문구 연희동 341-41,1487.5
917,성수대교,C-15,6,1357.0,905.0,675.0,598.0,811.0,1755.0,2557.0,2927.0,3325.0,3183.0,3174.0,3156.0,3201.0,3326.0,3250.0,3312.0,3465.0,3494.0,3316.0,2941.0,2704.0,2924.0,2779.0,1951.0,37.536768,127.034972,서울시 성동구 옥수동 484,2545.25
929,세종대로(서울역),A-13,6,341.0,219.0,149.0,118.0,179.0,424.0,815.0,1266.0,1438.0,1466.0,1496.0,1570.0,1532.0,1593.0,1602.0,1580.0,1568.0,1596.0,1519.0,1239.0,1075.0,931.0,811.0,616.0,37.558061,126.973439,서울시 중구 남대문로5가 84-15,1047.625
941,세종대로(시청역2),A-17,6,381.0,216.0,150.0,116.0,149.0,352.0,904.0,1439.0,1700.0,1751.0,1662.0,1722.0,1580.0,1708.0,1739.0,1702.0,1737.0,1677.0,1618.0,1361.0,1189.0,1150.0,908.0,590.0,37.567496,126.977208,서울시 중구 태평로1가 61-29,1145.875
953,소월로(회현역),A-23,6,32.0,24.0,16.0,14.0,14.0,39.0,90.0,330.0,409.0,362.0,304.0,323.0,301.0,340.0,347.0,354.0,368.0,401.0,399.0,282.0,191.0,126.0,88.0,55.0,37.557044,126.976362,서울시 중구 남창동 217-1,217.04166666666666
965,소파로(숭의여자대학교),A-24,6,45.0,31.0,26.0,18.0,17.0,27.0,59.0,184.0,365.0,268.0,254.0,285.0,309.0,355.0,353.0,358.0,343.0,344.0,363.0,265.0,206.0,163.0,110.0,69.0,37.554896,126.983521,서울시 중구 회현동1가 산1-16,200.70833333333334
977,송파대로(복정역),B-12,6,452.0,322.0,234.0,204.0,310.0,673.0,1185.0,1672.0,1692.0,1696.0,1646.0,1539.0,1512.0,1547.0,1528.0,1584.0,1723.0,1832.0,1792.0,1384.0,1159.0,1147.0,1006.0,664.0,37.468797,127.126419,서울시 송파구 장지동 697-14,1187.625
989,송파대로(송파역),D-45,6,678.0,509.0,369.0,312.0,373.0,656.0,1267.0,1892.0,2090.0,2072.0,2046.0,2035.0,1953.0,1991.0,1999.0,2062.0,2131.0,2160.0,2153.0,1877.0,1647.0,1563.0,1455.0,999.0,37.500537,127.111445,서울시 송파구 송파동 2-15 ,1512.0416666666667
1001,수색로(고양시계),B-35,6,454.0,226.0,152.0,146.0,261.0,640.0,1124.0,1243.0,1292.0,1395.0,1417.0,1373.0,1402.0,1434.0,1428.0,1450.0,1516.0,1565.0,1530.0,1344.0,1069.0,996.0,901.0,623.0,37.587472,126.886414,서울시 은평구 수색동 281-12,1040.875
1013,시흥대로(구로디지털단지역),D-26,6,518.0,348.0,258.0,221.0,406.0,982.0,1310.0,1868.0,2019.0,1900.0,1968.0,1860.0,1861.0,1858.0,1906.0,1916.0,2046.0,2189.0,2165.0,1861.0,1546.0,1416.0,1177.0,771.0,37.486787,126.904415,서울시 영등포구 대림동 993-57,1432.0833333333333
