BRCT_NM,SGNG_NM,SGNG_CD,STNDD_YR,CHRR_QNTT,GKGO_QNTT,ZKVA_QNTT,AMSC_QNTT,MAPLF_TRE_QNTT,MTSQ_QNTT,STJP_QNTT,TLTR_QNTT,PINE_QNTT,KRPN_QNTT,AMSY_QNTT,HNKCP_TRE_QNTT,ACTSM_QNTT,MGLOK_QNTT,OAK_QNTT,ETC_QNTT,CHRR_GRGS_ABQNT,GKGO_GRGS_ABQNT,ZKVA_GRGS_ABQNT,AMSC_GRGS_ABQNT,MAPLF_TRE_GRGS_ABQNT,MTSQ_GRGS_ABQNT,STJP_GRGS_ABQNT,TLTR_GRGS_ABQNT,PINE_GRGS_ABQNT,KRPN_GRGS_ABQNT,CONIFER_GRGS_ABQNT,HNKCP_TRE_GRGS_ABQNT,ACTSM_GRGS_ABQNT,MGLOK_GRGS_ABQNT,OAK_GRGS_ABQNT,ETC_GRGS_ABQNT,SUM_GRGS_ABQNT
경상남도,의령군,48720,2016,0,0,27,0,0,0,0,0,0,0,0,0,0,60,0,33,0,0,0.9099,0,0,0,0,0,0,0,0,0,0,0.4692,0,1.4058,2.7849
경상남도,함안군,48730,2016,488,3468,918,0,1119,696,10,0,0,0,0,0,0,3336,1,2203,13.1272,122.7672,30.9366,0,22.9395,48.4416,0.325,0,0,0,0,0,0,26.08752,0.013948333,93.8478,358.4863683
경상남도,창녕군,48740,2016,11707,8627,779,0,1867,1208,15,0,225,2945,0,0,0,7028,72,26050,318.9532,305.3958,26.2523,0,71.0699,84.0768,0.4875,0,1.012875,30.88323333,0,0,0,54.95896,1.00428,1109.73,2003.824848
경상남도,고성군,48820,2016,3846,1450,128,0,73,2625,0,42,0,0,0,0,0,264,0,5606,103.4574,51.33,4.3136,0,1.4965,182.7,0,4.2798,0,0,0,0,0,2.06448,0,238.8156,588.45738
경상남도,남해군,48840,2016,6288,1019,0,0,1718,0,0,0,0,0,0,0,0,79,0,6399,169.1472,36.0726,0,0,51.9266,0,0,0,0,0,0,0,0,0.61778,0,272.5974,530.36158
경상남도,하동군,48850,2016,27495,4937,111,0,3141,124,0,0,0,1549,0,0,150,2311,0,25193,749.5222,174.7698,3.7407,0,64.3905,8.6304,0,0,0,16.24384667,0,0,2.09225,18.07202,0,1073.2218,2110.683517
경상남도,산청군,48860,2016,8676,541,323,0,3629,150,0,0,14,1042,0,100,0,1391,0,18204,238.0944,19.1514,10.8851,0,152.9821,10.44,0,0,0.063023333,10.92710667,0,0.4615,0,10.87762,0,775.4904,1229.37265
경상남도,함양군,48870,2016,10637,1988,351,109,3612,428,371,0,1010,869,0,0,0,3794,33,9471,286.1353,70.3752,11.8287,6.0604,74.046,29.7888,12.0575,0,4.546683333,9.112913333,0,0,0,29.66908,0.460295,403.4646,937.5454717
경상남도,거창군,48880,2016,17645,7086,1065,0,9188,0,0,0,12,1911,0,0,0,1251,0,29388,734.3128,250.8444,35.8905,0,201.1057,0,0,0,0.05402,20.04002,0,0,0,9.78282,0,1251.9288,2503.95906
경상남도,합천군,48890,2016,13630,5733,225,500,1965,897,0,0,0,0,0,0,0,1167,0,12056,575.771,202.9482,7.5825,27.8,40.2825,62.4312,0,0,0,0,0,0,0,9.12594,0,513.5856,1439.52694
경상남도,창원시,48120,2017,44878,23940,3644,186,203,6770,122,0,0,367,84,21,0,3453,708,28528,1208.694,847.476,122.8028,10.3416,4.5151,471.192,3.965,0,0,3.848606667,0.5936,0.096915,0,27.00246,9.87542,1215.2928,3925.696302
경상남도,진주시,48170,2017,16757,12927,1934,324,0,1091,0,35,0,0,34,0,0,6572,0,27688,450.7633,457.6158,65.1758,18.0144,0,75.9336,0,3.5665,0,0,0.240266667,0,0,51.39304,0,1179.5088,2302.211507
경상남도,통영시,48220,2017,24,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0.6456,0,0,0,0,0,0,0,0,0,0,0,0,0.17986,0,0,0.82546
경상남도,사천시,48240,2017,50,0,3,0,0,0,0,0,0,0,0,0,0,45,0,0,1.345,0,0.1011,0,0,0,0,0,0,0,0,0,0,0.3519,0,0,1.798
경상남도,김해시,48250,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,밀양시,48270,2017,47,380,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1.2643,13.452,0.0337,0,0,0,0,0,0,0,0,0,0,0.05474,0,0,14.80474
경상남도,거제시,48310,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,양산시,48330,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,의령군,48720,2017,332,0,20,0,0,0,0,0,0,0,0,0,0,179,0,0,8.9308,0,0.674,0,0,0,0,0,0,0,0,0,0,1.39978,0,0,11.00458
경상남도,함안군,48730,2017,488,3468,918,0,1119,1015,10,0,0,0,0,0,0,3336,1,2203,13.1272,122.7672,30.9366,0,22.9395,70.644,0.325,0,0,0,0,0,0,26.08752,0.013948333,93.8478,380.6887683
경상남도,창녕군,48740,2017,11229,8434,779,0,1867,1313,15,0,225,2945,0,0,0,7208,72,34029,306.095,298.5636,26.2523,0,71.0699,91.3848,0.4875,0,1.012875,30.88323333,0,0,0,56.36656,1.00428,1449.6354,2332.755448
경상남도,고성군,48820,2017,3914,1450,128,0,43,2700,0,462,0,0,0,0,0,341,0,5606,105.2866,51.33,4.3136,0,0.8815,187.92,0,47.0778,0,0,0,0,0,2.66662,0,238.8156,638.29172
경상남도,남해군,48840,2017,6288,1019,0,0,1718,0,0,0,0,0,0,0,0,79,0,6399,169.1472,36.0726,0,0,51.9266,0,0,0,0,0,0,0,0,0.61778,0,272.5974,530.36158
경상남도,하동군,48850,2017,28041,4937,111,0,3164,166,0,0,0,1549,0,0,150,2311,0,25959,764.6806,174.7698,3.7407,0,64.862,11.5536,0,0,0,16.24384667,0,0,2.09225,18.07202,0,1105.8534,2161.868217
경상남도,산청군,48860,2017,8806,541,323,0,3629,150,0,0,14,1042,0,100,0,1515,0,18712,241.5914,19.1514,10.8851,0,152.9821,10.44,0,0,0.063023333,10.92710667,0,0.4615,0,11.8473,0,797.1312,1255.48013
경상남도,함양군,48870,2017,10637,1988,351,0,3612,428,371,0,1010,869,0,0,0,3794,33,9580,286.1353,70.3752,11.8287,0,74.046,29.7888,12.0575,0,4.546683333,9.112913333,0,0,0,29.66908,0.460295,408.108,936.1284717
경상남도,거창군,48880,2017,17645,7086,1065,0,9188,0,0,0,12,1911,0,0,0,1251,0,29388,734.3128,250.8444,35.8905,0,201.1057,0,0,0,0.05402,20.04002,0,0,0,9.78282,0,1251.9288,2503.95906
경상남도,합천군,48890,2017,13630,5733,225,500,1965,893,0,0,0,0,0,0,0,2399,0,17056,575.771,202.9482,7.5825,27.8,40.2825,62.1528,0,0,0,0,0,0,0,18.76018,0,726.5856,1661.88278
경상남도,창원시,48120,2018,45688,0,3644,186,203,6770,122,0,0,367,84,21,0,3516,708,28416,1230.483,0,122.8028,10.3416,4.5151,471.192,3.965,0,0,3.848606667,0.5936,0.096915,0,27.49512,9.87542,1210.5216,3095.730762
경상남도,진주시,48170,2018,18459,12927,1934,324,400,1091,0,35,0,0,34,0,0,6572,0,27688,496.5471,457.6158,65.1758,18.0144,8.2,75.9336,0,3.5665,0,0,0.240266667,0,0,51.39304,0,1179.5088,2356.195307
경상남도,통영시,48220,2018,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,0.2959,0.0354,0,0,0,0,0,0,0,0,0,0,0,0,0,47.2008,47.5321
경상남도,사천시,48240,2018,22,6,16,0,0,0,0,0,0,0,0,0,0,81,0,12,0.5918,0.2124,0.5392,0,0,0,0,0,0,0,0,0,0,0.63342,0,0.5112,2.48802
경상남도,김해시,48250,2018,17816,10806,7680,0,1204,2333,673,0,0,0,0,0,0,5437,0,5014,479.2504,382.5324,258.816,0,24.682,162.3768,21.8725,0,0,0,0,0,0,42.51734,0,213.5964,1585.64384
경상남도,밀양시,48270,2018,240,0,0,0,0,0,0,0,0,0,0,0,0,522,0,300,6.456,0,0,0,0,0,0,0,0,0,0,0,0,4.08204,0,12.78,23.31804
경상남도,거제시,48310,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상남도,양산시,48330,2018,20231,3191,4953,338,2342,4289,1444,351,152,0,818,20,256,8464,121,12364,544.2139,112.9614,166.9161,18.7928,59.3483,298.5144,46.93,35.7669,0.684253333,0,5.780533333,0.0923,3.570773333,66.18848,1.687748333,526.7064,1888.154288
경상남도,의령군,48720,2018,0,0,0,0,131,58,0,0,0,0,0,0,0,255,0,69,0,0,0,0,2.6855,4.0368,0,0,0,0,0,0,0,1.9941,0,2.9394,11.6558
경상남도,함안군,48730,2018,488,3468,918,0,1119,1015,10,0,0,0,0,0,0,3336,1,2203,13.1272,122.7672,30.9366,0,22.9395,70.644,0.325,0,0,0,0,0,0,26.08752,0.013948333,93.8478,380.6887683
경상남도,창녕군,48740,2018,11259,8434,779,0,1867,1291,15,0,225,2945,0,0,0,7019,72,26872,306.902,298.5636,26.2523,0,71.0699,89.8536,0.4875,0,1.012875,30.88323333,0,0,0,54.88858,1.00428,1144.7472,2025.665068
경상남도,고성군,48820,2018,3914,1450,128,0,73,2700,0,422,0,0,0,0,0,402,0,5606,105.2866,51.33,4.3136,0,1.4965,187.92,0,43.0018,0,0,0,0,0,3.14364,0,238.8156,635.30774
경상남도,남해군,48840,2018,6288,1019,0,0,1718,0,0,0,0,0,0,0,0,443,0,6399,169.1472,36.0726,0,0,51.9266,0,0,0,0,0,0,0,0,3.46426,0,272.5974,533.20806
경상남도,하동군,48850,2018,28162,4937,111,0,3164,191,0,0,0,1549,0,0,150,2641,0,26369,767.9355,174.7698,3.7407,0,64.862,13.2936,0,0,0,16.24384667,0,0,2.09225,20.65262,0,1123.3194,2186.909717
경상남도,산청군,48860,2018,8806,541,323,0,3629,150,0,0,14,1042,0,100,0,1570,0,19557,241.5914,19.1514,10.8851,0,152.9821,10.44,0,0,0.063023333,10.92710667,0,0.4615,0,12.2774,0,833.1282,1291.90723
경상남도,함양군,48870,2018,10637,1988,351,109,3612,428,371,0,1010,869,0,0,0,3794,33,9471,286.1353,70.3752,11.8287,6.0604,74.046,29.7888,12.0575,0,4.546683333,9.112913333,0,0,0,29.66908,0.460295,403.4646,937.5454717
경상남도,거창군,48880,2018,17645,7086,1065,0,9188,0,0,0,12,1911,0,0,0,1251,0,29388,734.3128,250.8444,35.8905,0,201.1057,0,0,0,0.05402,20.04002,0,0,0,9.78282,0,1251.9288,2503.95906
경상남도,합천군,48890,2018,13630,5733,225,500,1965,893,0,0,0,0,0,0,0,2600,0,17128,575.771,202.9482,7.5825,27.8,40.2825,62.1528,0,0,0,0,0,0,0,20.332,0,729.6528,1666.5218
경상남도,창원시,48120,2019,45688,23940,3644,186,203,6770,122,0,0,367,84,21,0,3516,708,28416,1261.687,848.361,151.8859,8.5624,5.3556,467.0856,3.965,0,0,3.74374,0.5936,0.096915,0,32.85964,9.2059,1248.9894,4042.391695
경상남도,진주시,48170,2019,19088,13360,2050,324,655,1091,0,35,0,0,34,0,0,6883,0,27688,559.7352,472.944,69.085,18.0144,13.4275,75.9336,0,3.5665,0,0,0.240266667,0,0,57.69596,0,1185.984,2456.626427
경상남도,통영시,48220,2019,382,1,0,0,0,118,0,0,0,0,0,0,0,302,0,616,10.2758,0.0354,0,0,0,8.2128,0,0,0,0,0,0,0,2.36164,0,26.2416,47.12724
경상남도,사천시,48240,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,43,5.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.343,7.454
경상남도,김해시,48250,2019,17939,10806,7682,0,1204,2333,673,0,0,0,0,0,0,5995,0,5014,482.5591,410.5338,258.8834,0,24.682,188.3376,21.8725,0,0,0,0,0,0,52.79282,0,213.5964,1653.25762
경상남도,밀양시,48270,2019,0,0,62,0,0,0,0,0,0,0,0,0,0,750,0,23,6.456,0,0,0,0,0,0,0,0,0,0,0,0,4.08204,0,12.78,23.31804
경상남도,거제시,48310,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.9737,148.4676,32.7227,0,32.677,0,0,0,0,0,0,0,0,38.56824,0,1253.8884,1855.29764
경상남도,양산시,48330,2019,20231,3191,4953,338,2341,4289,1441,351,152,0,818,20,256,8464,121,12368,544.2139,112.926,166.8824,18.7928,59.3057,298.5144,46.8325,35.7669,0.684253333,0,5.780533333,0.0923,3.570773333,66.18848,1.687748333,591.6714,1952.910088
경상남도,의령군,48720,2019,427,0,0,0,643,84,0,0,0,0,0,0,0,162,0,220,12.1857,0,0.9773,0,0,0,0,0,0,0,0,0,0,0,0,12.3114,25.4744
경상남도,함안군,48730,2019,4788,3468,918,0,1119,1066,10,0,0,0,0,0,0,3361,1,2181,13.1272,122.7672,30.9366,0,22.9395,74.1936,0.325,0,0,0,0,0,0,26.28302,0.013948333,95.1258,385.7118683
경상남도,창녕군,48740,2019,12039,8434,780,0,1867,1208,15,0,225,2945,0,0,0,6958,72,26541,306.095,304.086,26.2523,0,71.0699,84.0768,0.4875,0,1.012875,30.88323333,0,0,0,59.29906,1.00428,1130.5188,2014.785748
경상남도,고성군,48820,2019,4057,1450,128,0,73,2700,0,42,0,0,0,0,0,590,0,5606,109.1333,51.33,4.3136,0,1.4965,187.92,0,4.2798,0,0,0,0,0,4.6138,0,238.8156,601.9026
경상남도,남해군,48840,2019,6288,1019,0,0,1718,0,0,0,0,0,0,0,0,1086,0,6399,175.926,36.0726,0,0,51.9266,0,0,0,0,0,0,0,0,10.25984,0,272.5974,546.78244
경상남도,하동군,48850,2019,29563,4937,111,0,3164,191,0,0,0,1549,0,0,150,2641,0,26804,808.3931,174.7698,3.7407,0,64.862,13.2936,0,0,0,16.24384667,0,0,2.09225,21.3486,0,1156.4196,2261.163497
경상남도,산청군,48860,2019,8806,541,323,0,3629,150,0,0,14,1042,0,100,0,1570,0,20714,241.5914,19.1514,10.8851,0,152.9821,10.44,0,0,0.063023333,10.92710667,0,0.4615,0,12.2774,0,941.2044,1399.98343
경상남도,함양군,48870,2019,10330,1988,351,0,3622,428,371,0,1391,488,0,0,0,3541,53,9521,422.1914,70.3752,11.8287,0,110.5392,29.7888,12.0575,0,6.261818333,5.117493333,0,0,0,27.69062,0.739261667,405.5946,1102.184593
경상남도,거창군,48880,2019,17645,7086,1065,0,9188,0,0,0,12,1911,0,0,0,1251,0,29388,734.3128,250.8444,35.8905,0,201.1057,0,0,0,0.05402,20.04002,0,0,0,9.78282,0,1251.9288,2503.95906
경상남도,합천군,48890,2019,14270,5733,225,500,1965,893,0,0,0,0,0,0,0,2637,0,17433,595.946,202.9482,7.5825,27.8,40.2825,62.1528,0,0,0,0,0,0,0,22.18534,0,749.2488,1708.14614
경상남도,창원시,48120,2020,46848,23965,4507,154,244,6711,122,0,0,357,84,21,0,4202,660,29319,1261.687,848.361,151.8859,8.5624,5.3556,467.0856,3.965,0,0,3.74374,0.5936,0.096915,0,32.85964,9.2059,1248.9894,4042.391695
경상남도,진주시,48170,2020,20808,13360,2050,324,655,1091,0,35,0,0,34,0,0,7378,0,27840,559.7352,472.944,69.085,18.0144,13.4275,75.9336,0,3.5665,0,0,0.240266667,0,0,57.69596,0,1185.984,2456.626427
경상남도,통영시,48220,2020,382,1,0,0,0,118,0,0,0,0,0,0,0,302,0,616,10.2758,0.0354,0,0,0,8.2128,0,0,0,0,0,0,0,2.36164,0,26.2416,47.12724
경상남도,사천시,48240,2020,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,5.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.343,7.454
경상남도,김해시,48250,2020,17939,11597,7682,0,1204,2706,673,0,0,0,0,0,0,6751,0,5014,482.5591,410.5338,258.8834,0,24.682,188.3376,21.8725,0,0,0,0,0,0,52.79282,0,213.5964,1653.25762
경상남도,밀양시,48270,2020,240,0,0,0,0,0,0,0,0,0,0,0,0,522,0,300,6.456,0,0,0,0,0,0,0,0,0,0,0,0,4.08204,0,12.78,23.31804
경상남도,거제시,48310,2020,12973,4194,971,0,1594,0,0,0,0,0,0,0,0,4932,0,29434,348.9737,148.4676,32.7227,0,32.677,0,0,0,0,0,0,0,0,38.56824,0,1253.8884,1855.29764
경상남도,양산시,48330,2020,20231,3190,4952,338,2341,4289,1441,351,152,0,818,20,256,8464,121,13889,544.2139,112.926,166.8824,18.7928,59.3057,298.5144,46.8325,35.7669,0.684253333,0,5.780533333,0.0923,3.570773333,66.18848,1.687748333,591.6714,1952.910088
경상남도,의령군,48720,2020,453,0,29,0,0,0,0,0,0,0,0,0,0,0,0,289,12.1857,0,0.9773,0,0,0,0,0,0,0,0,0,0,0,0,12.3114,25.4744
경상남도,함안군,48730,2020,488,3468,918,0,1119,1066,10,0,0,0,0,0,0,3361,1,2233,13.1272,122.7672,30.9366,0,22.9395,74.1936,0.325,0,0,0,0,0,0,26.28302,0.013948333,95.1258,385.7118683
경상남도,창녕군,48740,2020,11229,8590,779,0,1867,1208,15,0,225,2945,0,0,0,7583,72,26538,306.095,304.086,26.2523,0,71.0699,84.0768,0.4875,0,1.012875,30.88323333,0,0,0,59.29906,1.00428,1130.5188,2014.785748
경상남도,고성군,48820,2020,4057,1450,128,0,73,2700,0,42,0,0,0,0,0,590,0,5606,109.1333,51.33,4.3136,0,1.4965,187.92,0,4.2798,0,0,0,0,0,4.6138,0,238.8156,601.9026
경상남도,남해군,48840,2020,6540,1019,0,0,1718,0,0,0,0,0,0,0,0,1312,0,6399,175.926,36.0726,0,0,51.9266,0,0,0,0,0,0,0,0,10.25984,0,272.5974,546.78244
경상남도,하동군,48850,2020,29666,4937,111,0,3164,191,0,0,0,1549,0,0,150,2730,0,27146,808.3931,174.7698,3.7407,0,64.862,13.2936,0,0,0,16.24384667,0,0,2.09225,21.3486,0,1156.4196,2261.163497
경상남도,산청군,48860,2020,8806,541,323,0,3629,150,0,0,14,1042,0,100,0,1570,0,22094,241.5914,19.1514,10.8851,0,152.9821,10.44,0,0,0.063023333,10.92710667,0,0.4615,0,12.2774,0,941.2044,1399.98343
경상남도,함양군,48870,2020,10330,1988,351,0,3622,428,371,0,1391,488,0,0,0,3541,53,9521,422.1914,70.3752,11.8287,0,110.5392,29.7888,12.0575,0,6.261818333,5.117493333,0,0,0,27.69062,0.739261667,405.5946,1102.184593
경상남도,거창군,48880,2020,17645,7086,1065,0,9188,0,0,0,12,1911,0,0,0,1251,0,29388,734.3128,250.8444,35.8905,0,201.1057,0,0,0,0.05402,20.04002,0,0,0,9.78282,0,1251.9288,2503.95906
경상남도,합천군,48890,2020,14380,5733,225,500,1965,893,0,0,0,0,0,0,0,2837,0,17588,595.946,202.9482,7.5825,27.8,40.2825,62.1528,0,0,0,0,0,0,0,22.18534,0,749.2488,1708.14614
경상북도,포항시,47110,2015,7977,6883,4265,3292,1640,1332,0,0,0,0,0,0,0,5615,182,7900,214.5813,243.6582,143.7305,183.0352,33.62,92.7072,0,0,0,0,0,0,0,43.9093,2.538596667,336.54,1294.320297
경상북도,경주시,47130,2015,15210,6176,2287,203,223,1220,0,68,0,0,0,0,0,0,0,1138,409.149,218.6304,77.0719,11.2868,4.5715,84.912,0,6.9292,0,0,0,0,0,0,0,48.4788,861.0296
경상북도,영천시,47230,2015,7454,3442,2931,0,0,64,0,0,2828,0,0,0,0,4324,104,6493,200.5126,121.8468,98.7747,0,0,4.4544,0,0,12.73071333,0,0,0,0,33.81368,1.450626667,276.6018,750.18532
경상북도,김천시,47150,2015,7967,7037,763,0,238,109,0,0,0,0,130,0,0,1408,0,4654,214.3123,249.1098,25.7131,0,4.879,7.5864,0,0,0,0,0.918666667,0,0,11.01056,0,198.2604,711.7902267
경상북도,안동시,47170,2015,8590,18570,380,0,471,135,0,0,396,84,100,0,0,657,57,5658,231.071,657.378,12.806,0,9.6555,9.396,0,0,1.78266,0.88088,0.706666667,0,0,5.13774,0.795055,241.0308,1170.640302
경상북도,구미시,47190,2015,5091,10746,11768,0,835,65,0,0,0,0,0,0,0,5102,0,7367,147.5454,380.4084,396.5816,0,17.1175,4.524,0,0,0,0,0,0,0,39.89764,0,313.8342,1299.90874
경상북도,영주시,47210,2015,3883,5672,1096,0,3606,79,0,0,0,0,0,0,0,6731,0,3720,104.4527,200.7888,36.9352,0,73.923,5.4984,0,0,0,0,0,0,0,52.63642,0,158.472,632.70652
경상북도,상주시,47250,2015,13431,5859,885,0,1675,266,0,0,678,0,0,0,0,1306,0,10097,361.2939,207.4086,29.8245,0,34.3375,18.5136,0,0,3.05213,0,0,0,0,10.21292,0,430.1322,1094.77535
경상북도,문경시,47280,2015,679,0,0,0,352,0,0,0,0,0,0,0,0,280,0,0,18.2651,0,0,0,7.216,0,0,0,0,0,0,0,0,2.1896,0,0,27.6707
경상북도,경산시,47290,2015,5024,11224,4096,184,1723,530,0,0,67,90,234,0,0,0,90,5936,135.1456,397.3296,138.0352,10.2304,35.3215,36.888,0,0,0.301611667,0.9438,1.6536,0,0,0,1.25535,252.8736,1009.978262
경상북도,군위군,47720,2015,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040,14.3646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.904,101.2686
경상북도,의성군,47730,2015,492,1088,42,0,110,0,0,0,0,0,0,0,0,3608,0,1145,20.9592,38.5152,1.4154,0,2.255,0,0,0,0,0,0,0,0,28.21456,0,48.777,140.13636
경상북도,청송군,47750,2015,0,0,0,0,242,0,0,0,0,0,0,0,0,485,0,11,0,0,0,0,10.3092,0,0,0,0,0,0,0,0,3.7927,0,0.4686,14.5705
경상북도,영양군,47760,2015,212107,1674,287,0,1290,0,0,0,0,0,0,0,0,65,0,1246,5705.6783,59.2596,9.6719,0,26.445,0,0,0,0,0,0,0,0,0.5083,0,53.0796,5854.6427
경상북도,영덕군,47770,2015,402,280,0,0,766,54,0,0,0,0,0,0,0,0,0,19756,10.8138,9.912,0,0,15.703,3.7584,0,0,0,0,0,0,0,0,0,841.6056,881.7928
경상북도,청도군,47820,2015,10137,943,628,0,1787,0,0,0,0,0,0,0,0,300,421,2433,367.5447,33.3822,21.1636,0,39.3076,0,0,0,0,0,0,0,0,2.346,5.872248333,103.6458,573.2621483
경상북도,고령군,47830,2015,8716,1328,0,200,952,0,0,0,0,0,0,0,0,1167,0,0,234.4604,47.0112,0,11.12,19.516,0,0,0,0,0,0,0,0,9.12594,0,0,321.23354
경상북도,성주군,47840,2015,7252,1580,1437,0,910,0,0,0,0,0,0,0,0,853,0,46,195.0788,55.932,48.4269,0,18.655,0,0,0,0,0,0,0,0,6.67046,0,1.9596,326.72276
경상북도,칠곡군,47850,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,예천군,47900,2015,13725,364,170,0,3165,123,0,0,0,0,0,0,0,3675,0,15415,583.9,12.8856,5.729,0,64.8825,8.5608,0,0,0,0,0,0,0,28.7385,0,656.679,1361.3754
경상북도,봉화군,47920,2015,160,0,0,0,289,0,0,0,0,0,0,0,0,325,0,60,4.304,0,0,0,5.9245,0,0,0,0,0,0,0,0,2.5415,0,2.556,15.326
경상북도,울진군,47930,2015,5572,243,739,48,810,9,0,0,73,23,0,0,0,1447,0,24400,156.3866,8.6022,24.9043,2.6688,16.605,0.6264,0,0,0.328621667,0.241193333,0,0,0,11.31554,0,1039.44,1261.118655
경상북도,울릉군,47940,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경상북도,포항시,47110,2016,9806,7912,4611,3371,1640,1249,0,0,0,0,0,0,0,8201,182,8698,263.7814,280.0848,155.3907,187.4276,33.62,86.9304,0,0,0,0,0,0,0,64.13182,2.538596667,370.5348,1444.440117
경상북도,경주시,47130,2016,15210,6176,2287,203,223,1220,0,68,0,0,0,0,0,0,0,1138,409.149,218.6304,77.0719,11.2868,4.5715,84.912,0,6.9292,0,0,0,0,0,0,0,48.4788,861.0296
경상북도,영천시,47230,2016,7529,3442,3087,0,0,207,0,0,2828,0,0,0,0,4417,104,7220,202.5301,121.8468,104.0319,0,0,14.4072,0,0,12.73071333,0,0,0,0,34.54094,1.450626667,307.572,799.11028
경상북도,김천시,47150,2016,10152,7037,0,0,2291,109,0,0,0,0,0,0,0,2590,0,4874,273.0888,249.1098,0,0,46.9655,7.5864,0,0,0,0,0,0,0,20.2538,0,207.6324,804.6367
경상북도,안동시,47170,2016,8897,19784,725,0,563,135,0,0,563,84,100,0,0,1726,57,5815,266.3176,700.3536,24.4325,0,11.5415,9.396,0,0,2.534438333,0.88088,0.706666667,0,0,13.49732,0.795055,247.719,1278.17456
경상북도,구미시,47190,2016,5195,10746,12003,0,854,155,0,0,0,0,0,0,0,5315,0,7373,150.343,380.4084,404.5011,0,17.507,10.788,0,0,0,0,0,0,0,41.5633,0,314.0898,1319.2006
경상북도,영주시,47210,2016,4621,5672,1096,0,3606,79,0,0,0,0,0,0,0,7121,0,4010,124.3049,200.7888,36.9352,0,73.923,5.4984,0,0,0,0,0,0,0,55.68622,0,170.826,667.96252
경상북도,상주시,47250,2016,13877,5859,885,0,1675,266,0,0,678,0,0,0,0,1306,0,10097,373.2913,207.4086,29.8245,0,34.3375,18.5136,0,0,3.05213,0,0,0,0,10.21292,0,430.1322,1106.77275
경상북도,문경시,47280,2016,238,0,0,0,0,0,0,0,0,0,0,0,0,644,0,0,6.4022,0,0,0,0,0,0,0,0,0,0,0,0,5.03608,0,0,11.43828
경상북도,경산시,47290,2016,5024,11224,4096,184,1723,530,0,0,67,90,234,0,0,3894,90,5936,135.1456,397.3296,138.0352,10.2304,35.3215,36.888,0,0,0.301611667,0.9438,1.6536,0,0,30.45108,1.25535,252.8736,1040.429342
경상북도,군위군,47720,2016,1231,0,0,0,0,0,0,0,0,0,0,0,0,390,0,14328,33.1139,0,0,0,0,0,0,0,0,0,0,0,0,3.0498,0,610.3728,646.5365
경상북도,의성군,47730,2016,492,1088,42,0,110,0,0,0,0,0,0,0,0,3608,0,1145,20.9592,38.5152,1.4154,0,2.255,0,0,0,0,0,0,0,0,28.21456,0,48.777,140.13636
경상북도,청송군,47750,2016,0,0,0,0,393,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,16.7418,0,0,0,0,0,0,0,0,2.16614,0,0,18.90794
경상북도,영양군,47760,2016,212107,1575,233,0,200,0,0,0,0,0,0,0,0,65,0,2685,5705.6783,55.755,7.8521,0,4.1,0,0,0,0,0,0,0,0,0.5083,0,114.381,5888.2747
경상북도,영덕군,47770,2016,1149,393,64,0,115,54,0,0,0,0,0,0,0,0,0,16744,30.9081,13.9122,2.1568,0,2.3575,3.7584,0,0,0,0,0,0,0,0,0,713.2944,766.3874
경상북도,청도군,47820,2016,10137,943,628,0,1787,0,0,0,0,0,0,0,0,300,421,2433,367.5447,33.3822,21.1636,0,39.3076,0,0,0,0,0,0,0,0,2.346,5.872248333,103.6458,573.2621483
경상북도,고령군,47830,2016,8834,1454,52,0,52,0,42,0,0,0,60,0,0,1697,83,27,237.6346,51.4716,1.7524,0,1.066,0,1.365,0,0,0,0.424,0,0,13.27054,1.157711667,1.1502,309.2920517
경상북도,성주군,47840,2016,7252,1588,1435,0,910,0,0,0,0,0,0,0,0,853,0,46,195.0788,56.2152,48.3595,0,18.655,0,0,0,0,0,0,0,0,6.67046,0,1.9596,326.93856
