,지점명,지점번호,월,0시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,위도,경도,주소,하루평균
364,남부순환로(화곡로입구 교차로),D-18,5,513.0,355.0,278.0,271.0,486.0,1048.0,1666.0,1838.0,2030.0,1998.0,2010.0,1973.0,1913.0,1950.0,1964.0,1968.0,1974.0,1984.0,1888.0,1714.0,1554.0,1438.0,1300.0,805.0,37.540163,126.825453,서울시 양천구 신월동 29-7,1454.9166666666667
376,남산1호터널,A-20,5,565.0,350.0,251.0,204.0,262.0,631.0,1494.0,1553.0,1775.0,1828.0,1800.0,1864.0,1789.0,1868.0,1783.0,1716.0,1627.0,1655.0,1605.0,1407.0,1372.0,1687.0,1444.0,944.0,37.542406,127.001356,서울시 용산구 한남동 산 10-33,1311.4166666666667
388,남산2호터널,A-21,5,110.0,77.0,61.0,51.0,74.0,123.0,224.0,452.0,545.0,525.0,528.0,553.0,550.0,572.0,598.0,609.0,600.0,623.0,561.0,426.0,352.0,327.0,278.0,168.0,37.544301,126.989767,서울시 용산구 이태원동 262-35,374.4583333333333
400,남산3호터널,A-22,5,211.0,136.0,97.0,78.0,85.0,194.0,498.0,648.0,837.0,862.0,879.0,920.0,897.0,1011.0,1033.0,1039.0,1024.0,1044.0,941.0,728.0,630.0,749.0,601.0,340.0,37.544496,126.98835,서울시 용산구 용산동2가 5-432,645.0833333333334
412,내부순환로,F-03,5,1354.0,888.0,644.0,601.0,954.0,2359.0,3450.0,3427.0,3410.0,3571.0,3643.0,3616.0,3522.0,3514.0,3521.0,3525.0,3630.0,3559.0,3382.0,3253.0,3190.0,3288.0,3153.0,2218.0,37.608679,126.998878,서울시 성북구 정릉동 590-16,2819.6666666666665
424,노들로,D-41,5,452.0,299.0,220.0,195.0,262.0,484.0,888.0,1330.0,1583.0,1467.0,1449.0,1450.0,1317.0,1476.0,1516.0,1547.0,1740.0,1719.0,1526.0,1336.0,1253.0,1195.0,1165.0,721.0,37.529712,126.909281,서울시 영등포구 당산동 364 ,1107.9166666666667
436,대사관로(삼청터널),A-04,5,35.0,18.0,12.0,10.0,13.0,46.0,169.0,344.0,347.0,370.0,330.0,315.0,307.0,320.0,336.0,364.0,419.0,430.0,372.0,291.0,231.0,190.0,148.0,68.0,37.596359,126.984209,서울시 성북구 성북동 산25-148,228.54166666666666
448,대학로(한국방송통신대학교),A-07,5,201.0,137.0,102.0,88.0,110.0,212.0,393.0,585.0,671.0,614.0,637.0,657.0,644.0,659.0,680.0,665.0,623.0,548.0,453.0,428.0,437.0,445.0,383.0,274.0,37.578188,127.002053,서울시 종로구 연건동 72-3,443.5833333333333
460,도봉로(도봉산역),B-01,5,,,,,,,,,,,,,,,,,,,,,,,,,37.691792,127.045087,서울시 도봉구 도봉동 378-1,
472,도봉로(쌍문역),D-11,5,443.0,317.0,247.0,218.0,275.0,497.0,776.0,1008.0,1181.0,1144.0,1174.0,1141.0,1114.0,1140.0,1154.0,1151.0,1195.0,1188.0,1210.0,1044.0,965.0,879.0,842.0,610.0,37.645707,127.033171,서울시 도봉구 창동 650-46,871.375
484,동부간선도로,F-05,5,1643.0,1102.0,796.0,721.0,1053.0,2493.0,3163.0,3051.0,3138.0,3274.0,3303.0,3420.0,3574.0,3520.0,3506.0,3567.0,3555.0,3288.0,3035.0,3053.0,3305.0,3511.0,3400.0,2471.0,37.568685,127.076023,서울시 동대문구 장안동 19-7,2789.25
496,동부간선도로(월계1교),D-12,5,1423.0,993.0,735.0,693.0,1095.0,2465.0,2673.0,2662.0,2876.0,2909.0,2822.0,2813.0,2939.0,2931.0,2913.0,2976.0,3076.0,3013.0,2878.0,2816.0,2892.0,2945.0,2770.0,2093.0,37.631579,127.063432,서울시 노원구 월계동 247-17,2433.375
508,동소문로(길음교사거리),D-09,5,678.0,449.0,324.0,283.0,391.0,632.0,973.0,1196.0,1334.0,1404.0,1468.0,1499.0,1476.0,1506.0,1475.0,1504.0,1459.0,1411.0,1353.0,1263.0,1252.0,1293.0,1246.0,910.0,37.599755,127.021693,서울시 성북구 돈암동 32-31,1115.7916666666667
520,동일로(군자교),D-07,5,715.0,510.0,375.0,299.0,341.0,701.0,1093.0,1157.0,1335.0,1443.0,1594.0,1683.0,1692.0,1733.0,1763.0,1818.0,1880.0,1922.0,1888.0,1673.0,1505.0,1489.0,1345.0,992.0,37.553809,127.070504,서울시 성동구 송정동 83,1289.4166666666667
532,동일로(노원역),D-13,5,295.0,172.0,129.0,101.0,131.0,245.0,502.0,845.0,979.0,1028.0,1112.0,1109.0,1086.0,1140.0,1159.0,1186.0,1188.0,1181.0,1139.0,953.0,785.0,720.0,633.0,436.0,37.652409,127.061032,서울시 노원구 상계동 729,760.5833333333334
544,동일로(의정부IC),B-02,5,452.0,310.0,226.0,209.0,348.0,907.0,1664.0,2462.0,2747.0,2495.0,2447.0,2403.0,2372.0,2431.0,2503.0,2567.0,2769.0,2871.0,2783.0,2308.0,1842.0,1576.0,1314.0,755.0,37.688571,127.055376,서울시 노원구 상계동 1311-3,1781.7083333333333
556,동작대교,C-10,5,325.0,193.0,130.0,108.0,139.0,446.0,943.0,1370.0,1705.0,1619.0,1593.0,1638.0,1582.0,1639.0,1719.0,1798.0,1893.0,1928.0,1834.0,1342.0,1074.0,1051.0,942.0,549.0,37.509936,126.981814,서울시 용산구 이촌동 385,1148.3333333333333
568,동작대로(총신대입구역),D-31,5,831.0,513.0,369.0,299.0,413.0,996.0,1827.0,2087.0,2213.0,2307.0,2288.0,2216.0,2181.0,2202.0,2173.0,2145.0,2241.0,2132.0,2098.0,1928.0,1968.0,1990.0,1885.0,1260.0,37.494352,126.982914,서울시 서초구 방배동 1255,1690.0833333333333
580,동호대교,C-14,5,533.0,401.0,305.0,254.0,299.0,507.0,957.0,1723.0,1946.0,2009.0,2066.0,1983.0,1941.0,1944.0,1957.0,1898.0,1947.0,2038.0,1960.0,1636.0,1457.0,1381.0,1213.0,776.0,37.538207,127.019882,서울시 성동구 옥수동 86,1380.4583333333333
592,동호로(금호터널),D-03,5,489.0,371.0,287.0,248.0,292.0,444.0,865.0,1460.0,1577.0,1629.0,1686.0,1715.0,1713.0,1750.0,1758.0,1713.0,1692.0,1702.0,1572.0,1383.0,1275.0,1178.0,1059.0,691.0,37.551919,127.012977,서울시 중구 신당동 349-202,1189.5416666666667
604,동호로(장충체육관),A-10,5,315.0,235.0,172.0,153.0,178.0,292.0,619.0,1169.0,1342.0,1347.0,1439.0,1460.0,1457.0,1542.0,1562.0,1546.0,1537.0,1524.0,1380.0,1162.0,1035.0,899.0,740.0,466.0,37.558563,127.007101,서울시 중구 장충동2가 200-99,982.125
616,뚝섬로(용비교),D-06,5,474.0,312.0,222.0,192.0,220.0,456.0,993.0,1474.0,1703.0,1809.0,1871.0,1854.0,1828.0,1854.0,1875.0,1890.0,1874.0,1893.0,1808.0,1519.0,1332.0,1345.0,1280.0,740.0,37.542006,127.020674,서울시 성동구 옥수동 산 1-11 ,1284.0833333333333
628,마포대교,C-07,5,632.0,421.0,302.0,232.0,311.0,748.0,1674.0,2672.0,2931.0,2839.0,2839.0,2950.0,2811.0,2952.0,2954.0,3005.0,3129.0,3290.0,3001.0,2373.0,2221.0,2054.0,1752.0,1000.0,37.533628,126.936512,서울시 영등포구 여의도동 85-2,2045.5416666666667
640,망우로(망우리공원),B-04,5,188.0,126.0,91.0,87.0,126.0,306.0,568.0,888.0,994.0,896.0,827.0,830.0,821.0,854.0,869.0,887.0,967.0,1084.0,1105.0,855.0,635.0,545.0,462.0,280.0,37.601476,127.115674,경기도 구리시 교문동 346-3,637.125
652,문성로(난곡터널),D-32,5,153.0,110.0,82.0,68.0,84.0,152.0,230.0,357.0,405.0,406.0,402.0,401.0,391.0,414.0,424.0,434.0,459.0,465.0,457.0,396.0,335.0,312.0,285.0,200.0,37.479046,126.924252,서울시 관악구 신림동 438-44,309.25
664,반포대교,C-11,5,690.0,430.0,292.0,220.0,273.0,771.0,1619.0,2240.0,2452.0,2492.0,2466.0,2526.0,2492.0,2515.0,2508.0,2531.0,2448.0,2492.0,2444.0,2153.0,1987.0,2008.0,1833.0,1116.0,37.514431,126.996663,서울시 서초구 반포동 647,1791.5833333333333
676,반포대로(서초역),D-37,5,470.0,289.0,191.0,143.0,186.0,518.0,1388.0,1986.0,2000.0,2290.0,2405.0,2394.0,2338.0,2407.0,2376.0,2290.0,2306.0,2256.0,2222.0,2006.0,1790.0,1767.0,1570.0,857.0,37.49624,127.005554,서울시 서초구 서초동 산 183-3 ,1601.875
688,반포대로(우면산터널),B-17,5,309.0,190.0,128.0,99.0,142.0,400.0,1165.0,1697.0,1871.0,1938.0,1988.0,2014.0,1940.0,1961.0,1971.0,2001.0,2066.0,2151.0,2122.0,1747.0,1404.0,1313.0,1124.0,572.0,37.483905,127.011416,서울시 서초구 서초동 1460-6,1346.375
700,밤고개로(세곡동사거리),B-13,5,130.0,83.0,61.0,57.0,86.0,241.0,599.0,1310.0,1556.0,1308.0,1234.0,1175.0,1100.0,1106.0,1100.0,1163.0,1346.0,1629.0,1597.0,1052.0,700.0,574.0,458.0,250.0,37.462416,127.107883,서울시 강남구 세곡동 130-6,829.7916666666666
712,백제고분로(종합운동장),D-44,5,364.0,260.0,186.0,150.0,151.0,302.0,497.0,824.0,968.0,1010.0,1034.0,1058.0,1071.0,1107.0,1061.0,1045.0,1065.0,1099.0,1040.0,919.0,917.0,951.0,843.0,508.0,37.510639,127.078559,서울시 송파구 잠실동 124,767.9166666666666
724,북부간선도로(신내IC),B-07,5,930.0,625.0,492.0,562.0,891.0,2060.0,2756.0,2792.0,2885.0,2975.0,3070.0,3104.0,3215.0,3316.0,3320.0,3331.0,3382.0,3237.0,3064.0,2954.0,2962.0,2881.0,2562.0,1524.0,37.613824,127.1087,서울시 중랑구 신내동 122-3,2453.75
736,북부간선로,F-04,5,1097.0,726.0,547.0,548.0,907.0,2171.0,2588.0,2623.0,2682.0,2720.0,2686.0,2656.0,2727.0,2705.0,2681.0,2697.0,2739.0,2681.0,2578.0,2508.0,2554.0,2594.0,2461.0,1726.0,37.608556,127.052577,서울시 성북구 장위동 65-175 ,2191.75
748,분당수서로,F-07,5,1141.0,758.0,549.0,511.0,733.0,2042.0,3233.0,3277.0,3452.0,3565.0,3569.0,3574.0,3599.0,3534.0,3467.0,3509.0,3599.0,3615.0,3499.0,3232.0,3225.0,3183.0,2994.0,1893.0,37.497648,127.087195,서울시 강남구 일원동 467-1,2739.7083333333335
760,분당수서로(성남시계),B-14,5,806.0,509.0,365.0,350.0,542.0,1583.0,2644.0,2528.0,2510.0,2587.0,2581.0,2624.0,2622.0,2623.0,2579.0,2638.0,2721.0,2661.0,2614.0,2417.0,2506.0,2455.0,2262.0,1374.0,37.471129,127.123078,서울시 송파구 장지동 698-5,2045.875
772,사직로(사직터널),A-02,5,539.0,353.0,254.0,211.0,270.0,534.0,1085.0,1674.0,1840.0,1802.0,1798.0,1840.0,1782.0,1809.0,1843.0,1840.0,1908.0,1959.0,1870.0,1550.0,1380.0,1361.0,1171.0,783.0,37.572298,126.962853,서울시 종로구 행촌동 1-186,1310.6666666666667
784,사평대로(고속터미널역),D-36,5,724.0,492.0,341.0,263.0,320.0,722.0,1424.0,1940.0,1979.0,2135.0,2175.0,2228.0,2194.0,2301.0,2274.0,2296.0,2281.0,2243.0,2236.0,2086.0,1923.0,2009.0,1851.0,1082.0,37.503742,127.007779,서울시 서초구 반포동 60-2,1646.625
796,새문안로(서울역사박물관),A-14,5,392.0,285.0,207.0,165.0,190.0,365.0,707.0,1020.0,1143.0,1127.0,1183.0,1232.0,1248.0,1320.0,1310.0,1322.0,1307.0,1357.0,1366.0,1148.0,1021.0,971.0,822.0,538.0,37.569776,126.971354,서울시 종로구 신문로2가 1-2,906.0833333333334
808,서강대교,C-06,5,206.0,131.0,95.0,76.0,111.0,240.0,537.0,1030.0,1212.0,1139.0,1113.0,1179.0,1122.0,1244.0,1254.0,1286.0,1374.0,1485.0,1469.0,1042.0,738.0,696.0,612.0,319.0,37.537537,126.925341,서울시 영등포구 여의도동 83-1,821.25
820,서부간선도로,F-09,5,1693.0,1078.0,790.0,720.0,1195.0,2211.0,2427.0,2119.0,2040.0,2110.0,2152.0,2165.0,2220.0,2173.0,2197.0,2210.0,2122.0,1995.0,1990.0,2202.0,2518.0,2623.0,2595.0,2309.0,37.520965,126.881826,서울시 영등포구 문래동6가 52,1993.9166666666667
832,서빙고로(한남역),D-04,5,724.0,493.0,348.0,289.0,329.0,588.0,1159.0,1778.0,2076.0,2172.0,2273.0,2334.0,2343.0,2408.0,2450.0,2557.0,2594.0,2604.0,2433.0,2023.0,1910.0,1929.0,1828.0,1108.0,37.527197,127.004697,서울시 용산구 한남동 542-10,1697.9166666666667
844,서소문로(시청역),A-16,5,353.0,247.0,182.0,142.0,184.0,364.0,687.0,881.0,962.0,1024.0,1062.0,1116.0,1097.0,1145.0,1139.0,1186.0,1215.0,1266.0,1147.0,1001.0,875.0,849.0,736.0,526.0,37.562819,126.972716,서울시 중구 서소문동 72-2,807.75
856,서오릉로(고양시계),B-34,5,286.0,193.0,148.0,145.0,189.0,396.0,774.0,1109.0,1221.0,1154.0,1171.0,1181.0,1211.0,1242.0,1234.0,1247.0,1307.0,1376.0,1378.0,1189.0,921.0,798.0,682.0,388.0,37.617883,126.90626,서울시 은평구 구산동 304-15,872.5
868,서하남로(서하남IC),B-08,5,486.0,372.0,302.0,300.0,428.0,1238.0,2187.0,2728.0,2754.0,2845.0,2894.0,2828.0,2839.0,2924.0,2916.0,2938.0,3010.0,2975.0,2825.0,2416.0,2026.0,1810.0,1448.0,813.0,37.516777,127.146728,경기도 하남시 감북동 442-15,2012.5833333333333
880,성산대교,C-04,5,1493.0,946.0,667.0,593.0,956.0,2497.0,3484.0,3605.0,3717.0,3813.0,3778.0,3806.0,3846.0,3802.0,3901.0,3993.0,4075.0,4104.0,4029.0,3672.0,3325.0,3436.0,3372.0,2329.0,37.55268,126.891564,서울시 마포구 망원동 306-53,3051.625
892,성산로(금화터널),A-01,5,449.0,286.0,205.0,169.0,215.0,459.0,970.0,1529.0,1633.0,1601.0,1622.0,1648.0,1615.0,1669.0,1695.0,1723.0,1785.0,1881.0,1816.0,1487.0,1259.0,1214.0,1058.0,707.0,37.568588,126.948436,서울시 서대문구 신촌동 1-142,1195.625
904,성산로(연희IC),D-16,5,601.0,381.0,270.0,233.0,312.0,700.0,1219.0,1443.0,1486.0,1800.0,1946.0,2007.0,2035.0,2058.0,2091.0,2142.0,2148.0,2201.0,2140.0,1841.0,1574.0,1544.0,1362.0,925.0,37.563506,126.9301,서울시 서대문구 연희동 341-41,1435.7916666666667
916,성수대교,C-15,5,1307.0,878.0,660.0,579.0,791.0,1668.0,2465.0,2857.0,3233.0,3206.0,3161.0,3132.0,3244.0,3335.0,3289.0,3358.0,3504.0,3516.0,3287.0,2843.0,2775.0,2916.0,2759.0,1940.0,37.536768,127.034972,서울시 성동구 옥수동 484,2529.2916666666665
928,세종대로(서울역),A-13,5,,,,,,,,,,,,,,,,,,,,,,,,,37.558061,126.973439,서울시 중구 남대문로5가 84-15,
940,세종대로(시청역2),A-17,5,,,,,,,,,,,,,,,,,,,,,,,,,37.567496,126.977208,서울시 중구 태평로1가 61-29,
952,소월로(회현역),A-23,5,31.0,23.0,15.0,13.0,13.0,34.0,79.0,279.0,351.0,318.0,274.0,295.0,288.0,323.0,336.0,343.0,343.0,369.0,360.0,258.0,172.0,116.0,80.0,51.0,37.557044,126.976362,서울시 중구 남창동 217-1,198.5
964,소파로(숭의여자대학교),A-24,5,43.0,29.0,24.0,17.0,17.0,23.0,54.0,157.0,312.0,236.0,241.0,277.0,312.0,359.0,360.0,364.0,338.0,334.0,343.0,251.0,196.0,151.0,104.0,67.0,37.554896,126.983521,서울시 중구 회현동1가 산1-16,192.04166666666666
976,송파대로(복정역),B-12,5,419.0,296.0,213.0,191.0,283.0,609.0,1113.0,1597.0,1605.0,1649.0,1625.0,1551.0,1524.0,1516.0,1542.0,1572.0,1688.0,1755.0,1681.0,1300.0,1116.0,1084.0,934.0,622.0,37.468797,127.126419,서울시 송파구 장지동 697-14,1145.2083333333333
988,송파대로(송파역),D-45,5,651.0,494.0,348.0,301.0,357.0,622.0,1184.0,1750.0,1963.0,2002.0,2022.0,2003.0,1968.0,1979.0,1978.0,2018.0,2079.0,2112.0,2075.0,1814.0,1631.0,1540.0,1421.0,958.0,37.500537,127.111445,서울시 송파구 송파동 2-15 ,1469.5833333333333
1000,수색로(고양시계),B-35,5,,,,,,,,,,,,,,,,,,,,,,,,,37.587472,126.886414,서울시 은평구 수색동 281-12,
1012,시흥대로(구로디지털단지역),D-26,5,506.0,345.0,255.0,213.0,379.0,907.0,1216.0,1697.0,1865.0,1849.0,1945.0,1895.0,1915.0,1880.0,1924.0,1934.0,2056.0,2147.0,2078.0,1781.0,1551.0,1409.0,1170.0,764.0,37.486787,126.904415,서울시 영등포구 대림동 993-57,1403.375
1024,시흥대로(석수역),B-18,5,553.0,319.0,218.0,201.0,370.0,1029.0,1657.0,1976.0,1990.0,2094.0,2180.0,2130.0,2097.0,2136.0,2158.0,2234.0,2309.0,2438.0,2410.0,2078.0,1759.0,1568.0,1282.0,807.0,37.437013,126.902811,서울시 금천구 시흥동 1001-34,1583.0416666666667
1036,시흥대로(시흥IC),D-24,5,402.0,268.0,193.0,171.0,405.0,1014.0,1413.0,2095.0,2154.0,2147.0,2183.0,2111.0,2039.0,2074.0,2127.0,2124.0,2184.0,2269.0,2179.0,1917.0,1608.0,1457.0,1050.0,696.0,37.477189,126.898532,서울시 금천구 독산동 142-7,1511.6666666666667
