,구,월,시,환경지수
1609,광진구,8,1,26.465633898009944
1610,광진구,8,2,26.729490672309584
1611,광진구,8,3,25.473242198487515
1612,광진구,8,4,26.22369822967648
1613,광진구,8,5,24.512205883763535
1614,광진구,8,6,25.173194056765755
1615,광진구,8,7,24.450141322871605
1616,광진구,8,8,26.073177750280568
1617,광진구,8,9,26.662180784565756
1618,광진구,8,10,28.522989746098432
1619,광진구,8,11,28.874820000868674
1620,광진구,8,12,30.883336146137214
1621,광진구,8,13,31.158498236661455
1622,광진구,8,14,32.10998406318596
1623,광진구,8,15,31.740402830538546
1624,광진구,8,16,32.024520168292256
1625,광진구,8,17,32.34628719586731
1626,광진구,8,18,32.64518329131821
1627,광진구,8,19,30.858591644976958
1628,광진구,8,20,29.913664682457703
1629,광진구,8,21,28.34102706714599
1630,광진구,8,22,28.610223293088538
1631,광진구,8,23,27.055080749075167
1632,광진구,9,0,20.674154194337067
1633,광진구,9,1,20.162355866124823
1634,광진구,9,2,20.38999247479555
1635,광진구,9,3,19.247256124403425
1636,광진구,9,4,19.559317880915717
1637,광진구,9,5,19.336564575280008
1638,광진구,9,6,19.51073281131265
1639,광진구,9,7,18.612743251726304
1640,광진구,9,8,20.266980057265616
1641,광진구,9,9,20.919281039200555
1642,광진구,9,10,21.80419764099514
1643,광진구,9,11,21.679976695779654
1644,광진구,9,12,22.95960313673423
1645,광진구,9,13,22.833496877787688
1646,광진구,9,14,23.756882908778536
1647,광진구,9,15,23.736445633858658
1648,광진구,9,16,25.140549938877328
1649,광진구,9,17,24.005249626637532
1650,광진구,9,18,24.244931854015338
1651,광진구,9,19,23.318546487981106
1652,광진구,9,20,23.65963072334385
1653,광진구,9,21,22.251385997951566
1654,광진구,9,22,22.225071860442064
1655,광진구,9,23,21.176766775696304
1656,광진구,10,0,25.893731970616102
1657,광진구,10,1,24.507716661108233
1658,광진구,10,2,24.392719129874138
1659,광진구,10,3,23.393972026577927
1660,광진구,10,4,23.44474292722672
1661,광진구,10,5,22.977009408196437
1662,광진구,10,6,23.47838174671652
1663,광진구,10,7,22.95612560194096
1664,광진구,10,8,24.00126472128198
1665,광진구,10,9,25.070558223488135
1666,광진구,10,10,27.133342632662618
1667,광진구,10,11,28.695794589201952
1668,광진구,10,12,29.394947561674794
1669,광진구,10,13,28.891657343564926
1670,광진구,10,14,28.855761036736844
1671,광진구,10,15,28.74581657252533
1672,광진구,10,16,29.414551917253313
1673,광진구,10,17,28.687656090304486
1674,광진구,10,18,28.789488308155775
1675,광진구,10,19,27.994562721905062
1676,광진구,10,20,29.025380165145243
1677,광진구,10,21,27.824897334021166
1678,광진구,10,22,27.28298182177108
1679,광진구,10,23,25.846050439818924
1680,광진구,11,0,39.26604425203262
1681,광진구,11,1,37.63668812943854
1682,광진구,11,2,38.229364452148815
1683,광진구,11,3,36.822224881492495
1684,광진구,11,4,37.3400540118842
1685,광진구,11,5,35.74111126433531
1686,광진구,11,6,36.188487372419104
1687,광진구,11,7,34.62060032244838
1688,광진구,11,8,36.10459587619025
1689,광진구,11,9,37.31725973018536
1690,광진구,11,10,39.84802265928809
1691,광진구,11,11,41.35901490378474
1692,광진구,11,12,42.075264982227736
1693,광진구,11,13,39.60003925046769
1694,광진구,11,14,40.07955333822671
1695,광진구,11,15,40.02117465035912
1696,광진구,11,16,41.53396658364932
1697,광진구,11,17,41.60997910564402
1698,광진구,11,18,42.75915860344584
1699,광진구,11,19,43.134768851309076
1700,광진구,11,20,44.040008787517934
1701,광진구,11,21,42.256980205487636
1702,광진구,11,22,42.40915630129985
1703,광진구,11,23,39.669616616000994
1704,광진구,12,0,37.02416415296257
1705,광진구,12,1,34.775139630910196
1706,광진구,12,2,35.07877156972497
1707,광진구,12,3,34.60645129305881
1708,광진구,12,4,34.70074318828286
1709,광진구,12,5,33.25006240484331
1710,광진구,12,6,34.7591295111887
1711,광진구,12,7,35.17794992035504
1712,광진구,12,8,36.44525059984996
1713,광진구,12,9,35.660361616255315
1714,광진구,12,10,37.962015195457724
1715,광진구,12,11,38.392152923300195
1716,광진구,12,12,38.50825096305342
1717,광진구,12,13,39.00251534263121
1718,광진구,12,14,40.70098659094628
1719,광진구,12,15,39.73394859090593
1720,광진구,12,16,39.637099535956644
1721,광진구,12,17,37.730279362219314
1722,광진구,12,18,38.16157436171978
1723,광진구,12,19,37.46540038051363
1724,광진구,12,20,38.78850004815892
1725,광진구,12,21,37.22570567070499
1726,광진구,12,22,38.434511021132586
1727,광진구,12,23,37.063203430236506
1728,구로구,1,0,37.239431643835374
1729,구로구,1,1,35.39393982595905
1730,구로구,1,2,35.23658764995805
1731,구로구,1,3,34.85438679694325
1732,구로구,1,4,34.152671766343545
1733,구로구,1,5,33.90176153157022
1734,구로구,1,6,34.14141360493842
1735,구로구,1,7,35.147483967007915
1736,구로구,1,8,37.43410715210956
1737,구로구,1,9,37.26582936750919
1738,구로구,1,10,39.067364822473465
1739,구로구,1,11,37.40557347374409
1740,구로구,1,12,36.16706122169889
1741,구로구,1,13,36.28444731582871
1742,구로구,1,14,37.35798160394326
1743,구로구,1,15,36.130796819257725
1744,구로구,1,16,36.43629775430422
1745,구로구,1,17,36.104111172588055
1746,구로구,1,18,35.44954859304959
1747,구로구,1,19,36.945331970175076
1748,구로구,1,20,36.89355560140135
1749,구로구,1,21,38.07797670054898
1750,구로구,1,22,38.30118892658128
1751,구로구,1,23,37.55305633360109
1752,구로구,2,0,47.02239095374979
1753,구로구,2,1,44.94439521831906
1754,구로구,2,2,45.185985850403554
1755,구로구,2,3,44.38254950304488
1756,구로구,2,4,43.3594145115649
1757,구로구,2,5,43.4439640829979
1758,구로구,2,6,43.753206994165176
1759,구로구,2,7,43.006494756126386
1760,구로구,2,8,44.419177864444734
1761,구로구,2,9,45.43762082577355
1762,구로구,2,10,45.33672551202455
1763,구로구,2,11,45.605500164372884
1764,구로구,2,12,46.3511384377409
1765,구로구,2,13,46.73865882343516
1766,구로구,2,14,46.12111158878928
1767,구로구,2,15,45.636027098265835
1768,구로구,2,16,43.9210968457358
1769,구로구,2,17,43.56621448281365
1770,구로구,2,18,46.8343784963077
1771,구로구,2,19,46.86951688122138
1772,구로구,2,20,46.317966763773356
1773,구로구,2,21,45.240310100090134
1774,구로구,2,22,45.82961239459588
1775,구로구,2,23,47.02210643836906
1776,구로구,3,0,53.169779171486056
1777,구로구,3,1,52.85009298110601
1778,구로구,3,2,54.29184699319878
1779,구로구,3,3,55.72981450743093
1780,구로구,3,4,56.713744309498125
1781,구로구,3,5,55.46300995348159
1782,구로구,3,6,56.058205720780805
1783,구로구,3,7,57.103988069207006
1784,구로구,3,8,57.51247409675939
1785,구로구,3,9,58.35401578982029
1786,구로구,3,10,58.072532505618284
1787,구로구,3,11,55.58225115742907
1788,구로구,3,12,54.70429319379625
1789,구로구,3,13,53.4681485820777
1790,구로구,3,14,49.15161383058621
1791,구로구,3,15,48.933975891555875
1792,구로구,3,16,49.18183442779193
1793,구로구,3,17,50.217114129813865
1794,구로구,3,18,49.66009218157703
1795,구로구,3,19,50.513132743655056
1796,구로구,3,20,51.279341965926506
1797,구로구,3,21,52.37550042053729
1798,구로구,3,22,53.97939607467881
1799,구로구,3,23,53.14230359153341
1800,구로구,4,0,38.752051145981625
1801,구로구,4,1,37.36431364767343
1802,구로구,4,2,38.58417873748381
1803,구로구,4,3,37.31115236096736
1804,구로구,4,4,37.63427329781132
1805,구로구,4,5,38.512788021473646
1806,구로구,4,6,38.73911197467682
1807,구로구,4,7,39.735135295226904
1808,구로구,4,8,41.16827353058617
1809,구로구,4,9,41.65677385934194
1810,구로구,4,10,42.217472255721326
1811,구로구,4,11,40.89097598349527
1812,구로구,4,12,40.21200348758502
1813,구로구,4,13,41.02074687125232
1814,구로구,4,14,40.833851013480114
1815,구로구,4,15,41.94631939263825
1816,구로구,4,16,42.94223191107992
1817,구로구,4,17,42.21446659714777
1818,구로구,4,18,41.62521124954485
1819,구로구,4,19,40.78788271550176
1820,구로구,4,20,40.770669252433564
1821,구로구,4,21,40.219281673922936
1822,구로구,4,22,40.06566380052275
1823,구로구,4,23,38.60963940817959
1824,구로구,5,0,41.61779767554222
1825,구로구,5,1,39.10575745201362
1826,구로구,5,2,39.179702803621204
1827,구로구,5,3,38.84693092130884
1828,구로구,5,4,38.397605881182926
1829,구로구,5,5,38.787830289303734
1830,구로구,5,6,37.75841802065524
1831,구로구,5,7,38.09904704540748
1832,구로구,5,8,38.24028648441123
1833,구로구,5,9,38.47248752633013
1834,구로구,5,10,39.035589748558735
1835,구로구,5,11,40.12645776363603
1836,구로구,5,12,40.9732179474543
1837,구로구,5,13,41.480600145144386
1838,구로구,5,14,43.06997453985451
1839,구로구,5,15,43.66678165922288
1840,구로구,5,16,42.932839572368856
1841,구로구,5,17,44.37845905753661
1842,구로구,5,18,44.09096618607724
1843,구로구,5,19,43.82776426312516
1844,구로구,5,20,44.76436803120245
1845,구로구,5,21,44.531058496752756
1846,구로구,5,22,44.592240406314545
1847,구로구,5,23,43.51531633304561
1848,구로구,6,0,33.65650379219963
1849,구로구,6,1,32.95723995289804
1850,구로구,6,2,30.639183988419866
1851,구로구,6,3,31.121788245941286
1852,구로구,6,4,30.478573816376425
1853,구로구,6,5,30.442335882943205
1854,구로구,6,6,30.168291487642378
1855,구로구,6,7,30.56948077468324
1856,구로구,6,8,31.68513442360346
1857,구로구,6,9,32.289064581276314
1858,구로구,6,10,33.18731107939801
1859,구로구,6,11,33.971637457972015
1860,구로구,6,12,34.923004366263804
1861,구로구,6,13,35.81475179864046
1862,구로구,6,14,36.54842305118885
1863,구로구,6,15,37.67370685626984
1864,구로구,6,16,37.61192430472246
1865,구로구,6,17,37.04131485188022
1866,구로구,6,18,36.59274753867694
1867,구로구,6,19,37.37901253043957
1868,구로구,6,20,35.64797895457489
1869,구로구,6,21,34.494991119583496
1870,구로구,6,22,33.999377791989176
1871,구로구,6,23,33.58593522322923
1872,구로구,7,0,27.42518003054033
1873,구로구,7,1,26.0879777423409
1874,구로구,7,2,24.870632154176942
1875,구로구,7,3,23.700989048131564
1876,구로구,7,4,22.97086267706247
1877,구로구,7,5,22.89723975156786
1878,구로구,7,6,23.13893450763368
1879,구로구,7,7,23.84729958705125
1880,구로구,7,8,24.44641917701686
1881,구로구,7,9,26.627923092865107
1882,구로구,7,10,28.19005608103607
1883,구로구,7,11,28.781914041949726
1884,구로구,7,12,30.918838130115656
1885,구로구,7,13,33.461575510887236
1886,구로구,7,14,34.876722455050334
1887,구로구,7,15,36.694861154327285
1888,구로구,7,16,35.43359469499733
1889,구로구,7,17,32.98840113810301
1890,구로구,7,18,30.988816053632323
1891,구로구,7,19,31.526603609804933
1892,구로구,7,20,30.81128800962078
1893,구로구,7,21,30.600206750297495
1894,구로구,7,22,29.79298314884635
1895,구로구,7,23,28.30900178989779
1896,구로구,8,0,24.50311822806578
1897,구로구,8,1,23.860152213968966
1898,구로구,8,2,23.661993733603445
1899,구로구,8,3,23.643669108481316
1900,구로구,8,4,23.157492696687942
1901,구로구,8,5,23.63955038263863
1902,구로구,8,6,23.28946752054718
1903,구로구,8,7,24.343016218038382
1904,구로구,8,8,25.762867223285788
1905,구로구,8,9,26.404784665435564
1906,구로구,8,10,27.266907293342
1907,구로구,8,11,28.093407607496015
1908,구로구,8,12,28.58685315320401
1909,구로구,8,13,28.575220752692342
1910,구로구,8,14,29.023994330889863
1911,구로구,8,15,28.963451700321684
1912,구로구,8,16,28.996658270801635
1913,구로구,8,17,28.76057303362146
1914,구로구,8,18,28.872956299018313
1915,구로구,8,19,28.079667652640715
1916,구로구,8,20,27.04561571877065
1917,구로구,8,21,26.50076817782866
1918,구로구,8,22,25.612160364225375
1919,구로구,8,23,24.589404961982556
1920,구로구,9,0,20.95743545133727
1921,구로구,9,1,19.85696981892939
1922,구로구,9,2,19.461859499713633
1923,구로구,9,3,19.831553484334254
1924,구로구,9,4,19.361302186992365
1925,구로구,9,5,19.253736344895984
1926,구로구,9,6,20.407409728295022
1927,구로구,9,7,21.63246614340831
1928,구로구,9,8,23.090324117730322
1929,구로구,9,9,24.480067732159156
1930,구로구,9,10,24.17738104669253
1931,구로구,9,11,24.634641520971822
1932,구로구,9,12,25.250461396365644
1933,구로구,9,13,25.528563988593998
1934,구로구,9,14,26.443567026194145
1935,구로구,9,15,26.287981932864547
1936,구로구,9,16,25.983169622759675
1937,구로구,9,17,24.800760053259978
1938,구로구,9,18,24.28104894373041
1939,구로구,9,19,24.566675752469685
1940,구로구,9,20,24.18109577114776
1941,구로구,9,21,23.017030688705702
1942,구로구,9,22,23.030270771315887
1943,구로구,9,23,22.20426706427218
1944,구로구,10,0,28.895905423196577
1945,구로구,10,1,27.06200962762249
1946,구로구,10,2,26.389430077523617
1947,구로구,10,3,26.21324508276491
1948,구로구,10,4,25.92884556398414
1949,구로구,10,5,26.408044206836465
1950,구로구,10,6,26.811698318124925
1951,구로구,10,7,28.33521096484402
1952,구로구,10,8,29.65943417291794
1953,구로구,10,9,30.711937517397683
1954,구로구,10,10,31.470814387232146
1955,구로구,10,11,31.037636044947096
1956,구로구,10,12,30.193286970008536
1957,구로구,10,13,30.43502016404136
1958,구로구,10,14,30.953097391304645
1959,구로구,10,15,31.230502686077873
1960,구로구,10,16,31.21931869208363
1961,구로구,10,17,30.429498015330896
1962,구로구,10,18,31.129881219706192
1963,구로구,10,19,32.578739982206
1964,구로구,10,20,32.59589856084739
1965,구로구,10,21,31.866593879508464
1966,구로구,10,22,30.139978942475523
1967,구로구,10,23,29.446384486542236
1968,구로구,11,0,42.58364901241179
1969,구로구,11,1,41.11984125949579
1970,구로구,11,2,39.49993229686081
1971,구로구,11,3,39.16267155431664
1972,구로구,11,4,39.107819115661314
1973,구로구,11,5,38.21809082413146
1974,구로구,11,6,37.7083633402588
1975,구로구,11,7,38.6995129232111
1976,구로구,11,8,40.02314163829456
1977,구로구,11,9,41.21377205743412
1978,구로구,11,10,40.97277884187427
1979,구로구,11,11,40.10763669420328
1980,구로구,11,12,38.69064246336463
1981,구로구,11,13,39.12330749144953
1982,구로구,11,14,40.89977385219647
1983,구로구,11,15,41.86676738811003
1984,구로구,11,16,42.48232943995479
1985,구로구,11,17,42.34535546549436
1986,구로구,11,18,43.84791326852057
1987,구로구,11,19,45.89237754465053
1988,구로구,11,20,47.00502314061779
1989,구로구,11,21,47.39919291482654
1990,구로구,11,22,45.32358232832643
1991,구로구,11,23,43.14740811737161
1992,구로구,12,0,37.88039942482764
1993,구로구,12,1,36.2536066536716
1994,구로구,12,2,36.375525903023785
1995,구로구,12,3,35.93784243791715
1996,구로구,12,4,35.40987080965073
1997,구로구,12,5,35.18721326514056
1998,구로구,12,6,35.01756055595832
1999,구로구,12,7,35.46695697084092
2000,구로구,12,8,36.30622113866322
2001,구로구,12,9,38.0484972467424
2002,구로구,12,10,38.742420528526324
2003,구로구,12,11,39.21293292439412
2004,구로구,12,12,39.6773631641088
2005,구로구,12,13,38.76673306880181
2006,구로구,12,14,39.674791005996696
2007,구로구,12,15,38.21033175900536
2008,구로구,12,16,38.32215479587405
2009,구로구,12,17,38.336300220060984
2010,구로구,12,18,38.61110267125768
2011,구로구,12,19,41.03279181939296
2012,구로구,12,20,40.57727549180135
2013,구로구,12,21,40.54107017271335
2014,구로구,12,22,40.14207496313953
2015,구로구,12,23,39.043310307064125
2016,금천구,1,0,38.983762965849245
2017,금천구,1,1,36.092814507917275
2018,금천구,1,2,36.53619430080421
2019,금천구,1,3,35.358592252358655
2020,금천구,1,4,35.50238175208792
2021,금천구,1,5,34.490013704407374
2022,금천구,1,6,36.203466992610466
2023,금천구,1,7,36.36088289234192
2024,금천구,1,8,39.15025644978981
2025,금천구,1,9,38.4087053797175
2026,금천구,1,10,40.127997670079594
2027,금천구,1,11,43.106639610201654
2028,금천구,1,12,40.953758041346134
2029,금천구,1,13,40.43330512532993
2030,금천구,1,14,41.45529630264231
2031,금천구,1,15,39.76850336947469
2032,금천구,1,16,39.893551308988194
2033,금천구,1,17,40.480000882502395
2034,금천구,1,18,42.7671766848297
2035,금천구,1,19,41.879345203295024
2036,금천구,1,20,42.270350448422626
2037,금천구,1,21,39.234812957569744
2038,금천구,1,22,40.02226768440056
2039,금천구,1,23,38.55684993572858
2040,금천구,2,0,48.255774099433395
2041,금천구,2,1,46.047798855860364
2042,금천구,2,2,46.35491613779481
2043,금천구,2,3,44.761941488535385
2044,금천구,2,4,45.72593366145971
2045,금천구,2,5,44.9574847744831
2046,금천구,2,6,46.195022755843986
2047,금천구,2,7,45.092903189908526
2048,금천구,2,8,46.346057936262525
2049,금천구,2,9,45.822168832978775
2050,금천구,2,10,49.11141428627801
2051,금천구,2,11,51.095453087130906
2052,금천구,2,12,52.01744566820233
2053,금천구,2,13,49.81971421271282
2054,금천구,2,14,51.04696990758566
2055,금천구,2,15,49.06866177888246
2056,금천구,2,16,48.29315267812795
2057,금천구,2,17,48.75889220807143
2058,금천구,2,18,54.02245263407202
2059,금천구,2,19,56.54010274323659
2060,금천구,2,20,55.27465990930877
2061,금천구,2,21,49.714307175070644
2062,금천구,2,22,48.47080005259681
2063,금천구,2,23,46.8409926750808
2064,금천구,3,0,51.040175508460464
2065,금천구,3,1,49.75385562566951
2066,금천구,3,2,50.40284363534089
2067,금천구,3,3,50.07287238522476
2068,금천구,3,4,50.52100346438487
2069,금천구,3,5,50.30782328654903
2070,금천구,3,6,51.89290001199406
2071,금천구,3,7,51.77004485909871
2072,금천구,3,8,54.49176214926441
2073,금천구,3,9,55.8165136050133
2074,금천구,3,10,58.13724474276161
2075,금천구,3,11,60.50043267650996
2076,금천구,3,12,56.933377766120245
2077,금천구,3,13,53.38782618373684
2078,금천구,3,14,50.24338287493059
2079,금천구,3,15,47.31439373271137
2080,금천구,3,16,47.94091317193426
2081,금천구,3,17,49.0721265564023
2082,금천구,3,18,52.53690012432828
2083,금천구,3,19,54.07738539450379
2084,금천구,3,20,54.632305624177775
2085,금천구,3,21,52.784873876952425
2086,금천구,3,22,53.55762169244626
2087,금천구,3,23,52.776204275338976
2088,금천구,4,0,35.8716019162434
2089,금천구,4,1,34.588720320623025
2090,금천구,4,2,34.16348568036255
2091,금천구,4,3,33.30850474324051
2092,금천구,4,4,33.71044596766936
2093,금천구,4,5,34.121697142128944
2094,금천구,4,6,35.68612563088738
2095,금천구,4,7,35.95341907646591
2096,금천구,4,8,37.629222306529364
2097,금천구,4,9,37.84446545521509
2098,금천구,4,10,40.00913891344926
2099,금천구,4,11,43.347950913421215
2100,금천구,4,12,42.072858680312
2101,금천구,4,13,41.65109623369808
2102,금천구,4,14,39.8895434656468
2103,금천구,4,15,39.45280418529499
2104,금천구,4,16,40.966821923842815
2105,금천구,4,17,40.0620588904262
2106,금천구,4,18,41.531507400238134
2107,금천구,4,19,43.212550161497155
2108,금천구,4,20,42.83400270363323
2109,금천구,4,21,40.594669348364754
2110,금천구,4,22,38.47175181952368
2111,금천구,4,23,36.41427192996364
2112,금천구,5,0,38.694527897813344
2113,금천구,5,1,36.081506729850375
2114,금천구,5,2,35.04034524440215
2115,금천구,5,3,33.94683314581562
2116,금천구,5,4,34.48643124154242
2117,금천구,5,5,34.16012977098303
2118,금천구,5,6,34.36798728663282
2119,금천구,5,7,33.823129238942634
2120,금천구,5,8,34.845746116769085
2121,금천구,5,9,34.553404704216526
2122,금천구,5,10,37.11131342651192
2123,금천구,5,11,40.086900864323596
2124,금천구,5,12,41.336193203342496
2125,금천구,5,13,41.10341756834225
2126,금천구,5,14,41.54672636678654
2127,금천구,5,15,42.92931099287383
2128,금천구,5,16,42.07588960978247
2129,금천구,5,17,43.12676836666044
2130,금천구,5,18,43.737666769691884
2131,금천구,5,19,44.41094348224632
2132,금천구,5,20,46.874511845307175
2133,금천구,5,21,44.48694967629138
2134,금천구,5,22,41.885714999041106
2135,금천구,5,23,36.17066659205036
2136,금천구,6,0,35.068421431663154
2137,금천구,6,1,34.114287861673134
2138,금천구,6,2,34.142183487786745
2139,금천구,6,3,32.736692755869754
2140,금천구,6,4,31.77526409455204
2141,금천구,6,5,31.084592443848006
2142,금천구,6,6,31.479164139424377
2143,금천구,6,7,31.838409291260042
2144,금천구,6,8,33.45824816296762
2145,금천구,6,9,34.57800952763938
2146,금천구,6,10,37.1720948969039
2147,금천구,6,11,42.151868221727725
2148,금천구,6,12,42.45191897693756
2149,금천구,6,13,41.294827406803606
2150,금천구,6,14,40.20395652426052
2151,금천구,6,15,41.510561513029124
2152,금천구,6,16,42.2126723718405
2153,금천구,6,17,41.44151957724061
2154,금천구,6,18,42.46446265724004
2155,금천구,6,19,41.34917463415726
2156,금천구,6,20,41.20217287256285
2157,금천구,6,21,39.74685121166096
2158,금천구,6,22,37.32024825285688
2159,금천구,6,23,36.320306399481396
2160,금천구,7,0,29.870530701248565
2161,금천구,7,1,28.379117518112555
2162,금천구,7,2,27.456842028189914
2163,금천구,7,3,26.57997269120878
2164,금천구,7,4,25.7520047124074
2165,금천구,7,5,25.25044292253791
2166,금천구,7,6,25.857320844226894
2167,금천구,7,7,26.269300694554254
2168,금천구,7,8,26.648459854832968
2169,금천구,7,9,27.64598120208406
2170,금천구,7,10,31.705806014597176
2171,금천구,7,11,35.983366499691215
2172,금천구,7,12,36.94076307029875
2173,금천구,7,13,35.94013511391968
2174,금천구,7,14,36.52719545507808
2175,금천구,7,15,37.38581295870384
2176,금천구,7,16,38.21787152039159
2177,금천구,7,17,37.68190769239523
2178,금천구,7,18,37.5162897022604
2179,금천구,7,19,38.01146319798385
2180,금천구,7,20,37.38062059982452
2181,금천구,7,21,36.24662701966833
2182,금천구,7,22,33.51704476323219
2183,금천구,7,23,30.907358025423576
2184,금천구,8,0,25.94575397714957
2185,금천구,8,1,24.48312393916865
2186,금천구,8,2,24.362317460525574
2187,금천구,8,3,24.025268440444766
2188,금천구,8,4,23.730092342089826
2189,금천구,8,5,23.757231947145815
2190,금천구,8,6,24.62093352766932
2191,금천구,8,7,24.92675717488014
2192,금천구,8,8,25.588175358024717
2193,금천구,8,9,26.43875906355427
2194,금천구,8,10,29.777426999198372
2195,금천구,8,11,34.12705703475521
2196,금천구,8,12,33.91072098972502
2197,금천구,8,13,33.349531119517806
2198,금천구,8,14,32.69591266653214
2199,금천구,8,15,31.907455846357248
2200,금천구,8,16,31.349881161114357
2201,금천구,8,17,32.724361578697
2202,금천구,8,18,34.444267644696126
2203,금천구,8,19,33.33977165998914
2204,금천구,8,20,32.970011632738576
2205,금천구,8,21,28.690320430466542
2206,금천구,8,22,27.337633641708074
2207,금천구,8,23,25.871695527666965
2208,금천구,9,0,20.151456879197262
2209,금천구,9,1,18.7496042652026
2210,금천구,9,2,19.06630300668875
2211,금천구,9,3,18.159414828714098
2212,금천구,9,4,19.382731619619864
2213,금천구,9,5,18.180109813358783
2214,금천구,9,6,19.60939278353687
2215,금천구,9,7,19.2195860822037
2216,금천구,9,8,20.411749195536657
2217,금천구,9,9,21.12090412569511
2218,금천구,9,10,24.516695254598602
2219,금천구,9,11,28.111868089532912
2220,금천구,9,12,27.75499832738626
2221,금천구,9,13,26.162367045099852
2222,금천구,9,14,27.245410160944836
2223,금천구,9,15,25.643715808819582
2224,금천구,9,16,27.08831659855196
2225,금천구,9,17,27.800125683740294
2226,금천구,9,18,28.687493647733003
2227,금천구,9,19,29.435602317888577
2228,금천구,9,20,29.067643754024278
2229,금천구,9,21,24.49128704633944
2230,금천구,9,22,22.640351937907205
2231,금천구,9,23,21.257010289752948
2232,금천구,10,0,27.949903170627
2233,금천구,10,1,26.281874639619208
2234,금천구,10,2,26.16855732987155
2235,금천구,10,3,24.795511356502036
2236,금천구,10,4,25.922636620782004
2237,금천구,10,5,25.781950386311145
2238,금천구,10,6,27.685421405800756
2239,금천구,10,7,27.75213120746545
2240,금천구,10,8,28.622830289665956
2241,금천구,10,9,29.270996702207682
2242,금천구,10,10,31.53628872609985
2243,금천구,10,11,31.739392114670213
2244,금천구,10,12,32.287150501566664
2245,금천구,10,13,29.966516072918047
2246,금천구,10,14,30.658210522817917
2247,금천구,10,15,30.040760423757796
2248,금천구,10,16,31.86375712678897
2249,금천구,10,17,32.70089172073197
2250,금천구,10,18,34.945948635851565
2251,금천구,10,19,35.015369906531696
2252,금천구,10,20,35.2219730323029
2253,금천구,10,21,33.49695748353843
2254,금천구,10,22,32.171443994372446
2255,금천구,10,23,29.32620509548972
2256,금천구,11,0,41.639611534958604
2257,금천구,11,1,37.94850787071354
2258,금천구,11,2,37.414635218163795
2259,금천구,11,3,36.0373119004098
2260,금천구,11,4,36.67081010718755
2261,금천구,11,5,36.492351315644434
2262,금천구,11,6,38.14904552173369
2263,금천구,11,7,38.339278010313535
2264,금천구,11,8,40.90764461974517
2265,금천구,11,9,41.02666024646187
2266,금천구,11,10,43.34959584509025
2267,금천구,11,11,41.949262752775326
2268,금천구,11,12,42.03367676132528
2269,금천구,11,13,40.785719503417994
2270,금천구,11,14,43.270228856145025
2271,금천구,11,15,42.61738326712491
2272,금천구,11,16,44.59743996674924
2273,금천구,11,17,45.71545861460644
2274,금천구,11,18,47.75022946694897
2275,금천구,11,19,48.72694992331057
2276,금천구,11,20,49.90116342278507
2277,금천구,11,21,46.581710729182426
2278,금천구,11,22,46.40889221301285
2279,금천구,11,23,42.75970938634048
2280,금천구,12,0,38.94759767666356
2281,금천구,12,1,35.457774373302605
2282,금천구,12,2,36.11381856991173
2283,금천구,12,3,34.93023821869367
2284,금천구,12,4,35.19062149297704
2285,금천구,12,5,34.37901508432957
2286,금천구,12,6,37.17861863830695
2287,금천구,12,7,36.68962303680863
2288,금천구,12,8,40.11704310455207
2289,금천구,12,9,40.66486617630197
2290,금천구,12,10,43.383108337837896
2291,금천구,12,11,41.401969998637746
2292,금천구,12,12,41.364739392814954
2293,금천구,12,13,39.840794478067416
2294,금천구,12,14,40.89358398412844
2295,금천구,12,15,40.44045231227686
2296,금천구,12,16,40.482028523336496
2297,금천구,12,17,40.60474192259276
2298,금천구,12,18,42.77662640839863
2299,금천구,12,19,43.594135179452756
2300,금천구,12,20,44.49644944137473
2301,금천구,12,21,42.497746772785156
2302,금천구,12,22,42.29980689309521
2303,금천구,12,23,41.01370718631159
2304,노원구,1,0,40.259432284582985
2305,노원구,1,1,39.07429118151255
2306,노원구,1,2,39.44652562473559
2307,노원구,1,3,38.536466548329216
2308,노원구,1,4,39.42772336670623
2309,노원구,1,5,38.95276402417612
2310,노원구,1,6,40.09278400456792
2311,노원구,1,7,40.723562570900555
2312,노원구,1,8,41.95864146277763
2313,노원구,1,9,38.66981358361207
2314,노원구,1,10,40.948071207928635
2315,노원구,1,11,39.46757409031492
2316,노원구,1,12,39.70758971696183
2317,노원구,1,13,38.712145583524716
2318,노원구,1,14,38.94567003013536
2319,노원구,1,15,37.350574669582734
2320,노원구,1,16,39.655550787585376
2321,노원구,1,17,39.47661361573412
2322,노원구,1,18,40.33476232049273
2323,노원구,1,19,39.95745279219328
2324,노원구,1,20,41.16099881638306
2325,노원구,1,21,41.0257956100008
2326,노원구,1,22,42.25180921816592
2327,노원구,1,23,40.74856739169073
2328,노원구,2,0,48.081042024474606
2329,노원구,2,1,46.70898650829413
2330,노원구,2,2,47.76029044733133
2331,노원구,2,3,45.605113938195075
2332,노원구,2,4,47.13011538621839
2333,노원구,2,5,45.73807201441187
2334,노원구,2,6,47.511098369320514
2335,노원구,2,7,47.544215263250884
2336,노원구,2,8,47.63004873372596
2337,노원구,2,9,45.72661154632256
2338,노원구,2,10,47.80132121452416
2339,노원구,2,11,46.072628093664704
2340,노원구,2,12,45.486267864575225
2341,노원구,2,13,42.94976588510779
2342,노원구,2,14,44.52984163987111
2343,노원구,2,15,44.001694209625335
2344,노원구,2,16,44.29156270831508
