,지점명,지점번호,월,0시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,위도,경도,주소,하루평균
120,경부고속도로(양재IC),B-11,1,1340.0,911.0,685.0,640.0,842.0,1942.0,4243.0,4105.0,4380.0,4269.0,4206.0,4211.0,4288.0,4418.0,4416.0,4568.0,4667.0,4617.0,4365.0,4245.0,4227.0,4506.0,3200.0,2118.0,37.465083,127.038643,서울시 서초구 양재동 227-4,3392.041666666667
132,경인고속국도(신월IC),B-28,1,1192.0,810.0,629.0,583.0,841.0,2229.0,3317.0,3619.0,3715.0,3827.0,3921.0,4065.0,4139.0,4212.0,4221.0,4229.0,4342.0,4401.0,4124.0,3799.0,3653.0,3595.0,2589.0,1705.0,37.524875,126.831933,서울시 양천구 신월동 904-1,3073.208333333333
144,경인로(거리공원입구교차로),D-23,1,270.0,164.0,113.0,113.0,225.0,625.0,1036.0,1134.0,1186.0,1248.0,1269.0,1257.0,1275.0,1270.0,1288.0,1281.0,1300.0,1316.0,1200.0,1047.0,934.0,898.0,619.0,389.0,37.50644,126.884382,서울시 구로구 신도림동 435-17,894.0416666666667
156,경인로(서울교),D-28,1,456.0,289.0,204.0,166.0,253.0,549.0,1211.0,1993.0,2211.0,2136.0,2078.0,2121.0,2080.0,2236.0,2262.0,2221.0,2245.0,2278.0,2147.0,1853.0,1683.0,1597.0,1036.0,671.0,37.52019,126.914903,서울시 영등포구 영등포동2가 97-1,1499.0
168,경인로(오류IC),D-22,1,350.0,216.0,154.0,145.0,243.0,541.0,879.0,981.0,1003.0,1068.0,1154.0,1171.0,1199.0,1224.0,1244.0,1213.0,1279.0,1320.0,1275.0,1099.0,993.0,976.0,716.0,497.0,37.498246,126.851219,서울시 구로구 개봉동 80-22,872.5
180,경인로(유한공고),B-29,1,229.0,149.0,102.0,86.0,154.0,341.0,548.0,700.0,770.0,764.0,739.0,748.0,767.0,756.0,765.0,793.0,841.0,905.0,884.0,747.0,648.0,636.0,453.0,308.0,37.488614,126.822789,경기도 부천시 소사구 괴안동 206-5,576.375
192,경춘북로(중랑경찰서),B-05,1,204.0,144.0,105.0,103.0,163.0,371.0,741.0,1095.0,1313.0,1194.0,1131.0,1115.0,1158.0,1203.0,1217.0,1234.0,1332.0,1429.0,1433.0,1115.0,867.0,814.0,495.0,304.0,37.619942,127.105325,서울시 중랑구 신내동 271-1,845.0
204,공항대로(발산역),D-21,1,276.0,195.0,158.0,138.0,196.0,337.0,554.0,970.0,1286.0,1227.0,1229.0,1251.0,1231.0,1296.0,1351.0,1319.0,1333.0,1312.0,1323.0,1047.0,883.0,799.0,560.0,387.0,37.559251,126.831069,서울시 강서구 마곡동 727-1154,860.75
216,과천대로(남태령역),B-15,1,349.0,200.0,136.0,119.0,189.0,506.0,1252.0,1599.0,1660.0,1552.0,1541.0,1534.0,1543.0,1593.0,1575.0,1558.0,1643.0,1665.0,1598.0,1324.0,1194.0,1168.0,814.0,545.0,37.463288,126.988151,서울시 서초구 방배동 산190-1 ,1119.0416666666667
228,광명대교(광명시계),B-22,1,127.0,82.0,59.0,54.0,94.0,201.0,351.0,637.0,643.0,693.0,695.0,646.0,607.0,650.0,651.0,667.0,677.0,703.0,676.0,570.0,448.0,410.0,264.0,181.0,37.485044,126.873297,서울시 금천구 가산동 535-121,449.41666666666663
240,광진교,C-21,1,71.0,48.0,35.0,29.0,39.0,81.0,166.0,292.0,459.0,394.0,387.0,372.0,354.0,361.0,397.0,420.0,471.0,547.0,578.0,419.0,268.0,238.0,147.0,92.0,37.54412,127.115274,서울시 강동구 천호동 484-9,277.7083333333333
252,국회대로(여의2교),D-27,1,349.0,221.0,146.0,120.0,160.0,277.0,636.0,1138.0,1425.0,1263.0,1230.0,1319.0,1291.0,1394.0,1470.0,1472.0,1514.0,1507.0,1386.0,1211.0,1160.0,1082.0,752.0,516.0,37.526003,126.910953,서울시 영등포구 영등포동7가 94-411,959.9583333333333
264,금오로(광명시계),B-19,1,34.0,19.0,14.0,13.0,30.0,101.0,176.0,261.0,275.0,275.0,250.0,253.0,252.0,268.0,281.0,297.0,314.0,350.0,308.0,237.0,164.0,128.0,80.0,56.0,37.482431,126.841891,서울시 구로구 천왕동 24-2,184.83333333333331
276,금천교(광명시계),B-24,1,,,,,,,,,,,,,,,,,,,,,,,,,37.465046,126.884245,서울시 금천구 독산동 668-54,
288,금하로(광명시계),B-25,1,140.0,83.0,61.0,56.0,93.0,221.0,436.0,565.0,729.0,669.0,694.0,736.0,750.0,777.0,816.0,833.0,847.0,943.0,958.0,803.0,566.0,493.0,314.0,206.0,37.4514,126.891627,경기도 광명시 소하동 31-25,532.875
300,김포대로(개화교),B-31,1,200.0,127.0,100.0,98.0,168.0,373.0,857.0,1374.0,1419.0,1408.0,1258.0,1159.0,1152.0,1200.0,1232.0,1248.0,1344.0,1514.0,1456.0,1079.0,852.0,794.0,516.0,304.0,37.585313,126.795571,경기도 김포시 고촌읍 전호리 436-3,884.6666666666667
312,남부순환로(낙성대역),D-33,1,866.0,586.0,437.0,348.0,415.0,787.0,1316.0,1866.0,2092.0,2179.0,2204.0,2159.0,2177.0,2285.0,2322.0,2332.0,2393.0,2395.0,2253.0,2056.0,1899.0,1890.0,1465.0,1101.0,37.477711,126.962242,서울시 관악구 봉천동 1685-32,1659.2916666666665
324,남부순환로(수서IC),D-39,1,699.0,551.0,460.0,441.0,539.0,799.0,1294.0,1893.0,2285.0,2322.0,2307.0,2372.0,2330.0,2430.0,2381.0,2394.0,2381.0,2367.0,2233.0,1961.0,1932.0,1897.0,1301.0,909.0,37.495912,127.090903,서울시 강남구 일원동 3-16,1686.5833333333335
336,남부순환로(신월IC),D-19,1,634.0,426.0,348.0,339.0,537.0,1345.0,2188.0,2500.0,2759.0,2698.0,2700.0,2707.0,2742.0,2890.0,2908.0,2866.0,2928.0,2997.0,2833.0,2472.0,2272.0,2148.0,1402.0,901.0,37.524081,126.835862,서울시 양천구 신월동 838 ,2022.5
348,남부순환로(예술의전당),D-34,1,510.0,337.0,245.0,196.0,268.0,596.0,1164.0,1744.0,2003.0,2048.0,2001.0,1899.0,1883.0,2047.0,2075.0,2102.0,2130.0,2218.0,2062.0,1740.0,1534.0,1558.0,1058.0,718.0,37.476405,127.00445,서울시 서초구 방배동 1009-3,1422.3333333333335
360,남부순환로(화곡로입구 교차로),D-18,1,399.0,277.0,224.0,221.0,354.0,748.0,1289.0,1668.0,1903.0,1837.0,1803.0,1782.0,1786.0,1874.0,1904.0,1905.0,1909.0,1896.0,1727.0,1523.0,1380.0,1314.0,876.0,555.0,37.540163,126.825453,서울시 양천구 신월동 29-7,1298.0833333333333
372,남산1호터널,A-20,1,429.0,270.0,195.0,164.0,197.0,423.0,1174.0,1346.0,1579.0,1587.0,1542.0,1596.0,1586.0,1698.0,1632.0,1573.0,1493.0,1494.0,1382.0,1208.0,1199.0,1400.0,930.0,671.0,37.542406,127.001356,서울시 용산구 한남동 산 10-33,1115.3333333333333
384,남산2호터널,A-21,1,82.0,61.0,54.0,41.0,64.0,94.0,182.0,404.0,501.0,452.0,465.0,484.0,478.0,510.0,533.0,534.0,538.0,546.0,507.0,379.0,308.0,272.0,163.0,111.0,37.544301,126.989767,서울시 용산구 이태원동 262-35,323.4583333333333
396,남산3호터널,A-22,1,171.0,111.0,80.0,65.0,67.0,144.0,418.0,611.0,856.0,793.0,750.0,777.0,746.0,863.0,894.0,905.0,886.0,912.0,832.0,641.0,542.0,627.0,376.0,246.0,37.544496,126.98835,서울시 용산구 용산동2가 5-432,554.7083333333334
408,내부순환로,F-03,1,1046.0,721.0,513.0,468.0,687.0,1654.0,2944.0,3156.0,3090.0,3318.0,3497.0,3564.0,3602.0,3629.0,3718.0,3816.0,3498.0,3482.0,3421.0,3276.0,3161.0,3213.0,2394.0,1531.0,37.608679,126.998878,서울시 성북구 정릉동 590-16,2641.625
420,노들로,D-41,1,332.0,223.0,173.0,160.0,214.0,383.0,822.0,1294.0,1395.0,1408.0,1258.0,1255.0,1244.0,1374.0,1394.0,1449.0,1510.0,1536.0,1458.0,1254.0,1168.0,1190.0,764.0,454.0,37.529712,126.909281,서울시 영등포구 당산동 364 ,988.0
432,대사관로(삼청터널),A-04,1,27.0,15.0,8.0,8.0,11.0,31.0,123.0,295.0,321.0,311.0,268.0,260.0,262.0,282.0,302.0,331.0,379.0,409.0,322.0,268.0,214.0,173.0,89.0,46.0,37.596359,126.984209,서울시 성북구 성북동 산25-148,198.125
444,대학로(한국방송통신대학교),A-07,1,,,,,,,,,,,,,,,,,,,,,,,,,37.578188,127.002053,서울시 종로구 연건동 72-3,
456,도봉로(도봉산역),B-01,1,252.0,190.0,137.0,145.0,238.0,387.0,671.0,1199.0,1545.0,1355.0,1198.0,1178.0,1213.0,1298.0,1329.0,1368.0,1465.0,1627.0,1670.0,1230.0,882.0,786.0,544.0,368.0,37.691792,127.045087,서울시 도봉구 도봉동 378-1,928.125
468,도봉로(쌍문역),D-11,1,345.0,245.0,191.0,172.0,224.0,395.0,631.0,877.0,1111.0,1080.0,1095.0,1103.0,1089.0,1135.0,1151.0,1163.0,1184.0,1164.0,1159.0,1009.0,914.0,856.0,649.0,458.0,37.645707,127.033171,서울시 도봉구 창동 650-46,808.3333333333333
480,동부간선도로,F-05,1,1179.0,798.0,570.0,533.0,754.0,1821.0,2700.0,2738.0,2883.0,3128.0,3166.0,3368.0,3440.0,3468.0,3398.0,3492.0,3471.0,3137.0,2868.0,2797.0,3025.0,3212.0,2420.0,1686.0,37.568685,127.076023,서울시 동대문구 장안동 19-7,2502.1666666666665
492,동부간선도로(월계1교),D-12,1,1006.0,697.0,520.0,501.0,773.0,1739.0,2420.0,2451.0,2624.0,2832.0,2759.0,2748.0,2808.0,2847.0,2763.0,2811.0,2787.0,2698.0,2558.0,2479.0,2527.0,2593.0,2022.0,1431.0,37.631579,127.063432,서울시 노원구 월계동 247-17,2141.4166666666665
504,동소문로(길음교사거리),D-09,1,399.0,270.0,197.0,196.0,397.0,622.0,1208.0,1484.0,1588.0,1644.0,1562.0,1459.0,1413.0,1448.0,1416.0,1361.0,1282.0,1235.0,1118.0,1038.0,1006.0,974.0,780.0,594.0,37.599755,127.021693,서울시 성북구 돈암동 32-31,1028.7916666666667
516,동일로(군자교),D-07,1,525.0,385.0,286.0,243.0,278.0,536.0,958.0,1084.0,1271.0,1372.0,1525.0,1578.0,1571.0,1637.0,1678.0,1709.0,1752.0,1793.0,1735.0,1533.0,1408.0,1344.0,970.0,681.0,37.553809,127.070504,서울시 성동구 송정동 83,1160.5
528,동일로(노원역),D-13,1,220.0,140.0,103.0,86.0,121.0,207.0,415.0,713.0,952.0,983.0,1047.0,1099.0,1077.0,1123.0,1200.0,1202.0,1193.0,1165.0,1125.0,920.0,761.0,697.0,463.0,298.0,37.652409,127.061032,서울시 노원구 상계동 729,721.25
540,동일로(의정부IC),B-02,1,330.0,238.0,167.0,163.0,259.0,606.0,1312.0,2089.0,2489.0,2277.0,2170.0,2171.0,2167.0,2253.0,2314.0,2405.0,2615.0,2756.0,2573.0,2085.0,1629.0,1442.0,893.0,521.0,37.688571,127.055376,서울시 노원구 상계동 1311-3,1580.1666666666665
552,동작대교,C-10,1,249.0,148.0,102.0,82.0,101.0,265.0,664.0,1101.0,1522.0,1377.0,1350.0,1330.0,1325.0,1436.0,1483.0,1567.0,1689.0,1700.0,1468.0,1102.0,958.0,949.0,578.0,376.0,37.509936,126.981814,서울시 용산구 이촌동 385,955.0833333333333
564,동작대로(총신대입구역),D-31,1,579.0,367.0,268.0,222.0,305.0,710.0,1477.0,1824.0,1928.0,2077.0,2136.0,2094.0,2091.0,2119.0,2109.0,2104.0,2114.0,1968.0,1790.0,1659.0,1709.0,1742.0,1207.0,851.0,37.494352,126.982914,서울시 서초구 방배동 1255,1477.0833333333335
576,동호대교,C-14,1,423.0,334.0,256.0,207.0,239.0,348.0,712.0,1487.0,1807.0,1861.0,1863.0,1825.0,1777.0,1830.0,1895.0,1866.0,1874.0,1867.0,1572.0,1376.0,1321.0,1178.0,788.0,590.0,37.538207,127.019882,서울시 성동구 옥수동 86,1220.6666666666667
588,동호로(금호터널),D-03,1,387.0,302.0,241.0,198.0,238.0,342.0,677.0,1310.0,1490.0,1499.0,1543.0,1571.0,1595.0,1656.0,1680.0,1633.0,1595.0,1587.0,1480.0,1250.0,1158.0,1012.0,699.0,527.0,37.551919,127.012977,서울시 중구 신당동 349-202,1069.5833333333333
600,동호로(장충체육관),A-10,1,246.0,193.0,143.0,119.0,148.0,224.0,495.0,1063.0,1291.0,1268.0,1292.0,1336.0,1338.0,1438.0,1468.0,1454.0,1413.0,1419.0,1278.0,1038.0,906.0,735.0,485.0,337.0,37.558563,127.007101,서울시 중구 장충동2가 200-99,880.2916666666667
612,뚝섬로(용비교),D-06,1,324.0,214.0,157.0,138.0,159.0,315.0,802.0,1311.0,1562.0,1688.0,1825.0,1752.0,1645.0,1689.0,1741.0,1756.0,1711.0,1725.0,1606.0,1308.0,1128.0,1153.0,727.0,468.0,37.542006,127.020674,서울시 성동구 옥수동 산 1-11 ,1121.0
624,마포대교,C-07,1,503.0,333.0,231.0,187.0,258.0,584.0,1417.0,2514.0,2629.0,2408.0,2270.0,2351.0,2190.0,2422.0,2430.0,2434.0,2543.0,2728.0,2743.0,2177.0,1980.0,1909.0,1187.0,738.0,37.533628,126.936512,서울시 영등포구 여의도동 85-2,1715.25
636,망우로(망우리공원),B-04,1,142.0,98.0,76.0,67.0,90.0,200.0,426.0,672.0,897.0,768.0,697.0,714.0,723.0,767.0,798.0,808.0,851.0,949.0,954.0,700.0,524.0,481.0,303.0,194.0,37.601476,127.115674,경기도 구리시 교문동 346-3,537.4583333333334
648,문성로(난곡터널),D-32,1,113.0,83.0,66.0,59.0,70.0,121.0,188.0,280.0,367.0,349.0,357.0,369.0,369.0,388.0,401.0,404.0,421.0,435.0,423.0,344.0,301.0,302.0,206.0,149.0,37.479046,126.924252,서울시 관악구 신림동 438-44,273.5416666666667
660,반포대교,C-11,1,510.0,327.0,231.0,184.0,208.0,448.0,1167.0,1915.0,2244.0,2253.0,2245.0,2318.0,2326.0,2421.0,2453.0,2448.0,2446.0,2351.0,2045.0,1779.0,1818.0,1795.0,1147.0,782.0,37.514431,126.996663,서울시 서초구 반포동 647,1577.5416666666665
672,반포대로(서초역),D-37,1,357.0,220.0,151.0,114.0,142.0,340.0,1039.0,1731.0,1828.0,2033.0,2129.0,2222.0,2151.0,2262.0,2309.0,2252.0,2207.0,2087.0,2019.0,1685.0,1552.0,1472.0,920.0,598.0,37.49624,127.005554,서울시 서초구 서초동 산 183-3 ,1409.1666666666665
684,반포대로(우면산터널),B-17,1,232.0,141.0,94.0,72.0,102.0,274.0,883.0,1456.0,1649.0,1614.0,1653.0,1724.0,1698.0,1767.0,1799.0,1824.0,1852.0,1936.0,1869.0,1481.0,1189.0,1047.0,636.0,375.0,37.483905,127.011416,서울시 서초구 서초동 1460-6,1140.2916666666667
696,밤고개로(세곡동사거리),B-13,1,105.0,68.0,52.0,47.0,66.0,162.0,452.0,1060.0,1315.0,1091.0,1003.0,947.0,902.0,942.0,935.0,979.0,1112.0,1387.0,1382.0,896.0,569.0,468.0,291.0,184.0,37.462416,127.107883,서울시 강남구 세곡동 130-6,683.9583333333333
708,백제고분로(종합운동장),D-44,1,,,,,,,,,,,,,,,,,,,,,,,,,37.510639,127.078559,서울시 송파구 잠실동 124,
720,북부간선도로(신내IC),B-07,1,647.0,467.0,379.0,410.0,559.0,1258.0,2201.0,2570.0,2730.0,2799.0,2880.0,2938.0,3000.0,3049.0,3039.0,3126.0,3209.0,3189.0,3112.0,2775.0,2599.0,2487.0,1583.0,940.0,37.613824,127.1087,서울시 중랑구 신내동 122-3,2164.4166666666665
732,북부간선로,F-04,1,783.0,550.0,419.0,406.0,604.0,1377.0,2203.0,2336.0,2339.0,2469.0,2526.0,2563.0,2606.0,2630.0,2632.0,2633.0,2479.0,2535.0,2518.0,2406.0,2358.0,2396.0,1714.0,1152.0,37.608556,127.052577,서울시 성북구 장위동 65-175 ,1943.0833333333335
744,분당수서로,F-07,1,881.0,643.0,469.0,405.0,519.0,1366.0,2652.0,2898.0,3090.0,3252.0,3371.0,3423.0,3482.0,3534.0,3503.0,3508.0,3520.0,3431.0,3298.0,2950.0,2888.0,2900.0,2021.0,1302.0,37.497648,127.087195,서울시 강남구 일원동 467-1,2471.0833333333335
756,분당수서로(성남시계),B-14,1,602.0,399.0,288.0,274.0,384.0,1044.0,2107.0,2298.0,2281.0,2438.0,2489.0,2594.0,2626.0,2662.0,2657.0,2707.0,2688.0,2522.0,2438.0,2182.0,2137.0,2180.0,1449.0,909.0,37.471129,127.123078,서울시 송파구 장지동 698-5,1848.125
768,사직로(사직터널),A-02,1,413.0,268.0,206.0,169.0,226.0,422.0,895.0,1471.0,1813.0,1712.0,1661.0,1698.0,1642.0,1707.0,1766.0,1777.0,1792.0,1831.0,1650.0,1413.0,1320.0,1219.0,858.0,588.0,37.572298,126.962853,서울시 종로구 행촌동 1-186,1188.2083333333333
780,사평대로(고속터미널역),D-36,1,453.0,309.0,214.0,164.0,211.0,521.0,1230.0,1716.0,1928.0,2089.0,2128.0,2185.0,2136.0,2193.0,2168.0,2151.0,2054.0,2012.0,1869.0,1668.0,1569.0,1436.0,966.0,639.0,37.503742,127.007779,서울시 서초구 반포동 60-2,1417.0416666666665
792,새문안로(서울역사박물관),A-14,1,361.0,258.0,195.0,157.0,171.0,306.0,587.0,1003.0,1174.0,1117.0,1141.0,1197.0,1227.0,1383.0,1426.0,1445.0,1433.0,1522.0,1564.0,1346.0,1149.0,1011.0,702.0,485.0,37.569776,126.971354,서울시 종로구 신문로2가 1-2,931.6666666666667
804,서강대교,C-06,1,173.0,120.0,81.0,70.0,87.0,188.0,456.0,980.0,1217.0,1068.0,975.0,1010.0,979.0,1085.0,1133.0,1195.0,1272.0,1434.0,1342.0,941.0,742.0,747.0,419.0,260.0,37.537537,126.925341,서울시 영등포구 여의도동 83-1,748.9166666666667
816,서부간선도로,F-09,1,1239.0,821.0,588.0,537.0,820.0,1816.0,2275.0,2162.0,2048.0,2382.0,2537.0,2582.0,2478.0,2417.0,2389.0,2364.0,2258.0,2058.0,2021.0,2275.0,2484.0,2451.0,2163.0,1739.0,37.520965,126.881826,서울시 영등포구 문래동6가 52,1954.3333333333335
828,서빙고로(한남역),D-04,1,522.0,354.0,258.0,214.0,239.0,433.0,960.0,1565.0,1861.0,1942.0,2053.0,2112.0,2156.0,2221.0,2269.0,2337.0,2392.0,2364.0,2231.0,1852.0,1654.0,1715.0,1096.0,745.0,37.527197,127.004697,서울시 용산구 한남동 542-10,1481.0416666666665
840,서소문로(시청역),A-16,1,291.0,201.0,147.0,124.0,164.0,303.0,623.0,896.0,953.0,984.0,1010.0,1038.0,1004.0,1059.0,1075.0,1103.0,1099.0,1151.0,1059.0,944.0,825.0,740.0,573.0,410.0,37.562819,126.972716,서울시 중구 서소문동 72-2,740.6666666666667
852,서오릉로(고양시계),B-34,1,212.0,152.0,120.0,115.0,149.0,283.0,577.0,886.0,1069.0,1027.0,1011.0,1042.0,1103.0,1146.0,1160.0,1154.0,1200.0,1292.0,1226.0,996.0,788.0,706.0,453.0,276.0,37.617883,126.90626,서울시 은평구 구산동 304-15,755.9583333333333
864,서하남로(서하남IC),B-08,1,384.0,299.0,244.0,255.0,323.0,781.0,1682.0,2391.0,2493.0,2530.0,2602.0,2570.0,2598.0,2671.0,2720.0,2732.0,2799.0,2787.0,2554.0,2077.0,1657.0,1436.0,845.0,538.0,37.516777,127.146728,경기도 하남시 감북동 442-15,1748.6666666666665
876,성산대교,C-04,1,1050.0,668.0,454.0,404.0,634.0,1551.0,2636.0,3182.0,3678.0,3822.0,3910.0,3940.0,3899.0,3931.0,3923.0,3975.0,4060.0,3795.0,3204.0,3097.0,3105.0,3132.0,2312.0,1556.0,37.55268,126.891564,서울시 마포구 망원동 306-53,2746.583333333333
888,성산로(금화터널),A-01,1,339.0,218.0,161.0,133.0,183.0,370.0,796.0,1343.0,1557.0,1490.0,1450.0,1492.0,1470.0,1558.0,1594.0,1621.0,1628.0,1698.0,1582.0,1355.0,1175.0,1087.0,755.0,517.0,37.568588,126.948436,서울시 서대문구 신촌동 1-142,1065.5
900,성산로(연희IC),D-16,1,456.0,297.0,220.0,189.0,282.0,610.0,1068.0,1391.0,1462.0,1704.0,1829.0,1913.0,1921.0,1992.0,2030.0,2069.0,2047.0,2050.0,1973.0,1712.0,1507.0,1429.0,1018.0,690.0,37.563506,126.9301,서울시 서대문구 연희동 341-41,1327.4583333333335
912,성수대교,C-15,1,933.0,632.0,480.0,417.0,547.0,1093.0,1872.0,2485.0,3081.0,3120.0,3103.0,3092.0,3138.0,3202.0,3195.0,3255.0,3326.0,3173.0,2518.0,2228.0,2395.0,2459.0,1787.0,1331.0,37.536768,127.034972,서울시 성동구 옥수동 484,2202.5833333333335
924,세종대로(서울역),A-13,1,,,,,,,,,,,,,,,,,,,,,,,,,37.558061,126.973439,서울시 중구 남대문로5가 84-15,
936,세종대로(시청역2),A-17,1,,,,,,,,,,,,,,,,,,,,,,,,,37.567496,126.977208,서울시 중구 태평로1가 61-29,
948,소월로(회현역),A-23,1,24.0,16.0,10.0,10.0,9.0,25.0,59.0,247.0,320.0,292.0,242.0,249.0,242.0,274.0,299.0,292.0,292.0,320.0,299.0,225.0,156.0,89.0,55.0,37.0,37.557044,126.976362,서울시 중구 남창동 217-1,170.125
960,소파로(숭의여자대학교),A-24,1,29.0,19.0,15.0,11.0,11.0,16.0,36.0,107.0,212.0,194.0,194.0,215.0,237.0,277.0,283.0,295.0,275.0,273.0,274.0,196.0,153.0,102.0,61.0,45.0,37.554896,126.983521,서울시 중구 회현동1가 산1-16,147.08333333333334
972,송파대로(복정역),B-12,1,353.0,258.0,176.0,168.0,226.0,439.0,900.0,1394.0,1496.0,1483.0,1476.0,1432.0,1410.0,1466.0,1470.0,1497.0,1568.0,1633.0,1558.0,1225.0,1022.0,1010.0,662.0,469.0,37.468797,127.126419,서울시 송파구 장지동 697-14,1032.9583333333333
984,송파대로(송파역),D-45,1,539.0,422.0,294.0,254.0,294.0,461.0,934.0,1490.0,1783.0,1783.0,1800.0,1823.0,1825.0,1861.0,1856.0,1911.0,1913.0,1944.0,1885.0,1628.0,1485.0,1373.0,1005.0,731.0,37.500537,127.111445,서울시 송파구 송파동 2-15 ,1303.9166666666667
996,수색로(고양시계),B-35,1,,,,,,,,,,,,,,,,,,,,,,,,,37.587472,126.886414,서울시 은평구 수색동 281-12,
1008,시흥대로(구로디지털단지역),D-26,1,388.0,265.0,195.0,168.0,295.0,682.0,1032.0,1512.0,1722.0,1719.0,1751.0,1790.0,1796.0,1816.0,1889.0,1875.0,1970.0,2046.0,1962.0,1642.0,1425.0,1288.0,854.0,549.0,37.486787,126.904415,서울시 영등포구 대림동 993-57,1276.2916666666667
1020,시흥대로(석수역),B-18,1,413.0,242.0,164.0,152.0,274.0,774.0,1385.0,1819.0,1831.0,1919.0,1968.0,1965.0,1940.0,2001.0,2036.0,2115.0,2147.0,2282.0,2253.0,1926.0,1577.0,1400.0,889.0,583.0,37.437013,126.902811,서울시 금천구 시흥동 1001-34,1418.9583333333335
1032,시흥대로(시흥IC),D-24,1,,,,,,,,,,,,,,,,,,,,,,,,,37.477189,126.898532,서울시 금천구 독산동 142-7,
1044,신정로(작동터널),B-30,1,175.0,111.0,78.0,74.0,111.0,286.0,658.0,1070.0,1112.0,1042.0,996.0,1004.0,1005.0,1082.0,1114.0,1110.0,1184.0,1317.0,1269.0,992.0,744.0,666.0,401.0,253.0,37.506104,126.824602,서울시 구로구 궁동 산 1-94,743.9166666666667
1056,아차산로(워커힐),B-03,1,93.0,63.0,47.0,39.0,50.0,133.0,329.0,717.0,800.0,681.0,617.0,598.0,593.0,627.0,640.0,624.0,664.0,765.0,870.0,626.0,463.0,403.0,241.0,144.0,37.550897,127.108955,서울시 광진구 광장동 145-2,451.125
